x,a,b,c,d,index_value,true_index_value,label
2,189,4,23,127,201,3815.24,0
3,243,11,23,127,201,3815.24,0
4,243,15,23,127,193,3816.37,0
5,242,17,29,126,193,3816.37,0
6,150,24,28,120,190,3816.79,0
7,102,35,39,119,198,3815.66,0
8,102,46,49,119,201,3815.24,0
9,106,49,50,118,200,3815.38,0
10,108,57,52,118,199,3815.52,0
11,118,58,52,118,199,3815.52,0
12,118,64,68,118,203,3814.96,0
13,118,63,68,118,200,3815.38,0
14,118,62,58,118,195,3816.09,0
15,117,60,51,115,183,3817.77,0
16,114,52,56,112,171,3819.46,0
17,101,50,45,109,162,3820.73,0
18,90,48,28,108,155,3821.71,0
19,90,49,29,106,151,3822.27,0
20,89,49,27,104,150,3822.41,0
21,85,50,36,104,149,3822.55,0
22,85,51,36,104,148,3822.7,0
23,90,52,27,104,145,3823.12,0
24,92,56,22,104,142,3823.54,0
25,92,58,32,103,140,3823.82,0
26,91,63,38,100,139,3823.96,0
27,88,65,38,102,140,3823.82,0
28,92,78,39,103,153,3821.99,0
29,100,82,39,103,159,3821.15,0
30,101,96,67,102,171,3819.46,0
31,101,98,81,102,170,3819.6,0
32,100,95,80,99,163,3820.59,0
33,95,87,70,94,150,3822.41,0
34,91,78,66,89,135,3824.52,0
35,78,65,49,82,115,3827.34,0
36,62,59,28,73,104,3828.88,0
37,47,54,12,71,90,3830.85,0
38,38,55,10,67,85,3831.56,0
39,34,56,17,66,76,3832.82,0
40,33,57,20,61,73,3833.24,0
41,28,59,15,58,67,3834.09,0
42,23,58,13,57,58,3835.35,0
43,21,57,17,49,49,3836.62,0
44,16,58,10,49,38,3838.17,0
45,16,62,7,49,42,3837.6,0
46,22,72,15,50,58,3835.35,0
47,29,83,19,53,71,3833.52,0
48,33,92,32,56,89,3830.99,0
49,46,101,50,57,97,3829.87,0
50,47,106,60,57,97,3829.87,0
51,51,109,62,57,100,3829.45,0
52,51,110,67,56,101,3829.31,0
53,51,109,69,56,101,3829.31,0
54,49,105,60,54,86,3831.41,0
55,48,105,48,51,84,3831.7,0
56,48,104,43,51,80,3832.26,0
57,47,99,49,48,67,3834.09,0
58,44,96,42,43,55,3835.77,0
59,39,95,34,43,50,3836.48,0
60,39,94,32,42,50,3836.48,0
61,38,92,35,38,48,3836.76,0
62,35,89,28,37,42,3837.6,0
63,34,89,20,34,41,3837.74,0
64,31,88,18,30,33,3838.87,0
65,27,87,19,23,27,3839.71,0
66,21,85,20,20,18,3840.98,0
67,16,86,19,18,13,3841.68,0
68,15,88,16,15,13,3841.68,0
69,13,87,16,11,10,3842.1,0
70,9,87,16,8,9,3842.24,0
71,9,88,17,8,6,3842.67,0
72,9,90,19,6,5,3842.81,0
73,10,94,16,5,4,3842.95,3
74,12,101,18,10,15,3841.4,0
75,21,109,31,12,24,3840.13,0
76,25,116,47,14,38,3838.17,0
77,30,123,61,15,50,3836.48,0
78,33,124,66,16,51,3836.34,0
79,34,124,67,16,51,3836.34,0
80,37,124,66,17,49,3836.62,0
81,38,124,63,17,48,3836.76,0
82,39,124,58,18,46,3837.04,0
83,41,126,56,23,48,3836.76,0
84,47,130,60,26,60,3835.07,0
85,55,137,66,29,69,3833.81,0
86,59,141,78,30,79,3832.4,0
87,59,143,87,30,83,3831.84,0
88,58,142,91,26,82,3831.98,0
89,58,136,87,27,73,3833.24,0
90,60,135,78,27,72,3833.38,0
91,62,134,72,27,70,3833.67,0
92,62,134,70,27,72,3833.38,0
93,63,134,70,29,73,3833.24,0
94,67,135,72,32,79,3832.4,0
95,69,137,72,32,83,3831.84,0
96,72,140,72,32,89,3830.99,0
97,72,143,74,33,93,3830.43,0
98,74,146,82,35,101,3829.31,0
99,76,148,89,37,102,3829.16,0
100,80,148,92,41,105,3828.74,0
101,85,151,90,43,112,3827.76,0
102,87,153,94,45,117,3827.06,0
103,89,156,100,46,128,3825.51,0
104,91,157,101,48,133,3824.81,0
105,93,157,102,48,138,3824.1,0
106,94,156,105,48,136,3824.38,0
107,94,154,103,48,130,3825.23,0
108,95,151,98,48,124,3826.07,0
109,96,150,92,51,119,3826.77,0
110,100,150,87,52,118,3826.91,0
111,100,151,89,53,117,3827.06,0
112,102,152,93,55,121,3826.49,0
113,104,152,93,58,121,3826.49,0
114,108,155,93,61,125,3825.93,0
115,110,157,94,62,128,3825.51,0
116,112,162,102,64,137,3824.24,0
117,115,165,107,67,141,3823.68,0
118,117,167,112,67,146,3822.98,0
119,117,168,116,67,147,3822.84,0
120,118,170,120,66,153,3821.99,0
121,118,173,123,69,159,3821.15,0
122,121,175,126,73,168,3819.88,0
123,125,177,127,79,174,3819.04,0
124,130,180,133,80,184,3817.63,0
125,131,181,140,81,186,3817.35,0
126,132,182,145,81,190,3816.79,0
127,133,180,145,82,185,3817.49,0
128,133,177,139,82,180,3818.2,0
129,133,174,133,82,175,3818.9,0
130,134,171,127,82,170,3819.6,0
131,134,169,121,82,166,3820.16,0
132,134,163,116,82,154,3821.85,0
133,132,161,106,72,149,3822.55,0
134,128,155,98,71,136,3824.38,0
135,126,153,92,76,134,3824.66,0
136,131,156,87,78,144,3823.26,0
137,132,158,88,78,147,3822.84,0
138,132,160,101,78,153,3821.99,0
139,132,158,106,77,145,3823.12,0
140,132,155,97,76,138,3824.1,0
141,131,151,88,75,124,3826.07,0
142,130,149,83,72,115,3827.34,0
143,127,146,78,69,109,3828.18,0
144,125,145,76,68,103,3829.02,0
145,124,146,74,66,103,3829.02,0
146,124,147,73,66,105,3828.74,0
147,123,149,77,61,110,3828.04,0
148,121,151,80,63,122,3826.35,0
149,123,155,85,65,130,3825.23,0
150,125,159,89,70,142,3823.54,0
151,129,163,94,71,155,3821.71,0
152,129,166,108,71,159,3821.15,0
153,129,165,113,71,159,3821.15,0
154,130,164,108,71,156,3821.57,0
155,130,163,103,71,146,3822.98,0
156,129,162,103,69,145,3823.12,0
157,128,159,97,68,134,3824.66,0
158,128,157,93,67,131,3825.09,0
159,127,155,87,66,126,3825.79,0
160,127,153,85,66,120,3826.63,0
161,126,152,82,63,113,3827.62,0
162,125,151,79,63,107,3828.46,0
163,124,152,77,60,107,3828.46,0
164,123,152,76,60,107,3828.46,0
165,123,152,80,58,107,3828.46,0
166,121,151,79,56,105,3828.74,0
167,120,150,74,54,106,3828.6,0
168,119,152,71,54,111,3827.9,0
169,120,154,71,54,120,3826.63,0
170,120,156,78,56,124,3826.07,0
171,121,158,82,56,134,3824.66,0
172,121,157,83,56,134,3824.66,0
173,120,155,83,51,130,3825.23,0
174,117,153,79,46,126,3825.79,0
175,114,153,74,42,126,3825.79,0
176,112,155,72,42,129,3825.37,0
177,112,156,75,44,132,3824.95,0
178,114,159,78,45,144,3823.26,0
179,115,159,80,45,146,3822.98,0
180,115,161,86,46,150,3822.41,0
181,116,160,85,46,146,3822.98,0
182,116,160,81,46,143,3823.4,0
183,116,160,81,47,143,3823.4,0
184,117,161,81,48,145,3823.12,0
185,117,162,80,49,147,3822.84,0
186,119,163,81,49,152,3822.13,0
187,119,164,82,50,157,3821.43,0
188,119,165,85,50,159,3821.15,0
189,120,165,86,51,163,3820.59,0
190,120,166,86,53,168,3819.88,0
191,122,168,85,54,171,3819.46,0
192,122,169,87,54,171,3819.46,0
193,122,168,90,53,169,3819.74,0
194,122,167,88,53,164,3820.45,0
195,122,166,83,53,162,3820.73,0
196,122,164,80,53,158,3821.29,0
197,122,163,79,51,155,3821.71,0
198,121,161,75,50,153,3821.99,0
199,120,161,72,49,150,3822.41,0
200,120,160,70,48,150,3822.41,0
201,120,160,69,48,148,3822.7,0
202,120,159,68,48,147,3822.84,0
203,119,159,66,47,150,3822.41,0
204,119,159,67,46,153,3821.99,0
205,119,159,67,46,154,3821.85,0
206,119,159,69,46,154,3821.85,0
207,119,159,68,47,153,3821.99,0
208,119,160,68,47,156,3821.57,0
209,119,161,68,47,158,3821.29,0
210,119,160,69,46,157,3821.43,0
211,118,157,70,43,154,3821.85,0
212,115,155,65,37,145,3823.12,0
213,112,153,62,34,141,3823.68,0
214,111,152,59,32,138,3824.1,0
215,111,153,59,31,140,3823.82,0
216,110,153,58,31,141,3823.68,0
217,110,153,59,31,143,3823.4,0
218,110,153,58,31,142,3823.54,0
219,110,152,56,29,140,3823.82,0
220,109,151,56,28,138,3824.1,0
221,108,150,55,26,137,3824.24,0
222,107,149,53,23,134,3824.66,0
223,105,149,52,22,137,3824.24,0
224,105,151,52,24,146,3822.98,0
225,107,155,58,26,156,3821.57,0
226,108,158,66,28,166,3820.16,0
227,110,161,73,28,172,3819.32,0
228,110,161,77,28,171,3819.46,0
229,110,161,81,27,170,3819.6,0
230,110,161,80,27,171,3819.46,0
231,110,161,80,26,168,3819.88,0
232,110,159,77,26,158,3821.29,0
233,109,157,72,23,156,3821.57,0
234,107,156,71,21,147,3822.84,0
235,106,156,69,21,148,3822.7,0
236,106,156,69,21,149,3822.55,0
237,106,156,69,21,151,3822.27,0
238,106,155,67,20,152,3822.13,0
239,106,155,66,20,154,3821.85,0
240,106,155,64,20,154,3821.85,0
241,106,155,63,19,153,3821.99,0
242,106,155,62,19,151,3822.27,0
243,106,155,61,19,146,3822.98,0
244,106,154,59,18,145,3823.12,0
245,106,153,57,18,137,3824.24,0
246,106,153,56,17,136,3824.38,0
247,105,152,56,15,134,3824.66,0
248,104,153,54,15,135,3824.52,0
249,104,153,54,16,136,3824.38,0
250,105,154,56,17,140,3823.82,0
251,106,155,57,18,141,3823.68,0
252,106,156,60,18,147,3822.84,0
253,107,157,61,19,149,3822.55,0
254,108,158,62,20,151,3822.27,0
255,108,158,62,20,152,3822.13,0
256,108,158,65,20,153,3821.99,0
257,108,158,64,20,154,3821.85,0
258,108,158,64,20,152,3822.13,0
259,108,158,63,20,148,3822.7,0
260,107,157,62,17,146,3822.98,0
261,106,156,61,16,142,3823.54,0
262,106,155,59,16,142,3823.54,0
263,106,155,57,15,141,3823.68,0
264,106,155,55,15,142,3823.54,0
265,106,155,57,15,143,3823.4,0
266,106,155,56,14,141,3823.68,0
267,105,154,54,14,139,3823.96,0
268,105,155,53,13,141,3823.68,0
269,105,156,53,13,143,3823.4,0
270,105,157,56,14,149,3822.55,0
271,106,158,58,15,151,3822.27,0
272,107,159,60,15,154,3821.85,0
273,107,160,61,16,155,3821.71,0
274,107,161,65,17,162,3820.73,0
275,108,162,67,17,163,3820.59,0
276,108,162,68,17,164,3820.45,0
277,108,162,69,18,164,3820.45,0
278,108,162,69,18,162,3820.73,0
279,108,162,69,18,162,3820.73,0
280,109,161,67,17,161,3820.87,0
281,109,161,66,17,163,3820.59,0
282,109,161,65,17,163,3820.59,0
283,109,160,64,17,163,3820.59,0
284,109,160,63,17,161,3820.87,0
285,109,159,61,17,157,3821.43,0
286,108,158,58,16,156,3821.57,0
287,108,157,57,16,154,3821.85,0
288,108,157,57,16,155,3821.71,0
289,109,158,57,18,156,3821.57,0
290,111,160,57,20,166,3820.16,0
291,112,162,57,23,169,3819.74,0
292,113,165,66,23,181,3818.05,0
293,113,167,73,26,186,3817.35,0
294,116,170,75,29,192,3816.51,0
295,118,172,79,31,197,3815.8,0
296,118,174,84,33,202,3815.1,0
297,119,175,90,33,204,3814.82,0
298,120,175,93,34,203,3814.96,0
299,120,175,93,36,204,3814.82,0
300,121,177,93,37,210,3813.98,0
301,122,178,94,39,212,3813.69,0
302,123,180,99,42,218,3812.85,0
303,126,183,102,45,225,3811.87,0
304,128,185,105,49,230,3811.16,0
305,130,189,113,52,242,3809.48,0
306,132,192,123,57,247,3808.77,0
307,134,196,130,59,256,3807.51,0
308,135,198,136,60,259,3807.09,0
309,136,199,145,60,261,3806.8,0
310,136,199,149,62,256,3807.51,0
311,137,197,148,62,253,3807.93,0
312,137,196,146,62,249,3808.49,0
313,137,195,142,63,248,3808.63,0
314,138,194,140,63,247,3808.77,0
315,138,193,139,63,246,3808.91,0
316,138,193,138,63,246,3808.91,0
317,138,192,135,63,245,3809.05,0
318,138,192,134,64,248,3808.63,0
319,138,192,134,64,251,3808.21,0
320,139,193,135,65,254,3807.79,0
321,140,193,135,67,256,3807.51,0
322,141,194,135,69,259,3807.09,0
323,142,195,135,70,265,3806.24,0
324,143,197,139,72,270,3805.54,0
325,143,199,143,73,276,3804.69,0
326,144,199,147,73,277,3804.55,0
327,144,199,148,73,275,3804.83,0
328,144,199,149,74,275,3804.83,0
329,145,198,148,75,276,3804.69,0
330,145,198,147,76,278,3804.41,0
331,146,199,147,77,279,3804.27,0
332,146,199,147,78,281,3803.99,0
333,147,199,150,78,282,3803.85,0
334,147,199,150,79,284,3803.57,0
335,147,199,150,80,285,3803.43,0
336,148,199,150,80,285,3803.43,0
337,148,199,149,81,285,3803.43,0
338,149,199,149,81,286,3803.29,0
339,149,199,149,81,284,3803.57,0
340,149,199,148,82,282,3803.85,0
341,150,200,147,84,283,3803.71,0
342,151,200,150,86,283,3803.71,0
343,152,201,153,87,291,3802.58,0
344,153,201,153,89,291,3802.58,0
345,154,203,155,94,298,3801.6,0
346,158,207,156,99,306,3800.48,0
347,160,209,165,102,311,3799.77,0
348,161,213,178,102,317,3798.93,0
349,161,213,184,102,313,3799.49,0
350,161,212,185,102,311,3799.77,0
351,161,211,183,103,305,3800.62,0
352,161,210,180,103,304,3800.76,0
353,162,209,177,105,304,3800.76,0
354,162,209,176,105,306,3800.48,0
355,162,209,176,106,307,3800.33,0
