x,a,b,c,d,index_value,true_index_value,label
1,44,89,72,12,52,3933.68,0
2,44,89,72,10,52,3933.68,0
3,79,73,72,10,47,3934.02,0
4,79,61,72,10,36,3934.77,0
5,78,58,69,8,19,3935.92,0
6,82,56,69,8,25,3935.51,0
7,82,53,66,8,35,3934.84,0
8,81,48,58,7,34,3934.9,0
9,78,44,50,7,32,3935.04,0
10,78,37,42,7,23,3935.65,0
11,78,35,42,6,22,3935.72,0
12,80,34,47,6,23,3935.65,0
13,80,29,44,5,20,3935.85,0
14,79,26,35,4,16,3936.13,0
15,76,21,28,4,11,3936.46,0
16,77,20,37,4,13,3936.33,0
17,79,19,38,4,20,3935.85,0
18,82,18,29,5,25,3935.51,0
19,89,20,25,5,34,3934.9,0
20,89,21,28,5,38,3934.63,0
21,90,20,33,7,43,3934.29,0
22,96,22,30,8,53,3933.61,0
23,103,26,27,9,59,3933.21,0
24,112,31,28,9,70,3932.46,0
25,112,35,40,9,71,3932.39,0
26,114,35,45,10,70,3932.46,0
27,115,33,40,10,72,3932.33,0
28,115,29,36,10,69,3932.53,0
29,115,27,38,9,69,3932.53,0
30,113,22,37,9,68,3932.6,0
31,111,19,32,8,66,3932.73,0
32,111,15,25,8,54,3933.55,0
33,113,13,20,8,52,3933.68,0
34,113,10,23,8,53,3933.61,0
35,112,11,22,8,55,3933.48,0
36,114,13,17,9,63,3932.94,0
37,114,15,15,9,66,3932.73,0
38,115,17,15,9,75,3932.12,0
39,115,16,23,9,71,3932.39,0
40,116,14,23,9,66,3932.73,0
41,117,10,18,9,58,3933.28,0
42,117,9,14,9,63,3932.94,0
43,118,10,18,9,63,3932.94,0
44,118,9,18,10,60,3933.14,0
45,118,7,15,10,52,3933.68,0
46,118,4,10,10,44,3934.23,0
47,118,2,7,9,43,3934.29,0
48,118,1,11,10,45,3934.16,0
49,120,1,9,11,46,3934.09,0
50,123,2,7,12,52,3933.68,0
51,126,6,7,12,59,3933.21,0
52,129,9,14,12,68,3932.6,0
53,132,14,18,12,80,3931.78,0
54,133,17,21,12,85,3931.44,0
55,133,18,22,12,88,3931.24,0
56,132,15,21,13,81,3931.71,0
57,133,15,25,13,82,3931.65,0
58,134,16,26,13,82,3931.65,0
59,134,15,26,13,81,3931.71,0
60,135,13,23,13,72,3932.33,0
61,137,12,26,13,67,3932.66,0
62,140,16,26,14,80,3931.78,0
63,141,18,26,15,84,3931.51,0
64,142,22,29,16,99,3930.49,0
65,145,23,30,17,99,3930.49,0
66,146,21,35,18,89,3931.17,0
67,146,20,34,18,86,3931.38,0
68,146,19,30,18,79,3931.85,0
69,146,19,29,18,77,3931.99,0
70,146,17,33,18,72,3932.33,0
71,146,16,33,18,68,3932.6,0
72,147,17,29,19,78,3931.92,0
73,147,17,28,18,79,3931.85,0
74,147,14,30,18,73,3932.26,0
75,146,12,30,18,60,3933.14,0
76,146,11,27,19,62,3933.0,0
77,146,12,27,19,71,3932.39,0
78,148,14,26,19,82,3931.65,0
79,152,18,29,21,87,3931.31,0
80,154,21,33,22,98,3930.56,0
81,155,25,35,23,102,3930.29,0
82,157,27,36,24,105,3930.09,0
83,157,28,36,25,103,3930.22,0
84,157,28,41,25,95,3930.76,0
85,157,29,42,25,91,3931.04,0
86,158,31,41,25,95,3930.76,0
87,158,32,41,25,96,3930.7,0
88,158,33,46,25,106,3930.02,0
89,161,35,46,27,115,3929.41,0
90,164,36,46,28,117,3929.27,0
91,164,39,49,29,126,3928.66,0
92,165,41,49,30,125,3928.73,0
93,165,43,52,30,126,3928.66,0
94,166,46,52,31,136,3927.98,0
95,170,50,53,32,143,3927.51,0
96,171,51,55,33,152,3926.9,0
97,171,52,60,34,147,3927.24,0
98,172,50,60,35,141,3927.64,0
99,172,49,58,35,141,3927.64,0
100,173,49,57,35,142,3927.57,0
101,174,54,57,36,152,3926.9,0
102,181,57,59,37,163,3926.15,0
103,182,62,67,41,171,3925.61,0
104,183,64,70,42,184,3924.72,0
105,184,63,71,43,178,3925.13,0
106,185,63,73,43,177,3925.2,0
107,185,61,71,44,169,3925.74,0
108,185,60,70,44,168,3925.81,0
109,184,57,67,44,164,3926.08,0
110,184,55,65,44,163,3926.15,0
111,184,53,65,44,163,3926.15,0
112,184,51,62,45,161,3926.29,0
113,184,50,59,44,154,3926.76,0
114,184,49,57,44,152,3926.9,0
115,184,49,55,44,159,3926.42,0
116,183,50,58,44,168,3925.81,0
117,184,52,59,45,176,3925.27,0
118,185,54,60,45,182,3924.86,0
119,185,55,60,46,183,3924.79,0
120,188,59,63,47,190,3924.32,0
121,189,61,64,48,196,3923.91,0
122,189,64,69,49,196,3923.91,0
123,189,62,71,49,193,3924.11,0
124,189,60,71,49,180,3925.0,0
125,189,58,71,49,171,3925.61,0
126,189,56,69,49,164,3926.08,0
127,189,55,67,49,158,3926.49,0
128,188,54,66,49,158,3926.49,0
129,188,54,67,49,160,3926.35,0
130,188,53,66,49,159,3926.42,0
131,187,53,65,49,165,3926.01,0
132,187,55,64,49,179,3925.06,0
133,189,58,64,51,190,3924.32,0
134,190,60,69,52,204,3923.37,0
135,191,62,72,52,210,3922.96,0
136,191,65,71,53,224,3922.01,0
137,194,69,71,54,232,3921.47,0
138,196,73,77,56,244,3920.65,0
139,197,78,82,57,252,3920.11,0
140,200,83,86,59,262,3919.43,0
141,204,86,89,62,265,3919.23,0
142,205,90,95,64,277,3918.41,0
143,206,92,100,65,280,3918.21,0
144,206,92,101,65,284,3917.94,0
145,206,93,101,66,283,3918.01,0
146,208,94,101,66,287,3917.73,0
147,210,96,103,68,293,3917.33,0
148,211,97,104,69,300,3916.85,0
149,211,97,107,70,298,3916.99,0
150,212,96,106,71,296,3917.12,0
151,212,93,104,71,289,3917.6,0
152,212,91,104,71,279,3918.28,0
153,211,87,101,71,267,3919.09,0
154,211,85,99,71,255,3919.91,0
155,211,84,96,71,252,3920.11,0
156,210,82,96,71,250,3920.24,0
157,210,80,94,71,249,3920.31,0
158,209,77,92,70,242,3920.79,0
159,209,75,89,70,241,3920.86,0
160,209,74,87,70,247,3920.45,0
161,208,74,87,71,250,3920.24,0
162,209,74,88,71,253,3920.04,0
163,209,73,88,71,253,3920.04,0
164,209,72,85,72,250,3920.24,0
165,210,72,85,72,250,3920.24,0
166,210,73,85,73,261,3919.5,0
167,210,73,86,74,263,3919.36,0
168,211,73,85,74,265,3919.23,0
169,211,72,84,74,250,3920.24,0
170,211,70,83,74,244,3920.65,0
171,211,68,82,73,234,3921.33,0
172,210,65,81,73,227,3921.81,0
173,209,64,79,72,228,3921.74,0
174,208,63,78,72,228,3921.74,0
175,207,62,78,72,225,3921.94,0
176,207,60,77,72,214,3922.69,0
177,206,58,75,72,208,3923.1,0
178,206,58,73,72,211,3922.89,0
179,205,58,73,72,211,3922.89,0
180,205,57,73,72,211,3922.89,0
181,205,56,72,72,201,3923.57,0
182,205,54,70,71,195,3923.98,0
183,205,52,68,70,185,3924.66,0
184,204,50,68,70,180,3925.0,0
185,203,48,65,70,180,3925.0,0
186,202,47,64,70,181,3924.93,0
187,201,47,64,70,186,3924.59,0
188,201,46,63,70,183,3924.79,0
189,201,47,62,70,185,3924.66,0
190,201,48,62,70,187,3924.52,0
191,202,50,62,71,197,3923.84,0
192,203,52,62,71,201,3923.57,0
