x,a,b,c,d,index_value,true_index_value,label
2,165,195,235,81,454,3889.43,3
3,164,156,235,81,438,3891.26,3
4,110,137,235,81,428,3892.41,3
5,69,116,207,81,403,3895.27,3
6,68,115,213,80,403,3895.27,3
7,56,107,200,81,401,3895.5,3
8,65,104,193,81,404,3895.16,3
9,69,99,183,81,404,3895.16,3
10,69,92,175,80,388,3896.99,3
11,68,81,171,79,368,3899.28,3
12,55,73,165,74,351,3901.22,3
13,48,67,146,74,340,3902.48,3
14,19,64,132,74,345,3901.91,3
15,27,62,125,75,348,3901.57,3
16,39,61,141,76,348,3901.57,3
17,47,61,139,78,348,3901.57,3
18,65,64,132,81,357,3900.54,3
19,79,67,128,82,364,3899.74,3
20,86,70,142,82,368,3899.28,3
21,91,71,157,82,369,3899.16,3
22,105,70,153,82,369,3899.16,3
23,105,68,143,83,370,3899.05,3
24,105,63,136,83,364,3899.74,3
25,104,59,144,83,363,3899.85,3
26,103,55,134,83,354,3900.88,3
27,107,50,121,84,350,3901.34,3
28,113,47,113,84,345,3901.91,3
29,113,42,104,84,337,3902.83,3
30,112,39,107,84,334,3903.17,3
31,112,36,101,85,331,3903.51,3
32,112,36,100,85,334,3903.17,3
33,114,36,94,86,335,3903.06,3
34,126,39,107,87,341,3902.37,3
35,137,41,108,90,343,3902.14,3
36,143,43,107,92,349,3901.45,3
37,144,43,105,93,351,3901.22,3
38,145,44,102,94,355,3900.77,3
39,154,47,114,94,358,3900.42,3
40,154,46,118,93,356,3900.65,3
41,153,46,116,93,355,3900.77,3
42,143,42,113,94,351,3901.22,3
43,149,40,119,95,349,3901.45,3
44,151,38,116,96,343,3902.14,3
45,151,36,108,96,341,3902.37,3
46,150,33,102,96,334,3903.17,3
47,152,30,101,95,328,3903.86,3
48,152,24,102,93,313,3905.58,3
49,151,21,93,92,307,3906.26,3
50,138,15,83,92,301,3906.95,3
51,134,12,79,91,300,3907.06,3
52,133,9,82,91,301,3906.95,3
53,128,10,78,91,302,3906.84,3
54,129,12,79,92,308,3906.15,3
55,131,11,78,90,305,3906.49,3
