x,a,b,c,d,index_value,true_index_value,label
1,123,110,159,164,229,3885.47,0
2,123,110,159,164,229,3885.47,0
3,122,109,159,161,241,3884.7,0
4,122,114,159,167,256,3883.73,0
5,146,123,173,168,298,3881.02,0
6,175,127,186,169,312,3880.12,0
7,184,129,191,171,326,3879.22,0
8,190,129,187,173,331,3878.89,0
9,191,123,175,173,331,3878.89,0
10,191,118,165,173,349,3877.73,0
11,190,109,157,172,342,3878.19,0
12,185,105,160,171,341,3878.25,0
13,183,98,151,171,340,3878.31,0
14,182,96,143,172,339,3878.38,0
15,196,96,131,174,345,3877.99,0
16,196,97,145,179,347,3877.86,0
17,198,96,152,180,358,3877.15,0
18,201,95,143,177,358,3877.15,0
19,201,85,135,175,350,3877.67,0
20,200,81,128,175,343,3878.12,0
21,190,71,129,175,326,3879.22,0
22,190,69,119,176,327,3879.15,0
23,190,69,109,178,328,3879.09,0
24,196,74,109,179,352,3877.54,0
25,199,75,118,184,354,3877.41,0
26,201,81,124,187,371,3876.32,0
27,201,81,121,187,369,3876.44,0
28,207,82,117,188,372,3876.25,0
29,214,83,115,195,373,3876.19,0
30,214,83,126,198,374,3876.12,0
31,219,83,123,200,373,3876.19,0
32,222,87,114,203,385,3875.41,0
33,222,89,114,205,390,3875.09,0
34,222,92,128,206,407,3873.99,0
35,227,95,133,208,413,3873.61,0
36,231,98,135,215,429,3872.58,0
37,235,104,139,217,445,3871.54,0
38,235,104,139,221,451,3871.16,0
39,239,109,154,223,463,3870.38,0
40,240,109,158,226,463,3870.38,0
41,240,104,155,227,453,3871.03,0
42,240,97,145,227,450,3871.22,0
43,239,86,145,226,411,3873.74,0
44,238,77,134,226,398,3874.57,0
45,235,70,119,226,377,3875.93,0
46,235,65,108,226,374,3876.12,0
47,234,64,106,227,381,3875.67,0
48,242,75,112,230,406,3874.06,0
49,242,76,119,237,407,3873.99,0
50,242,84,127,237,424,3872.9,3
51,242,81,124,235,422,3873.03,3
52,241,76,127,230,419,3873.22,3
53,238,68,122,228,399,3874.51,3
54,236,60,108,225,388,3875.22,3
55,232,46,93,223,360,3877.02,3
56,228,41,83,222,354,3877.41,3
57,223,36,82,221,351,3877.6,3
58,222,36,82,221,351,3877.6,3
59,221,36,77,221,348,3877.8,3
60,220,35,76,221,343,3878.12,3
61,220,34,79,221,336,3878.57,3
62,220,34,77,221,335,3878.64,3
63,219,34,70,221,334,3878.7,3
64,219,37,68,221,339,3878.38,3
65,218,38,67,220,343,3878.12,3
66,218,36,74,219,346,3877.93,3
67,217,33,72,218,341,3878.25,3
68,216,30,66,217,334,3878.7,3
69,214,29,62,218,335,3878.64,3
70,215,31,65,219,336,3878.57,3
71,215,32,70,219,337,3878.51,3
72,215,31,68,218,336,3878.57,3
73,214,26,61,217,325,3879.28,3
74,213,24,58,217,323,3879.41,3
75,211,22,61,217,319,3879.67,3
76,210,20,59,213,315,3879.93,3
77,210,17,54,210,310,3880.25,3
78,209,14,50,207,306,3880.51,3
79,204,9,49,206,289,3881.6,3
80,202,9,48,206,288,3881.67,3
81,201,11,45,207,288,3881.67,3
82,201,14,47,206,296,3881.15,3
83,201,14,46,203,293,3881.34,3
84,201,14,49,201,294,3881.28,3
85,199,15,48,199,294,3881.28,3
86,196,15,48,198,293,3881.34,3
87,194,15,48,198,292,3881.41,3
88,193,14,51,195,290,3881.54,3
89,193,12,49,193,289,3881.6,3
90,192,10,45,193,283,3881.99,3
91,190,14,40,193,292,3881.41,3
92,190,15,39,192,293,3881.34,3
93,189,16,50,191,287,3881.73,3
94,188,13,51,189,271,3882.76,3
95,186,11,47,180,263,3883.28,3
96,185,5,43,178,251,3884.05,3
97,183,6,45,179,256,3883.73,3
98,179,6,45,179,257,3883.67,3
99,179,11,48,179,267,3883.02,3
100,179,10,47,179,263,3883.28,3
101,179,11,43,180,261,3883.41,3
102,179,12,48,181,260,3883.47,3
103,179,14,49,181,262,3883.34,3
104,180,17,47,177,269,3882.89,3
105,180,16,47,175,265,3883.15,3
106,179,14,48,174,259,3883.54,3
107,175,11,48,174,248,3884.25,3
108,175,13,44,175,250,3884.12,3
109,175,14,44,175,254,3883.86,3
110,175,14,44,175,250,3884.12,3
111,175,14,46,175,250,3884.12,3
