x,a,b,c,d,index_value,true_index_value,label
1,61,33,64,23,41,3830.82,0
2,190,33,64,25,41,3830.82,0
3,237,45,64,31,48,3829.8,0
4,237,70,64,33,53,3829.06,0
5,236,69,56,32,52,3829.21,0
6,222,64,46,32,42,3830.67,0
7,193,77,52,33,56,3828.63,0
8,180,78,57,35,59,3828.19,0
9,179,95,62,34,79,3825.26,0
10,176,96,71,34,80,3825.12,0
11,175,103,76,35,82,3824.82,0
12,167,103,84,36,85,3824.39,0
13,167,105,87,36,94,3823.07,0
14,166,107,82,36,99,3822.34,0
15,163,111,81,36,105,3821.46,0
16,162,116,92,35,113,3820.29,0
17,154,118,98,35,116,3819.85,0
18,150,119,98,34,119,3819.42,0
19,142,116,95,33,111,3820.59,0
20,141,113,96,33,110,3820.73,0
21,127,113,101,33,112,3820.44,0
22,123,113,100,33,113,3820.29,0
23,123,114,97,33,122,3818.98,0
24,122,111,92,33,118,3819.56,0
25,121,107,96,33,117,3819.71,0
26,119,112,97,34,120,3819.27,0
27,122,117,94,35,129,3817.95,0
28,122,125,105,35,135,3817.08,0
29,122,127,112,35,132,3817.52,0
30,121,126,113,35,130,3817.81,0
31,120,123,112,36,126,3818.39,0
32,120,123,107,34,125,3818.54,0
33,119,115,102,33,113,3820.29,0
34,118,112,102,32,108,3821.02,0
35,109,103,89,30,94,3823.07,0
36,107,100,87,25,90,3823.66,0
37,105,98,83,24,88,3823.95,0
38,95,99,80,24,90,3823.66,0
39,85,105,85,25,104,3821.61,0
40,86,110,96,26,112,3820.44,0
41,89,115,102,26,129,3817.95,0
42,89,113,102,26,133,3817.37,0
43,88,113,102,26,132,3817.52,0
44,87,111,101,26,131,3817.66,0
45,89,113,99,26,135,3817.08,0
46,89,110,96,25,132,3817.52,0
47,88,106,94,25,128,3818.1,0
48,84,101,92,25,121,3819.12,0
49,85,98,85,25,120,3819.27,0
50,85,95,84,24,115,3820.0,0
51,85,90,78,22,107,3821.17,0
52,83,85,78,21,95,3822.92,0
53,78,79,69,20,87,3824.09,0
54,75,76,65,20,81,3824.97,0
55,72,71,60,19,76,3825.7,0
56,69,70,58,19,76,3825.7,0
57,65,78,60,20,88,3823.95,0
58,66,82,66,20,92,3823.36,0
59,67,84,77,19,100,3822.19,0
60,67,83,75,19,94,3823.07,0
61,67,79,70,19,90,3823.66,0
62,66,78,67,20,87,3824.09,0
63,67,78,61,20,88,3823.95,0
64,67,73,60,20,82,3824.82,0
65,67,71,54,18,77,3825.56,0
66,65,65,53,17,69,3826.73,0
67,61,64,48,16,66,3827.16,0
68,60,66,45,16,68,3826.87,0
69,63,68,46,16,69,3826.73,0
70,63,71,51,17,70,3826.58,0
71,62,75,54,18,73,3826.14,0
72,64,78,57,18,77,3825.56,0
73,64,82,61,18,81,3824.97,0
74,64,81,63,18,80,3825.12,0
75,63,80,68,16,80,3825.12,0
76,60,79,65,16,80,3825.12,0
77,60,80,63,18,82,3824.82,0
78,63,84,63,20,88,3823.95,0
79,68,92,67,20,98,3822.49,0
80,71,99,73,20,105,3821.46,0
81,71,106,84,21,116,3819.85,0
82,73,110,92,21,123,3818.83,0
83,76,113,93,22,130,3817.81,0
84,79,119,100,24,138,3816.64,0
85,79,121,104,25,142,3816.05,0
86,82,122,105,26,142,3816.05,0
87,86,127,108,29,150,3814.88,0
88,87,131,114,31,158,3813.71,0
89,88,134,119,31,160,3813.42,0
90,90,134,118,32,160,3813.42,0
91,90,128,118,31,150,3814.88,0
92,90,124,113,31,147,3815.32,0
93,87,116,104,31,137,3816.78,0
94,87,114,100,31,143,3815.91,0
95,89,115,98,32,149,3815.03,0
96,90,118,98,33,155,3814.15,0
97,90,121,103,34,161,3813.28,0
98,91,120,104,34,162,3813.13,0
99,91,120,104,34,161,3813.28,0
100,92,122,98,35,161,3813.28,0
101,92,119,100,35,158,3813.71,0
102,92,118,103,35,158,3813.71,0
103,92,116,99,35,158,3813.71,0
104,92,117,99,35,160,3813.42,0
105,92,118,98,35,164,3812.84,0
106,93,120,100,36,166,3812.54,0
107,93,122,101,37,171,3811.81,0
108,95,124,102,38,177,3810.94,0
109,95,125,104,39,180,3810.5,0
110,97,127,104,39,186,3809.62,0
111,97,122,108,37,181,3810.35,0
112,96,121,107,36,181,3810.35,0
113,93,116,100,36,177,3810.94,0
114,92,122,100,37,185,3809.77,0
115,93,123,102,38,189,3809.18,0
116,93,127,111,38,196,3808.16,0
117,94,127,114,38,199,3807.72,0
118,95,129,115,39,207,3806.55,0
119,95,130,115,40,210,3806.11,0
120,96,129,115,40,213,3805.67,0
121,96,126,115,40,210,3806.11,0
122,96,123,113,39,205,3806.84,0
123,95,115,104,38,192,3808.74,0
124,94,109,98,36,183,3810.06,0
125,92,98,89,35,164,3812.84,0
126,90,94,81,35,159,3813.57,0
127,89,91,74,35,149,3815.03,0
128,89,93,78,35,150,3814.88,0
129,89,97,83,35,159,3813.57,0
130,89,99,88,35,163,3812.98,0
131,90,103,90,36,177,3810.94,0
132,91,106,90,37,183,3810.06,0
133,92,108,91,38,189,3809.18,0
134,93,109,95,40,194,3808.45,0
135,93,108,95,40,195,3808.31,0
136,93,108,95,40,199,3807.72,0
137,95,110,92,41,199,3807.72,0
138,95,110,98,41,199,3807.72,0
139,96,110,98,42,198,3807.87,0
140,96,109,96,43,199,3807.72,0
141,96,107,96,43,193,3808.6,0
142,96,105,95,41,189,3809.18,0
143,96,99,93,40,174,3811.38,0
144,94,97,88,40,170,3811.96,0
145,92,95,81,40,165,3812.69,0
146,95,103,80,42,181,3810.35,0
147,95,105,86,43,185,3809.77,0
148,96,109,98,44,190,3809.04,0
149,96,106,96,44,182,3810.21,0
150,97,106,94,45,184,3809.91,0
151,97,106,93,45,185,3809.77,0
152,97,105,93,45,185,3809.77,0
153,97,104,91,45,185,3809.77,0
154,98,106,89,45,186,3809.62,0
155,98,106,87,46,187,3809.47,0
156,99,108,91,47,188,3809.33,0
157,100,110,93,48,191,3808.89,0
158,102,113,94,49,197,3808.01,0
159,103,115,98,51,199,3807.72,0
160,104,117,100,52,201,3807.43,0
161,104,113,102,52,192,3808.74,0
162,104,113,100,52,191,3808.89,0
163,104,111,95,53,187,3809.47,0
164,105,113,97,54,195,3808.31,0
165,106,115,101,55,200,3807.57,0
166,108,122,103,57,213,3805.67,0
167,110,124,106,59,219,3804.8,0
168,112,132,113,61,230,3803.19,0
169,115,133,117,63,234,3802.6,0
170,116,136,122,66,240,3801.73,0
171,117,138,127,67,242,3801.43,0
172,119,139,128,69,247,3800.7,0
173,119,139,130,69,247,3800.7,0
174,120,139,131,70,249,3800.41,0
175,120,137,130,71,249,3800.41,0
176,121,136,129,72,255,3799.53,1
177,121,135,127,72,252,3799.97,0
178,121,131,127,71,242,3801.43,0
179,120,127,122,71,236,3802.31,0
180,120,123,119,71,225,3803.92,0
181,119,122,116,71,224,3804.07,0
182,120,122,116,71,223,3804.21,0
183,120,121,115,72,221,3804.5,0
184,120,120,115,72,219,3804.8,0
185,120,120,113,72,220,3804.65,0
186,120,120,112,72,222,3804.36,0
187,120,120,112,72,221,3804.5,0
188,119,118,115,71,219,3804.8,0
189,118,117,114,70,216,3805.24,0
190,117,115,112,69,213,3805.67,0
191,117,111,109,68,204,3806.99,0
192,116,108,107,67,200,3807.57,0
193,115,104,102,66,191,3808.89,0
194,114,101,100,65,188,3809.33,0
195,113,98,97,64,182,3810.21,0
196,112,94,93,60,175,3811.23,0
197,110,90,90,58,170,3811.96,0
198,106,87,85,58,163,3812.98,0
199,105,86,85,58,161,3813.28,0
200,104,86,83,58,163,3812.98,0
201,104,87,82,58,164,3812.84,0
202,104,88,84,58,170,3811.96,0
203,104,89,85,58,171,3811.81,0
204,104,89,85,58,172,3811.67,0
205,104,88,85,57,169,3812.11,0
206,104,86,84,57,168,3812.25,0
207,103,84,80,57,167,3812.4,0
208,103,85,78,57,169,3812.11,0
209,103,85,78,56,171,3811.81,0
210,103,82,79,56,167,3812.4,0
211,103,80,76,55,164,3812.84,0
212,102,76,73,54,155,3814.15,0
213,102,70,70,51,146,3815.47,0
214,100,67,64,50,138,3816.64,0
215,98,63,60,49,132,3817.52,0
216,97,61,60,48,129,3817.95,0
217,96,60,59,47,127,3818.25,0
218,95,56,56,46,119,3819.42,0
219,94,53,54,45,112,3820.44,0
220,93,54,52,45,115,3820.0,0
221,92,57,50,44,116,3819.85,0
222,92,63,56,44,129,3817.95,0
223,92,66,61,44,134,3817.22,0
224,92,67,65,44,136,3816.93,0
225,92,68,67,44,143,3815.91,0
226,91,69,66,44,144,3815.76,0
227,91,70,66,44,148,3815.18,0
228,91,69,67,43,149,3815.03,0
229,91,67,67,42,143,3815.91,0
230,90,64,63,41,141,3816.2,0
231,89,62,59,40,134,3817.22,0
232,89,58,55,40,130,3817.81,0
233,88,56,55,39,127,3818.25,0
234,87,54,53,39,123,3818.83,0
235,87,53,49,38,122,3818.98,0
236,86,53,48,38,119,3819.42,0
237,86,52,48,37,117,3819.71,0
238,86,48,49,35,109,3820.88,0
239,85,47,46,35,105,3821.46,0
240,84,43,41,35,99,3822.34,0
241,84,46,41,35,104,3821.61,0
242,84,46,41,35,104,3821.61,0
243,84,49,46,34,109,3820.88,0
244,83,49,46,33,108,3821.02,0
245,83,46,46,31,100,3822.19,0
246,82,42,44,30,93,3823.22,0
247,80,37,41,29,83,3824.68,0
248,79,32,38,29,73,3826.14,0
249,79,29,33,27,68,3826.87,0
250,78,24,30,26,61,3827.89,0
251,77,24,28,26,60,3828.04,0
252,76,25,30,25,60,3828.04,0
253,76,28,33,25,63,3827.6,0
254,75,28,34,25,60,3828.04,0
255,75,29,34,24,60,3828.04,0
256,75,30,34,23,58,3828.33,0
257,75,29,36,23,57,3828.48,0
258,74,28,35,23,54,3828.92,0
259,74,25,35,22,50,3829.5,0
260,73,22,34,22,45,3830.23,0
261,72,18,30,21,38,3831.26,0
262,71,15,27,21,33,3831.99,0
263,71,16,24,20,35,3831.7,0
264,71,17,23,20,36,3831.55,0
265,71,18,28,20,39,3831.11,0
266,69,17,28,18,40,3830.96,0
267,68,17,28,17,40,3830.96,0
268,67,19,28,17,42,3830.67,0
269,67,22,31,17,46,3830.09,0
270,67,24,35,17,49,3829.65,0
271,67,24,37,16,48,3829.8,0
272,67,24,34,16,45,3830.23,0
