x,a,b,c,d,index_value,true_index_value,label
2,188,18,104,59,209,3931.33,0
3,187,18,104,59,191,3932.31,0
4,177,24,104,59,197,3931.98,0
5,194,29,108,59,198,3931.93,0
6,237,42,114,64,201,3931.76,0
7,237,45,118,65,186,3932.58,0
8,236,41,112,64,166,3933.67,0
9,213,36,99,64,158,3934.11,0
10,205,37,84,65,153,3934.38,0
11,201,37,77,62,154,3934.33,0
12,201,37,97,60,150,3934.55,0
13,200,36,93,59,133,3935.48,0
14,166,28,77,58,124,3935.97,0
15,162,31,73,58,127,3935.8,0
16,155,35,81,58,133,3935.48,0
17,153,40,87,57,138,3935.2,0
18,152,37,83,57,125,3935.91,0
19,141,37,72,57,117,3936.35,0
20,138,38,62,57,123,3936.02,0
21,137,42,80,57,134,3935.42,0
22,136,42,82,57,140,3935.09,0
23,135,43,74,57,141,3935.04,0
24,135,44,67,57,138,3935.2,0
25,135,41,81,56,135,3935.37,0
26,134,39,79,56,135,3935.37,0
27,128,40,70,57,141,3935.04,0
28,147,49,64,58,161,3933.95,0
29,157,57,77,60,180,3932.91,0
30,161,66,93,61,197,3931.98,0
31,163,70,99,62,209,3931.33,0
32,170,75,96,63,218,3930.84,0
33,174,82,94,66,242,3929.53,0
34,203,90,108,71,271,3927.94,0
35,213,101,123,78,305,3926.09,0
36,213,105,133,75,320,3925.27,0
37,212,95,137,73,280,3927.45,0
38,206,86,128,71,244,3929.42,0
39,192,75,118,70,200,3931.82,0
40,187,70,107,67,183,3932.75,0
41,184,65,99,65,183,3932.75,0
42,178,63,94,65,186,3932.58,0
43,172,63,98,65,204,3931.6,0
44,170,66,99,65,217,3930.89,0
45,169,71,102,67,238,3929.74,0
46,180,78,101,69,264,3928.32,0
47,191,82,98,75,268,3928.11,0
48,191,87,116,76,268,3928.11,0
49,191,86,121,76,267,3928.16,0
50,192,88,112,77,264,3928.32,0
51,198,90,110,79,282,3927.34,0
52,198,92,122,79,290,3926.91,0
53,198,86,124,76,279,3927.51,0
54,197,78,110,75,257,3928.71,0
55,192,73,97,75,240,3929.63,0
56,184,71,89,75,244,3929.42,0
57,184,72,96,74,255,3928.82,0
58,184,70,98,73,251,3929.03,0
59,183,67,91,71,251,3929.03,0
60,180,65,84,70,241,3929.58,0
61,178,62,88,71,240,3929.63,0
62,175,62,91,72,240,3929.63,0
63,176,64,90,72,241,3929.58,0
64,177,67,90,73,242,3929.53,0
65,182,70,91,74,244,3929.42,0
66,183,71,100,76,245,3929.36,0
67,187,74,104,78,254,3928.87,0
68,187,75,104,75,255,3928.82,0
69,186,71,104,73,245,3929.36,0
70,183,67,103,72,231,3930.13,0
71,176,62,94,71,212,3931.16,0
72,172,57,85,70,196,3932.04,0
73,170,56,82,70,188,3932.47,0
74,169,56,78,70,193,3932.2,0
75,168,57,80,70,194,3932.15,0
76,170,60,83,71,207,3931.44,0
77,170,62,81,68,209,3931.33,0
78,170,60,82,66,196,3932.04,0
79,168,58,84,65,193,3932.2,0
80,164,56,79,65,182,3932.8,0
81,159,57,76,62,187,3932.53,0
82,159,61,76,61,194,3932.15,0
83,158,60,75,60,197,3931.98,0
84,151,58,81,60,192,3932.25,0
85,152,54,77,61,191,3932.31,0
86,152,52,70,60,196,3932.04,0
87,152,51,68,60,197,3931.98,0
88,152,51,70,61,208,3931.38,0
89,155,53,71,63,215,3931.0,0
90,155,53,70,63,221,3930.67,0
91,155,51,67,62,217,3930.89,0
92,155,47,63,61,195,3932.09,0
93,153,47,65,60,194,3932.15,0
94,151,48,65,60,195,3932.09,0
95,151,49,65,58,201,3931.76,0
96,151,46,64,57,185,3932.64,0
97,150,43,64,56,177,3933.07,0
98,144,37,61,55,146,3934.77,0
99,143,33,55,54,138,3935.2,0
100,135,28,47,49,120,3936.19,0
101,130,27,44,48,115,3936.46,0
102,129,28,49,47,116,3936.4,0
103,128,30,51,47,117,3936.35,0
104,127,30,51,46,116,3936.4,0
105,125,34,48,45,128,3935.75,0
106,124,35,50,46,133,3935.48,0
107,126,39,57,46,152,3934.44,0
108,126,39,58,46,153,3934.38,0
109,125,38,56,45,152,3934.44,0
