x,a,b,c,d,index_value,true_index_value,label
2,228,56,113,218,437,3903.65,0
3,228,20,113,218,406,3906.39,0
4,227,9,113,218,396,3907.27,0
5,220,8,104,218,368,3909.74,0
6,219,13,111,218,365,3910.0,0
7,202,12,104,218,352,3911.15,0
8,201,20,92,218,347,3911.59,0
9,199,26,98,217,359,3910.53,0
10,199,32,100,217,349,3911.42,0
11,199,32,116,216,348,3911.5,0
12,159,28,112,216,319,3914.06,0
13,145,31,101,214,318,3914.15,0
14,109,34,89,213,314,3914.5,0
15,95,41,89,212,318,3914.15,0
16,87,44,103,212,324,3913.62,0
17,100,54,108,212,335,3912.65,0
18,100,55,100,212,334,3912.74,0
19,99,59,102,211,325,3913.53,0
20,94,64,107,212,317,3914.24,0
21,97,67,118,213,322,3913.8,0
22,107,77,118,213,341,3912.12,0
23,112,83,115,214,351,3911.24,0
24,124,93,115,214,370,3909.56,0
25,124,98,139,214,376,3909.03,0
26,124,101,153,215,383,3908.42,0
27,130,103,142,215,385,3908.24,0
28,149,111,135,215,398,3907.09,0
29,160,115,138,216,405,3906.47,0
30,160,122,164,216,409,3906.12,0
31,159,123,170,217,406,3906.39,0
32,162,125,164,217,405,3906.47,0
33,172,131,161,218,416,3905.5,0
34,183,136,178,219,419,3905.24,0
35,183,140,190,218,427,3904.53,0
36,182,137,185,218,419,3905.24,0
37,177,134,171,218,416,3905.5,0
38,173,131,167,218,419,3905.24,0
39,175,129,173,218,420,3905.15,0
40,175,127,169,218,424,3904.8,0
41,175,124,160,218,414,3905.68,0
42,174,117,153,218,401,3906.83,0
43,168,115,155,218,392,3907.62,0
44,163,113,147,218,377,3908.95,0
45,169,114,146,218,382,3908.5,0
46,174,117,138,218,383,3908.42,0
47,174,121,138,219,395,3907.36,0
48,177,124,153,219,398,3907.09,0
49,180,128,156,220,407,3906.3,0
50,180,130,157,219,410,3906.03,0
51,179,126,157,218,393,3907.53,0
52,177,121,162,218,388,3907.97,0
53,173,113,151,218,363,3910.18,0
54,168,109,139,218,358,3910.62,0
55,167,106,131,217,359,3910.53,0
56,167,102,124,217,347,3911.59,0
57,166,101,129,217,347,3911.59,0
58,160,97,123,217,333,3912.83,0
