x,a,b,c,d,index_value,true_index_value,label
1,14,171,197,13,265,3970.09,0
2,127,171,197,13,265,3970.09,0
3,126,171,197,15,292,3967.4,0
4,147,179,197,16,315,3965.1,0
5,173,183,197,18,339,3962.71,0
6,212,190,212,21,353,3961.31,0
7,227,197,222,26,380,3958.61,0
8,234,196,233,27,381,3958.51,0
9,234,192,237,28,390,3957.62,3
10,233,183,227,29,386,3958.02,3
11,229,176,224,30,385,3958.11,3
12,222,167,227,31,376,3959.01,3
13,219,164,220,31,374,3959.21,3
14,204,152,202,29,370,3959.61,3
15,203,146,197,28,365,3960.11,3
16,199,131,197,27,351,3961.51,3
17,172,120,179,26,335,3963.11,3
18,165,107,156,27,318,3964.8,3
19,142,100,145,27,307,3965.9,3
20,142,94,143,27,298,3966.8,3
21,143,92,150,27,297,3966.9,3
22,143,86,143,27,283,3968.3,3
23,142,83,132,26,282,3968.4,3
24,132,77,121,26,278,3968.8,3
25,127,74,130,25,276,3969.0,3
26,114,69,129,25,272,3969.39,3
27,110,66,115,21,262,3970.39,3
28,108,51,100,19,233,3973.29,3
29,104,40,89,17,215,3975.08,3
30,88,26,85,17,186,3977.98,3
31,68,16,69,16,165,3980.07,3
32,63,12,54,14,161,3980.47,3
33,61,7,49,14,144,3982.17,3
34,57,7,57,14,142,3982.37,3
35,53,10,56,15,143,3982.27,3
36,53,14,52,14,151,3981.47,3
37,53,22,56,13,162,3980.37,3
38,51,20,57,13,156,3980.97,3
39,49,19,62,13,150,3981.57,3
40,43,18,57,12,138,3982.77,3
41,42,15,51,12,122,3984.37,3
42,40,14,45,12,120,3984.57,3
43,36,11,45,12,108,3985.76,3
44,38,14,47,12,109,3985.66,3
45,42,16,42,12,110,3985.56,3
46,42,19,42,11,107,3985.86,3
47,41,21,38,11,103,3986.26,3
48,38,21,46,11,95,3987.06,3
49,36,21,49,11,85,3988.06,3
50,32,22,42,11,82,3988.36,3
51,30,22,40,11,73,3989.26,3
52,29,19,45,10,69,3989.66,3
53,22,14,42,8,55,3991.05,3
54,14,10,36,7,42,3992.35,3
55,12,13,30,6,40,3992.55,3
56,10,13,24,6,41,3992.45,3
57,9,17,37,5,42,3992.35,3
58,9,21,38,6,42,3992.35,3
59,13,27,40,7,47,3991.85,3
60,14,35,43,7,56,3990.96,3
61,16,40,53,7,60,3990.56,3
62,16,44,58,7,54,3991.15,3
63,15,43,54,6,53,3991.25,3
64,12,44,47,7,49,3991.65,3
65,14,46,46,7,51,3991.45,3
66,15,48,54,9,58,3990.76,3
67,23,54,54,11,65,3990.06,3
68,26,59,54,10,75,3989.06,3
69,30,66,59,10,82,3988.36,3
70,30,70,69,10,88,3987.76,3
71,31,76,72,10,94,3987.16,3
72,38,83,72,10,103,3986.26,3
