x,a,b,c,d,index_value,true_index_value,label
1,7,143,179,192,311,3208.99,0
2,157,143,179,193,311,3208.99,0
3,156,127,179,193,312,3208.86,0
4,140,137,179,194,316,3208.33,0
5,158,153,179,197,357,3202.95,0
6,182,174,188,200,381,3199.8,0
7,188,186,202,203,399,3197.44,0
8,201,193,210,205,409,3196.13,0
9,204,195,207,207,424,3194.16,0
10,218,202,207,209,435,3192.72,0
11,233,214,217,214,455,3190.09,0
12,242,220,231,217,465,3188.78,0
13,242,216,238,217,470,3188.13,0
14,241,200,231,216,457,3189.83,0
15,231,186,219,214,453,3190.36,0
16,224,155,206,213,422,3194.42,0
17,201,138,186,212,405,3196.65,0
18,189,115,163,212,381,3199.8,0
19,176,104,151,212,363,3202.17,0
20,171,102,147,212,358,3202.82,0
21,164,105,152,212,362,3202.3,0
22,160,105,149,211,363,3202.17,0
23,157,106,149,210,368,3201.51,0
24,156,100,141,209,358,3202.82,0
25,149,95,146,209,351,3203.74,0
26,146,88,141,209,341,3205.05,0
27,141,84,131,208,332,3206.23,0
28,140,78,124,207,324,3207.28,0
29,138,70,123,206,310,3209.12,0
30,132,65,121,205,304,3209.91,0
31,126,54,114,205,286,3212.27,0
32,122,53,108,205,285,3212.4,0
33,119,55,104,204,284,3212.53,0
34,118,55,112,203,276,3213.58,0
35,116,50,110,203,271,3214.24,0
36,111,48,100,203,262,3215.42,0
37,113,57,93,205,270,3214.37,0
38,114,72,102,206,282,3212.79,0
39,118,82,118,208,292,3211.48,0
40,118,85,128,208,288,3212.01,0
41,118,84,125,208,287,3212.14,0
42,122,89,118,209,292,3211.48,0
43,124,92,125,211,300,3210.43,0
44,124,102,135,212,312,3208.86,0
45,126,101,136,213,311,3208.99,0
46,127,113,130,214,323,3207.41,0
47,138,119,129,218,330,3206.5,0
48,140,138,147,220,354,3203.35,0
49,143,147,160,222,367,3201.64,0
50,143,150,161,223,373,3200.85,0
51,143,153,161,223,378,3200.2,0
52,144,152,163,224,376,3200.46,0
53,144,151,164,225,375,3200.59,0
54,144,149,159,225,372,3200.98,0
55,144,148,156,226,373,3200.85,0
56,146,151,154,227,380,3199.93,0
57,146,152,157,227,382,3199.67,0
58,146,151,158,227,382,3199.67,0
59,145,150,154,227,382,3199.67,0
60,145,147,152,227,375,3200.59,0
61,144,142,154,227,367,3201.64,0
62,143,135,149,227,350,3203.87,0
63,142,129,140,226,339,3205.31,0
64,141,127,135,226,335,3205.84,0
65,140,130,133,226,344,3204.66,0
66,139,131,137,226,347,3204.26,0
67,138,132,136,226,353,3203.48,0
68,137,133,134,226,353,3203.48,0
69,137,133,134,225,348,3204.13,0
70,135,131,134,224,346,3204.4,0
71,133,130,132,224,342,3204.92,0
72,131,131,130,224,347,3204.26,0
73,132,137,130,224,356,3203.08,0
74,134,142,130,226,365,3201.9,0
75,135,152,136,227,378,3200.2,0
76,137,159,143,228,387,3199.02,0
77,137,164,150,229,392,3198.36,0
78,137,164,154,229,391,3198.49,0
79,136,166,154,229,395,3197.97,0
80,136,169,155,230,401,3197.18,0
81,136,175,156,230,413,3195.6,0
82,138,178,159,231,420,3194.69,0
83,138,182,162,232,425,3194.03,0
84,138,178,167,232,417,3195.08,0
85,138,173,164,232,412,3195.74,0
86,137,167,158,232,401,3197.18,0
87,136,163,152,232,401,3197.18,0
88,136,164,153,232,401,3197.18,0
89,136,162,154,231,402,3197.05,0
90,136,153,150,229,384,3199.41,0
91,135,151,144,229,383,3199.54,0
92,131,147,137,230,383,3199.54,0
93,131,148,142,230,398,3197.57,0
94,131,150,141,230,402,3197.05,0
95,132,151,141,231,406,3196.52,0
96,132,151,139,232,407,3196.39,0
97,132,152,140,232,411,3195.87,0
98,132,152,138,231,412,3195.74,0
99,131,150,138,231,409,3196.13,0
100,131,149,136,231,407,3196.39,0
101,130,149,134,232,406,3196.52,0
102,130,148,136,232,404,3196.79,0
103,130,146,135,231,399,3197.44,0
104,130,144,132,231,397,3197.7,0
105,129,144,130,231,396,3197.84,0
106,129,147,128,232,400,3197.31,0
107,130,154,132,233,410,3196.0,0
108,133,160,138,235,419,3194.82,0
109,133,165,144,236,430,3193.37,0
110,133,166,148,236,429,3193.51,0
111,133,165,150,236,429,3193.51,0
112,133,165,149,236,424,3194.16,0
113,133,165,149,237,425,3194.03,0
114,133,166,147,237,427,3193.77,0
115,133,166,148,237,428,3193.64,3
116,133,166,149,238,428,3193.64,3
117,134,166,147,238,425,3194.03,3
118,134,162,146,237,421,3194.56,3
119,134,160,144,236,417,3195.08,3
120,132,152,141,235,408,3196.26,3
121,130,148,138,234,401,3197.18,3
122,129,141,132,233,391,3198.49,3
123,127,137,128,233,386,3199.15,3
124,125,136,124,233,387,3199.02,3
125,125,137,128,232,387,3199.02,3
126,125,131,129,228,375,3200.59,3
127,124,121,123,226,354,3203.35,3
128,121,114,118,224,342,3204.92,3
129,114,105,113,223,326,3207.02,3
130,112,102,110,222,322,3207.54,3
131,110,99,108,220,310,3209.12,3
132,108,93,105,219,303,3210.04,3
133,107,92,102,218,297,3210.82,3
134,105,86,101,216,285,3212.4,3
135,103,84,100,215,282,3212.79,3
136,101,81,97,215,271,3214.24,3
137,100,88,97,215,285,3212.4,3
138,100,92,100,216,294,3211.22,3
139,100,102,108,215,311,3208.99,3
140,100,101,110,215,308,3209.38,3
141,99,99,107,215,301,3210.3,3
142,98,99,103,214,299,3210.56,3
143,98,97,104,212,293,3211.35,3
144,97,95,101,212,290,3211.74,3
145,96,91,98,207,284,3212.53,3
146,95,80,96,203,263,3215.29,3
147,93,71,93,201,250,3216.99,3
148,89,56,84,199,217,3221.32,3
149,84,45,78,197,207,3222.63,3
150,80,39,76,196,189,3225.0,3
151,77,37,73,195,188,3225.13,3
152,76,37,74,194,186,3225.39,3
153,75,43,77,193,185,3225.52,3
154,74,44,78,192,185,3225.52,3
155,73,42,79,191,177,3226.57,3
156,71,36,78,190,167,3227.88,3
157,68,29,73,189,151,3229.98,3
158,66,15,67,188,133,3232.34,3
159,64,9,63,184,122,3233.79,3
160,60,2,57,181,108,3235.62,3
161,58,1,59,179,103,3236.28,3
162,55,5,60,177,99,3236.8,3
163,54,6,62,176,93,3237.59,3
164,54,5,63,174,88,3238.25,3
165,52,3,62,172,81,3239.17,3
166,50,9,60,172,82,3239.03,3
167,50,15,60,172,88,3238.25,3
168,51,23,65,172,95,3237.33,3
169,51,34,69,173,102,3236.41,3
170,51,42,72,173,109,3235.49,3
171,51,48,77,173,113,3234.97,3
172,51,50,79,172,113,3234.97,3
173,50,52,76,169,110,3235.36,3
174,49,55,77,169,112,3235.1,3
175,49,59,78,169,120,3234.05,3
176,48,61,75,168,123,3233.65,3
177,48,63,73,168,127,3233.13,3
178,47,68,73,168,134,3232.21,3
179,47,69,73,168,137,3231.82,3
180,47,71,74,167,141,3231.29,3
181,47,71,72,166,142,3231.16,3
182,46,74,70,166,149,3230.24,3
183,46,75,70,166,151,3229.98,3
184,47,78,73,166,159,3228.93,3
185,47,78,71,166,157,3229.19,3
186,47,73,71,166,143,3231.03,3
187,46,66,68,164,131,3232.61,3
188,44,58,63,161,113,3234.97,3
189,42,46,59,160,93,3237.59,3
190,40,41,54,157,85,3238.64,3
191,39,34,49,155,78,3239.56,4
192,37,39,47,154,82,3239.03,0
193,37,42,51,154,86,3238.51,0
194,37,49,56,154,90,3237.98,0
195,37,52,57,154,93,3237.59,0
196,37,61,57,154,107,3235.75,0
197,37,64,60,154,112,3235.1,0
198,37,74,65,153,126,3233.26,0
199,37,76,65,153,129,3232.87,0
200,37,79,66,153,131,3232.61,0
201,37,74,66,153,119,3234.18,0
202,36,73,62,150,118,3234.31,0
203,35,66,57,150,106,3235.89,0
204,34,66,55,149,109,3235.49,0
205,34,73,53,149,121,3233.92,0
206,35,76,57,149,126,3233.26,0
207,35,84,64,149,136,3231.95,0
208,35,87,63,149,141,3231.29,0
209,35,90,63,151,145,3230.77,0
210,36,95,66,151,155,3229.46,0
211,36,98,70,151,158,3229.06,0
212,37,102,71,151,162,3228.54,0
213,37,103,72,151,162,3228.54,0
214,37,102,73,151,156,3229.33,0
215,37,99,72,151,148,3230.37,0
216,37,96,67,150,142,3231.16,0
217,36,95,65,150,144,3230.9,0
218,37,96,64,150,148,3230.37,0
219,37,95,64,150,141,3231.29,0
220,37,93,61,149,133,3232.34,0
221,36,92,59,149,131,3232.61,0
222,36,93,58,149,131,3232.61,0
223,36,90,58,148,131,3232.61,0
224,35,89,57,147,126,3233.26,0
225,34,88,54,146,124,3233.52,0
226,34,90,54,145,123,3233.65,0
227,34,91,54,145,126,3233.26,0
228,33,95,54,145,130,3232.74,0
229,34,97,57,146,136,3231.95,0
230,35,102,60,147,141,3231.29,0
231,35,106,61,149,145,3230.77,0
232,37,113,63,149,154,3229.59,0
233,37,117,70,150,158,3229.06,0
234,38,121,75,150,165,3228.14,0
235,38,122,76,150,165,3228.14,0
236,38,119,75,150,155,3229.46,0
237,38,116,73,150,153,3229.72,0
238,37,112,69,148,141,3231.29,0
239,37,110,66,148,139,3231.56,0
240,36,108,65,147,131,3232.61,0
241,36,106,64,146,128,3233.0,0
242,35,104,61,145,122,3233.79,0
243,34,104,60,144,122,3233.79,0
244,34,104,60,144,123,3233.65,0
245,34,107,60,144,126,3233.26,0
246,35,111,60,144,135,3232.08,0
247,35,113,63,144,137,3231.82,0
248,35,116,65,144,140,3231.42,0
249,35,117,64,144,139,3231.56,0
250,35,118,63,144,142,3231.16,0
251,35,119,63,144,142,3231.16,0
252,35,119,63,144,141,3231.29,0
253,35,120,62,144,139,3231.56,0
254,35,122,62,144,142,3231.16,0
255,35,125,62,145,147,3230.51,0
256,36,130,64,146,155,3229.46,0
257,37,134,67,146,164,3228.28,0
258,37,139,71,147,171,3227.36,0
259,37,143,74,148,179,3226.31,0
260,38,145,78,148,184,3225.65,0
261,38,148,81,148,190,3224.86,0
262,38,150,82,149,194,3224.34,0
263,39,153,83,149,200,3223.55,0
264,39,153,85,149,201,3223.42,0
265,39,151,86,149,198,3223.81,0
266,39,149,85,148,194,3224.34,0
267,39,148,83,149,194,3224.34,0
268,39,148,81,149,194,3224.34,0
269,39,147,81,149,191,3224.73,0
270,39,144,80,148,185,3225.52,0
271,39,142,76,147,181,3226.04,0
272,38,140,73,147,173,3227.09,0
273,38,137,72,147,162,3228.54,0
274,38,134,71,145,154,3229.59,0
275,37,128,67,144,141,3231.29,0
276,36,125,63,142,132,3232.47,0
277,35,119,61,141,122,3233.79,0
278,34,114,58,140,111,3235.23,0
279,32,110,53,135,104,3236.15,0
280,31,114,52,135,108,3235.62,0
281,31,116,56,135,111,3235.23,0
282,31,119,59,135,115,3234.7,0
283,31,119,58,135,118,3234.31,0
284,31,121,58,134,119,3234.18,0
285,31,120,58,134,112,3235.1,0
286,31,120,56,134,112,3235.1,0
287,31,123,55,134,120,3234.05,0
288,31,125,57,135,128,3233.0,0
289,31,127,60,135,133,3232.34,0
290,31,127,59,135,129,3232.87,0
291,31,125,57,135,123,3233.65,0
292,31,125,56,134,120,3234.05,0
293,31,123,54,134,116,3234.57,1
294,31,125,53,134,118,3234.31,1
295,31,126,53,134,122,3233.79,1
296,31,129,54,134,126,3233.26,1
297,32,133,55,135,136,3231.95,1
298,32,135,56,135,141,3231.29,1
299,32,138,60,135,150,3230.11,1
300,32,140,61,136,153,3229.72,1
