x,a,b,c,d,index_value,true_index_value,label
1,9,56,43,117,418,3705.83,0
2,240,56,43,138,418,3705.83,0
3,240,48,43,142,396,3707.55,0
4,239,30,43,147,357,3710.6,0
5,224,39,56,143,378,3708.95,0
6,214,54,76,142,389,3708.09,0
7,200,61,92,142,389,3708.09,0
8,172,62,89,142,372,3709.42,0
9,170,68,76,141,387,3708.25,0
10,163,69,70,141,393,3707.78,0
11,157,65,77,141,396,3707.55,1
12,159,64,88,142,395,3707.63,0
13,160,62,77,146,394,3707.7,0
14,160,59,77,145,384,3708.49,0
15,159,59,76,138,380,3708.8,0
16,147,46,80,135,344,3711.61,0
17,142,46,75,133,332,3712.55,0
18,126,39,59,132,300,3715.05,0
19,112,44,53,130,295,3715.44,0
20,107,46,47,129,296,3715.37,0
21,106,55,76,127,297,3715.29,0
22,100,51,87,124,276,3716.93,0
23,99,50,75,121,275,3717.01,0
24,91,42,61,119,251,3718.88,0
25,84,41,73,117,250,3718.96,0
26,81,44,69,115,252,3718.81,0
27,70,45,71,113,250,3718.96,0
28,68,46,71,111,250,3718.96,0
29,63,42,62,103,244,3719.43,0
30,56,45,80,102,256,3718.49,0
31,51,46,80,101,256,3718.49,0
32,47,43,76,99,244,3719.43,0
33,46,36,69,94,215,3721.7,0
34,45,32,69,85,186,3723.97,0
35,35,22,65,83,146,3727.09,0
36,28,21,56,78,125,3728.74,0
37,22,10,40,76,79,3732.33,0
38,19,9,33,68,72,3732.88,0
39,14,8,45,68,56,3734.13,2
40,14,16,44,68,67,3733.27,0
41,14,20,37,67,67,3733.27,0
42,13,29,37,67,73,3732.8,0
43,16,45,51,70,113,3729.68,0
44,19,55,68,72,126,3728.66,0
45,23,73,84,75,170,3725.22,0
46,29,83,94,76,183,3724.2,0
47,30,92,99,76,191,3723.58,0
48,30,98,118,75,186,3723.97,0
49,29,98,126,72,181,3724.36,0
50,26,95,116,71,168,3725.37,0
51,26,92,112,71,163,3725.77,0
52,25,86,115,65,148,3726.94,0
53,21,82,104,64,146,3727.09,0
54,20,86,97,63,150,3726.78,0
55,20,93,95,64,173,3724.98,0
56,22,102,98,67,196,3723.19,0
57,26,111,118,68,227,3720.76,0
58,26,115,129,68,236,3720.06,0
59,27,110,131,65,236,3720.06,0
60,27,95,124,65,200,3722.87,0
61,26,87,109,57,189,3723.73,0
62,19,75,95,58,158,3726.16,0
63,21,84,92,58,174,3724.91,0
64,21,87,97,62,177,3724.67,0
65,26,92,102,63,185,3724.05,0
66,26,90,108,63,180,3724.44,0
67,26,89,110,61,179,3724.51,0
68,25,91,102,61,181,3724.36,0
69,25,93,100,66,184,3724.12,0
70,32,99,108,69,211,3722.01,0
71,34,104,111,70,223,3721.07,0
72,34,107,114,70,237,3719.98,0
73,34,99,114,68,206,3722.4,0
74,32,95,102,65,190,3723.65,0
75,31,95,102,64,173,3724.98,0
76,31,97,102,64,175,3724.83,0
77,31,95,105,64,164,3725.69,0
78,31,92,99,60,163,3725.77,0
79,29,85,97,54,129,3728.42,0
80,26,84,89,52,128,3728.5,0
81,23,80,83,51,123,3728.89,0
82,23,82,79,50,143,3727.33,0
83,23,82,76,50,143,3727.33,0
84,23,77,83,50,122,3728.97,0
85,21,76,81,43,117,3729.36,0
86,18,75,70,42,107,3730.14,0
87,18,78,76,42,110,3729.91,0
88,17,75,87,40,112,3729.75,0
89,16,72,85,39,100,3730.69,0
90,17,74,79,40,96,3731.0,0
91,17,74,81,40,100,3730.69,0
92,17,69,85,37,91,3731.4,0
93,17,68,86,39,86,3731.79,0
94,19,74,77,40,92,3731.32,0
95,20,76,89,45,103,3730.46,0
96,24,93,106,46,142,3727.41,0
97,24,94,112,46,152,3726.63,0
98,24,97,124,45,145,3727.17,0
99,24,95,120,42,141,3727.49,0
100,23,90,114,42,111,3729.83,0
101,21,88,107,37,99,3730.77,0
102,20,84,105,37,82,3732.1,0
103,20,83,102,36,74,3732.72,0
104,19,82,97,34,70,3733.04,0
105,19,79,93,32,56,3734.13,0
106,17,78,93,28,46,3734.91,0
107,15,74,89,25,29,3736.24,0
108,13,73,84,21,23,3736.71,0
109,12,72,79,20,18,3737.1,0
110,11,72,79,18,16,3737.26,0
111,10,72,82,16,8,3737.88,0
112,10,76,84,16,14,3737.42,0
113,10,77,84,16,15,3737.34,0
114,10,81,85,16,20,3736.95,0
115,11,85,86,16,29,3736.24,0
116,11,87,87,16,33,3735.93,0
117,11,91,90,15,43,3735.15,0
118,11,89,87,13,34,3735.85,0
119,9,88,87,8,33,3735.93,0
120,9,95,88,11,43,3735.15,0
121,10,102,92,14,60,3733.82,0
122,13,112,102,17,92,3731.32,0
123,15,117,110,20,107,3730.14,0
124,16,118,116,20,115,3729.52,0
125,16,116,118,20,105,3730.3,0
126,16,113,113,17,94,3731.16,0
127,14,113,108,19,86,3731.79,0
128,17,118,105,23,96,3731.0,0
129,20,123,107,25,115,3729.52,0
130,21,128,120,25,127,3728.58,0
131,21,131,129,25,138,3727.72,0
132,21,131,128,28,139,3727.64,0
133,23,137,125,30,158,3726.16,0
134,24,139,126,31,169,3725.3,0
135,25,145,137,31,187,3723.89,0
136,25,145,142,31,195,3723.26,0
137,25,144,141,29,187,3723.89,0
138,24,141,141,28,186,3723.97,0
139,24,135,132,28,162,3725.84,0
140,23,132,122,25,161,3725.92,0
141,23,131,118,25,155,3726.39,0
142,23,131,118,22,155,3726.39,0
143,22,130,119,21,152,3726.63,0
144,21,129,117,21,144,3727.25,0
145,22,127,111,21,127,3728.58,0
146,22,126,106,21,120,3729.13,0
147,22,126,107,22,118,3729.28,0
148,23,126,105,22,121,3729.05,0
149,23,123,102,22,107,3730.14,0
150,22,121,97,18,106,3730.22,0
151,21,115,94,15,77,3732.49,0
152,20,113,92,13,72,3732.88,0
153,19,110,84,11,57,3734.05,0
154,18,112,83,9,59,3733.9,0
155,18,116,83,9,76,3732.57,0
156,18,118,88,9,77,3732.49,0
157,18,119,91,8,85,3731.86,0
158,17,119,89,7,90,3731.47,0
159,16,118,87,6,89,3731.55,0
160,17,118,87,6,87,3731.71,0
161,17,118,90,6,81,3732.18,0
162,17,118,92,8,78,3732.41,0
163,19,119,91,20,80,3732.26,0
164,25,130,88,26,111,3729.83,0
165,28,134,97,29,120,3729.13,0
166,29,147,119,32,155,3726.39,0
167,31,150,132,35,166,3725.53,0
168,33,153,137,45,171,3725.14,0
169,38,156,138,49,176,3724.75,0
170,39,157,145,52,176,3724.75,0
171,41,159,149,55,172,3725.06,0
172,42,159,146,56,171,3725.14,0
173,42,159,143,61,177,3724.67,0
174,45,163,143,66,190,3723.65,0
175,48,164,146,68,198,3723.03,0
176,48,167,152,70,200,3722.87,0
177,50,166,152,74,202,3722.72,0
178,50,167,150,80,202,3722.72,0
179,55,169,152,83,212,3721.93,0
180,55,170,156,84,214,3721.78,0
181,56,171,157,86,225,3720.92,0
182,56,170,157,87,216,3721.62,0
183,57,169,157,87,215,3721.7,0
184,57,168,152,90,210,3722.09,0
185,59,168,149,93,208,3722.25,0
186,60,170,147,98,211,3722.01,0
187,63,173,147,101,226,3720.84,0
188,64,175,151,104,235,3720.14,0
189,66,176,157,107,240,3719.74,0
190,66,175,157,107,234,3720.21,0
191,66,174,155,108,222,3721.15,0
192,67,173,153,110,228,3720.68,0
193,68,174,149,115,236,3720.06,0
194,71,178,151,117,257,3718.42,0
195,73,183,154,119,274,3717.09,0
196,76,189,159,121,290,3715.84,0
197,80,196,173,128,307,3714.51,0
198,85,203,184,137,332,3712.55,0
199,87,209,193,145,352,3710.99,0
200,91,217,205,153,371,3709.5,0
201,92,220,216,164,383,3708.56,0
202,93,219,226,166,380,3708.8,0
203,95,217,230,171,377,3709.03,0
204,97,216,222,173,380,3708.8,0
205,102,219,222,178,399,3707.31,0
206,104,223,226,186,411,3706.37,0
207,105,224,235,195,425,3705.28,1
208,106,223,238,197,425,3705.28,0
209,107,219,231,200,422,3705.51,0
210,107,214,227,200,405,3706.84,0
211,107,209,224,197,394,3707.7,0
212,106,200,209,195,356,3710.67,0
213,105,194,194,191,342,3711.77,0
214,104,187,188,189,319,3713.57,0
215,103,185,183,189,316,3713.8,0
216,102,181,178,189,310,3714.27,0
217,101,179,172,183,294,3715.52,0
218,101,170,165,179,275,3717.01,0
219,100,166,156,176,249,3719.04,0
220,97,160,147,174,229,3720.61,0
221,96,157,142,173,217,3721.54,0
222,95,157,141,173,218,3721.47,0
223,95,158,140,173,225,3720.92,0
224,95,161,144,174,239,3719.82,0
225,95,162,148,172,243,3719.51,0
226,95,160,148,170,236,3720.06,0
227,94,158,141,169,226,3720.84,0
228,93,157,137,168,229,3720.61,0
229,92,158,137,168,239,3719.82,0
230,92,160,139,169,256,3718.49,0
231,92,160,139,168,266,3717.71,0
232,92,159,140,167,265,3717.79,0
233,92,157,137,167,252,3718.81,0
234,91,156,135,166,250,3718.96,0
235,91,155,130,166,245,3719.35,0
236,91,154,128,163,244,3719.43,0
237,91,152,123,161,236,3720.06,0
238,90,150,122,161,234,3720.21,0
239,89,149,117,161,224,3721.0,0
240,89,149,114,161,218,3721.47,0
241,89,151,113,161,222,3721.15,0
242,89,153,113,162,231,3720.45,0
243,89,156,119,163,240,3719.74,0
244,89,157,123,163,245,3719.35,0
245,89,157,123,161,244,3719.43,0
246,89,155,123,159,234,3720.21,0
247,89,153,119,158,225,3720.92,0
248,88,151,114,158,214,3721.78,0
249,88,152,109,159,226,3720.84,0
250,88,152,106,158,229,3720.61,0
251,88,151,111,155,229,3720.61,0
252,88,149,108,154,222,3721.15,0
253,87,146,103,153,209,3722.17,0
254,86,147,102,153,216,3721.62,0
255,87,148,101,153,217,3721.54,0
256,87,149,106,152,224,3721.0,0
257,86,149,106,152,223,3721.07,0
258,85,147,103,152,220,3721.31,0
259,85,145,102,150,217,3721.54,0
260,85,144,100,149,213,3721.86,0
261,85,143,97,149,213,3721.86,0
262,84,144,96,149,214,3721.78,0
263,84,144,96,149,212,3721.93,0
264,84,144,96,149,212,3721.93,0
265,84,144,96,148,212,3721.93,0
266,84,144,96,148,214,3721.78,0
267,84,143,94,148,210,3722.09,0
268,84,144,93,148,211,3722.01,0
269,84,144,95,147,211,3722.01,0
270,84,142,96,145,205,3722.48,0
271,83,140,94,143,198,3723.03,0
272,83,141,90,143,203,3722.64,0
273,82,143,89,144,208,3722.25,0
274,82,145,95,145,221,3721.23,0
275,82,144,99,146,212,3721.93,0
276,82,144,98,144,210,3722.09,0
277,82,139,93,140,181,3724.36,0
278,82,138,90,139,180,3724.44,0
279,81,135,85,139,167,3725.45,0
280,80,137,87,138,174,3724.91,0
281,80,138,90,138,183,3724.2,0
282,80,138,89,137,184,3724.12,0
283,80,137,87,137,179,3724.51,0
284,80,136,85,137,174,3724.91,0
285,80,136,82,138,173,3724.98,0
286,80,137,82,138,176,3724.75,0
287,80,141,85,139,186,3723.97,0
288,80,142,89,140,191,3723.58,0
289,82,147,93,141,214,3721.78,0
290,83,148,93,145,215,3721.7,0
291,83,152,100,147,237,3719.98,0
292,83,152,103,147,238,3719.9,0
293,83,152,101,146,233,3720.29,0
294,83,151,99,145,231,3720.45,0
295,83,149,97,145,208,3722.25,0
296,83,146,94,145,200,3722.87,0
297,82,145,90,144,184,3724.12,0
298,82,144,87,144,180,3724.44,0
299,82,141,86,142,170,3725.22,0
300,82,140,85,140,156,3726.31,0
301,81,137,80,140,146,3727.09,0
302,81,137,79,140,142,3727.41,0
303,81,137,78,140,145,3727.17,0
304,81,138,76,139,157,3726.23,0
305,81,138,75,139,158,3726.16,0
306,81,138,77,138,166,3725.53,0
307,80,138,77,136,167,3725.45,0
308,80,138,75,136,172,3725.06,0
309,79,140,75,136,181,3724.36,0
310,79,141,75,137,186,3723.97,0
311,79,143,79,137,195,3723.26,0
312,80,144,80,137,202,3722.72,0
313,80,144,82,138,203,3722.64,0
314,80,144,82,138,199,3722.95,0
315,80,144,81,138,200,3722.87,0
316,80,144,80,139,202,3722.72,0
317,80,145,79,140,212,3721.93,0
318,81,146,79,140,216,3721.62,0
319,81,146,81,141,220,3721.31,0
320,81,146,81,141,214,3721.78,0
321,81,145,78,141,213,3721.86,0
322,81,143,74,140,205,3722.48,0
323,81,142,73,139,203,3722.64,0
324,81,140,72,139,198,3723.03,0
325,80,140,71,138,196,3723.19,0
326,80,140,70,137,195,3723.26,0
327,80,138,69,136,182,3724.28,0
328,80,136,69,134,175,3724.83,0
329,79,134,65,134,163,3725.77,0
330,78,133,61,131,161,3725.92,0
331,78,131,60,128,159,3726.08,0
332,78,130,58,127,153,3726.55,0
333,77,129,57,126,152,3726.63,0
334,76,130,57,126,153,3726.55,0
335,76,130,57,126,153,3726.55,0
336,75,130,56,125,152,3726.63,0
337,75,129,55,124,149,3726.86,0
338,75,128,54,124,150,3726.78,0
339,75,127,52,124,150,3726.78,0
340,75,127,52,123,147,3727.02,0
341,75,126,52,122,143,3727.33,0
342,75,126,52,120,137,3727.8,0
343,74,124,51,117,130,3728.35,0
344,73,123,51,115,120,3729.13,0
345,72,118,48,113,102,3730.54,0
346,70,116,44,111,95,3731.08,0
347,69,111,41,107,84,3731.94,0
348,68,109,41,105,77,3732.49,0
349,67,108,37,102,76,3732.57,0
350,66,109,36,99,87,3731.71,0
351,65,112,40,97,91,3731.4,0
352,65,115,46,97,99,3730.77,0
353,65,115,48,97,98,3730.85,0
354,65,114,46,96,92,3731.32,0
355,64,114,45,93,89,3731.55,0
