x,a,b,c,d,index_value,true_index_value,label
1,222,178,277,113,439,4098.35,0
2,222,178,277,113,435,4098.52,0
3,221,171,277,113,421,4099.11,0
4,183,166,277,111,369,4101.3,0
5,182,159,273,111,321,4103.32,0
6,165,154,255,104,312,4103.7,0
7,89,152,247,85,307,4103.91,0
8,67,149,243,78,317,4103.49,0
9,57,142,223,70,302,4104.12,0
10,38,135,207,64,257,4106.02,0
11,24,127,215,56,229,4107.19,0
12,28,125,207,52,213,4107.87,0
13,36,125,193,50,210,4107.99,0
14,45,124,189,49,204,4108.25,0
15,45,122,203,49,199,4108.46,0
16,44,119,199,48,199,4108.46,0
17,40,114,186,44,191,4108.79,0
18,39,113,175,42,190,4108.84,0
19,23,112,184,25,190,4108.84,0
20,27,113,189,24,193,4108.71,0
21,29,114,183,24,210,4107.99,0
22,60,121,174,41,233,4107.03,0
23,90,127,167,51,244,4106.56,0
24,104,136,196,61,269,4105.51,0
25,118,141,217,62,281,4105.01,0
26,119,143,214,63,289,4104.67,0
27,123,141,207,64,279,4105.09,0
28,123,134,210,64,251,4106.27,0
29,122,130,213,61,243,4106.61,0
30,106,123,199,48,236,4106.9,0
31,108,120,191,48,230,4107.15,0
32,108,119,183,48,230,4107.15,0
33,109,123,191,46,230,4107.15,0
34,109,124,193,44,232,4107.07,0
35,108,125,192,44,245,4106.52,0
36,107,121,182,39,228,4107.24,0
37,106,118,175,39,220,4107.57,0
38,106,111,180,36,206,4108.16,0
39,109,109,174,36,205,4108.21,0
40,109,106,163,35,201,4108.37,0
41,117,106,156,35,203,4108.29,0
42,117,107,169,37,204,4108.25,0
43,120,108,172,39,207,4108.12,0
44,125,111,167,43,212,4107.91,0
45,125,113,166,44,226,4107.32,0
46,125,114,167,44,230,4107.15,0
47,126,115,178,45,234,4106.98,0
48,135,115,178,48,242,4106.65,0
49,135,117,178,49,252,4106.23,0
50,135,115,173,49,257,4106.02,0
51,134,115,181,48,252,4106.23,0
52,131,111,177,42,237,4106.86,0
53,130,110,169,41,233,4107.03,0
54,129,108,161,41,228,4107.24,0
55,128,108,159,35,236,4106.9,0
56,129,109,168,35,241,4106.69,0
57,129,105,171,35,232,4107.07,0
58,128,103,161,34,231,4107.11,0
59,119,96,154,23,199,4108.46,0
60,118,95,157,22,198,4108.5,0
61,119,96,154,18,196,4108.58,0
62,120,99,150,19,203,4108.29,0
63,120,101,149,20,211,4107.95,0
64,121,101,145,20,211,4107.95,0
65,121,101,150,20,208,4108.08,0
66,120,103,149,16,204,4108.25,0
67,119,104,147,15,201,4108.37,0
68,122,104,145,15,195,4108.63,0
69,122,100,147,14,179,4109.3,0
70,121,99,140,13,176,4109.43,0
71,116,96,133,6,164,4109.93,0
72,117,100,130,8,172,4109.59,0
73,126,105,129,15,191,4108.79,0
74,128,108,138,18,198,4108.5,0
75,130,113,150,19,213,4107.87,0
76,135,117,149,26,219,4107.62,0
77,140,120,149,31,227,4107.28,0
78,143,124,162,34,235,4106.94,0
79,149,127,172,40,247,4106.44,0
80,152,130,172,44,253,4106.18,0
81,156,135,172,56,270,4105.47,0
82,171,143,172,67,289,4104.67,0
83,176,148,190,75,305,4104.0,0
84,176,156,207,76,322,4103.28,0
85,186,162,212,87,330,4102.94,0
86,188,165,215,91,340,4102.52,0
87,190,170,229,93,345,4102.31,0
88,193,172,236,96,361,4101.64,0
89,193,174,235,99,367,4101.39,0
90,193,173,235,99,370,4101.26,0
91,192,168,232,99,362,4101.6,0
92,189,163,226,94,338,4102.61,0
93,187,157,214,89,323,4103.24,0
94,187,155,207,89,318,4103.45,0
95,187,150,199,89,295,4104.42,0
96,185,149,195,85,289,4104.67,0
97,182,145,195,80,271,4105.43,0
98,180,142,189,79,265,4105.68,0
99,175,142,183,70,263,4105.76,0
100,176,143,176,69,270,4105.47,0
101,178,144,182,71,287,4104.75,0
102,178,141,182,72,278,4105.13,0
103,179,139,175,73,284,4104.88,0
104,185,138,170,81,277,4105.17,0
105,185,139,173,82,279,4105.09,0
106,187,142,176,85,295,4104.42,0
107,190,145,176,89,308,4103.87,0
108,193,148,178,94,308,4103.87,0
109,195,151,178,97,329,4102.98,0
110,197,152,185,100,335,4102.73,0
111,201,155,188,108,348,4102.18,0
112,203,156,188,111,356,4101.85,0
113,207,158,189,111,358,4101.76,0
114,207,157,190,111,356,4101.85,0
115,206,155,193,111,350,4102.1,0
116,206,153,190,111,348,4102.18,0
117,206,150,186,111,341,4102.48,0
118,205,147,181,111,332,4102.86,0
119,204,145,180,112,327,4103.07,0
120,204,146,178,113,331,4102.9,0
121,206,144,177,113,336,4102.69,0
122,206,143,172,114,342,4102.44,0
123,206,142,171,115,342,4102.44,0
124,206,141,173,115,342,4102.44,0
125,209,143,172,116,347,4102.23,0
126,210,144,171,117,349,4102.14,0
127,212,146,173,121,363,4101.55,0
128,212,147,179,123,363,4101.55,0
129,212,145,182,124,363,4101.55,0
130,212,141,179,121,345,4102.31,0
131,211,137,173,116,333,4102.82,0
132,208,133,170,115,315,4103.57,0
133,206,132,169,115,302,4104.12,0
134,206,132,165,114,308,4103.87,0
135,207,132,167,114,317,4103.49,0
136,207,132,167,114,318,4103.45,0
137,207,133,171,113,324,4103.2,0
138,206,133,170,113,326,4103.11,0
139,205,132,169,113,330,4102.94,0
140,207,133,165,114,341,4102.48,0
141,208,134,164,115,342,4102.44,0
142,209,137,170,117,355,4101.89,0
143,209,138,171,119,357,4101.81,0
144,209,136,171,119,358,4101.76,0
145,209,136,167,118,358,4101.76,0
146,208,136,170,117,358,4101.76,0
147,210,138,169,117,363,4101.55,0
148,215,141,169,118,375,4101.05,0
149,215,145,172,123,386,4100.59,0
150,215,147,180,130,397,4100.12,0
151,214,147,190,129,391,4100.37,0
152,214,145,188,130,386,4100.59,0
153,214,143,185,129,377,4100.96,0
154,214,142,181,128,377,4100.96,0
155,213,140,181,124,373,4101.13,0
156,211,138,177,120,373,4101.13,0
157,209,136,172,119,377,4100.96,0
158,208,135,169,118,378,4100.92,0
159,208,135,169,117,378,4100.92,0
160,208,134,172,116,371,4101.22,0
161,207,133,170,116,372,4101.17,0
162,206,133,168,116,372,4101.17,0
163,208,134,168,116,384,4100.67,0
164,210,136,173,117,393,4100.29,0
165,213,138,174,122,405,4099.79,0
166,216,142,176,125,422,4099.07,0
167,217,143,176,130,428,4098.82,0
168,218,145,180,137,437,4098.44,0
169,219,144,185,139,430,4098.73,0
170,219,142,185,141,425,4098.94,0
171,219,140,178,142,414,4099.41,0
172,219,138,174,139,410,4099.57,0
173,218,136,177,138,405,4099.79,0
174,218,134,176,138,401,4099.95,0
175,218,131,171,139,393,4100.29,0
176,218,129,166,141,384,4100.67,0
177,218,125,163,138,380,4100.84,0
178,217,123,163,136,365,4101.47,0
179,216,119,157,133,360,4101.68,0
180,215,118,152,132,348,4102.18,0
181,214,115,147,132,342,4102.44,0
182,214,114,146,132,338,4102.61,0
183,214,112,143,130,332,4102.86,0
184,213,111,140,129,331,4102.9,0
185,213,110,137,128,329,4102.98,0
186,212,109,135,128,328,4103.03,0
187,212,109,137,128,326,4103.11,0
188,212,108,138,129,326,4103.11,0
189,213,107,133,129,329,4102.98,0
190,213,107,129,130,334,4102.77,0
191,214,107,132,132,339,4102.56,0
192,214,106,132,130,336,4102.69,0
193,214,105,131,129,335,4102.73,0
194,216,107,129,130,338,4102.61,0
195,218,108,132,133,344,4102.35,0
196,219,109,136,140,356,4101.85,0
197,220,111,136,143,360,4101.68,0
198,220,112,138,146,370,4101.26,0
199,221,113,138,147,375,4101.05,0
200,223,115,138,148,385,4100.63,0
201,225,116,140,152,388,4100.5,0
202,227,117,141,156,394,4100.25,0
203,229,117,140,160,392,4100.33,0
204,229,117,139,165,387,4100.54,0
205,229,115,139,169,375,4101.05,0
206,229,113,137,168,371,4101.22,0
207,229,110,133,167,361,4101.64,0
208,228,107,129,166,355,4101.89,0
209,228,104,125,164,341,4102.48,0
210,227,102,124,159,334,4102.77,0
211,225,102,121,158,333,4102.82,0
212,225,103,120,158,333,4102.82,0
213,226,104,120,160,345,4102.31,0
214,229,105,123,163,351,4102.06,0
215,230,106,124,166,358,4101.76,0
216,230,107,123,171,357,4101.81,0
217,229,106,123,170,357,4101.81,0
218,230,107,122,170,360,4101.68,0
219,230,108,124,172,365,4101.47,0
220,231,108,126,175,369,4101.3,0
221,231,108,125,175,368,4101.34,0
222,232,108,122,176,369,4101.3,0
223,233,109,124,178,370,4101.26,0
224,234,109,123,182,372,4101.17,0
225,234,108,122,184,366,4101.43,0
226,235,108,119,185,366,4101.43,0
227,235,107,119,185,362,4101.6,0
228,235,107,120,184,361,4101.64,0
229,235,107,119,185,349,4102.14,0
230,235,105,115,187,347,4102.23,0
231,235,104,114,187,337,4102.65,0
232,235,103,114,187,332,4102.86,0
233,235,102,111,187,334,4102.77,0
234,235,102,110,187,328,4103.03,0
235,235,104,110,186,327,4103.07,0
236,236,105,110,187,329,4102.98,0
237,236,106,113,189,339,4102.56,0
238,237,106,114,191,341,4102.48,0
239,237,106,111,193,347,4102.23,0
240,237,107,111,195,351,4102.06,0
241,239,108,113,196,355,4101.89,0
242,240,109,114,197,357,4101.81,0
243,240,109,114,200,357,4101.81,0
244,240,108,114,200,356,4101.85,0
245,240,108,111,201,357,4101.81,0
246,240,108,114,203,359,4101.72,0
247,241,110,114,203,363,4101.55,0
248,243,111,114,204,369,4101.3,0
249,243,112,115,207,370,4101.26,0
250,242,110,118,206,363,4101.55,0
251,241,109,117,205,361,4101.64,0
252,241,107,113,206,357,4101.81,0
253,241,108,112,208,359,4101.72,0
254,241,108,112,209,359,4101.72,0
255,241,108,112,211,355,4101.89,0
256,242,107,110,211,353,4101.97,0
257,243,106,108,211,355,4101.89,0
258,243,106,107,212,355,4101.89,0
259,243,106,109,213,353,4101.97,0
260,245,106,109,214,354,4101.93,0
261,245,107,108,217,358,4101.76,0
262,245,108,109,219,363,4101.55,0
263,246,108,110,220,365,4101.47,0
264,246,108,112,220,364,4101.51,0
265,245,108,111,217,361,4101.64,0
266,243,107,110,216,360,4101.68,0
267,243,107,110,216,356,4101.85,0
268,244,107,110,216,355,4101.89,0
269,245,107,110,217,357,4101.81,0
270,245,108,110,219,365,4101.47,0
271,249,112,110,221,374,4101.09,0
272,251,114,110,223,380,4100.84,0
273,252,118,119,225,391,4100.37,0
274,252,118,126,239,394,4100.25,0
275,254,120,126,242,394,4100.25,0
276,255,121,128,244,395,4100.21,0
277,256,121,132,251,393,4100.29,0
278,257,121,134,254,392,4100.33,0
279,258,122,134,256,388,4100.5,0
280,258,123,134,258,388,4100.5,0
281,259,124,134,261,388,4100.5,0
282,260,124,137,264,385,4100.63,0
283,260,122,137,265,380,4100.84,0
284,260,121,134,267,377,4100.96,0
285,261,121,130,267,377,4100.96,0
286,262,121,130,268,384,4100.67,0
287,262,122,132,272,385,4100.63,0
288,263,123,132,275,393,4100.29,0
289,263,123,133,277,391,4100.37,0
290,263,121,132,277,380,4100.84,0
291,263,79,132,234,377,4100.96,0
292,261,77,119,226,368,4101.34,0
293,245,35,84,224,366,4101.43,0
294,244,32,80,220,341,4102.48,0
295,243,28,76,212,327,4103.07,0
296,241,26,71,210,308,4103.87,0
297,239,23,71,209,298,4104.29,0
298,238,23,69,206,304,4104.04,0
299,240,27,69,205,320,4103.36,0
300,241,30,70,206,337,4102.65,0
301,241,34,77,214,347,4102.23,0
302,241,35,80,215,353,4101.97,0
303,241,35,80,215,347,4102.23,0
304,241,35,78,215,346,4102.27,0
305,241,36,78,216,347,4102.23,0
