cluster_id,cluster_size,signal_counts,long_open,long_close,short_open,short_close,long_pairs,short_pairs,total_pairs,signal_density
3,216,"{3: 68, 4: 1, 1: 147}",68,1,147,0,1,0,1,0.004629629629629629
