cluster_id,pattern_count,profitable_count,profit_rate,avg_return,profitability_score
2,14,0,0.0,-0.4213682705387722,0.0
6,2,0,0.0,-12.34375,0.0
4,7,0,0.0,-4.720268548313336,0.0
3,5,0,0.0,-14.903749999999999,0.0
5,1,0,0.0,-0.21763085399449036,0.0
1,9,0,0.0,-0.11080050975319651,0.0
0,4,0,0.0,-0.47429094285293555,0.0
7,1,0,0.0,-7.0,0.0
