cluster_id,cluster_size,avg_similarity,profitability_score,expected_return,risk,sharpe_ratio,signal_strength,total_signals
10,9,0.8920673030302678,1.2990389323554574,0.005940155785788873,0.0027024319207045494,2.198077864710915,0.0,0
12,10,0.9093672069633316,1.0444788762008188,0.0061625055274087005,0.003648703183158867,1.6889577524016375,0.0,0
14,11,0.8983472435757368,0.5549494621527917,0.004807509303698111,0.006772103941981278,0.7098989243055834,0.0,0
16,10,0.899909588361391,0.5302242392441818,0.00445150522397726,0.006740124883270045,0.6604484784883635,0.0,0
18,15,0.8928434919714048,0.6681467013030815,0.007470541615560505,0.007978846796064493,0.9362934026061629,0.0,0
20,22,0.8971458601934944,0.717812035418528,0.008656794408862543,0.008359012360407557,1.035624070837056,0.0,0
23,6,0.921895679311045,0.7148737205285702,0.00531863913903951,0.0051649937906904485,1.0297474410571406,0.0,0
25,5,0.9174138527875696,0.623252015259343,0.003142405799441017,0.0037122159920674473,0.8465040305186861,0.0,0
27,5,0.9142723732896263,-0.15143861632456088,-0.0006782131639184198,0.002239234550535261,-0.30287723264912175,0.0,0
29,5,0.9330645061791566,-1.915648021003678,-0.006588682802359963,0.0017197007827429362,-3.831296042007356,0.0,0
31,13,0.8990535600767556,-0.5186391885621758,-0.0030360806305225097,0.0029269680130992806,-1.0372783771243517,0.0,0
33,20,0.8926936424644378,-0.5286506954772123,-0.0018790875146380893,0.0017772486924866704,-1.0573013909544247,0.0,0
35,10,0.8946864353520352,-0.5520201816892216,-0.0014790264219171163,0.0013396488669953955,-1.1040403633784432,0.0,0
45,6,0.919272719638521,1.1063674535908186,0.002193874752133496,0.0012809190394464434,1.712734907181637,0.16666666666666666,1
47,6,0.922089616723596,2.7467856987944668,0.004472842709847082,0.0008781348803639669,5.093571397588933,0.0,0
49,13,0.8870125871879497,1.0770255542615577,0.004208541326893726,0.0023993265113222695,1.7540511085231154,0.0,0
58,12,0.8997782960990502,-0.5024725218517684,-0.0030406469460391764,0.003025684802457895,-1.0049450437035368,0.0,0
60,54,0.8871343380387176,-0.414955023306564,-0.018178437574906208,0.021904105931832746,-0.829910046613128,0.0,0
65,109,0.9174551213155376,-0.40320745112036266,-0.021698097119878416,0.026544480083565043,-0.8174240765526519,0.01834862385321101,2
73,77,0.9046953614594334,-0.35005299707812454,-0.020380643862821533,0.02847689948815522,-0.7156904097406647,0.025974025974025976,2
76,18,0.883421153776783,-0.3905771554189698,-0.008864177945556726,0.011347537640864037,-0.7811543108379396,0.0,0
84,38,0.8894009569935185,0.4531458792768493,0.011718132185109103,0.02314501863230754,0.5062917585536986,0.0,0
86,69,0.8871888755802393,0.40332141484265516,0.010793710265587928,0.02654346634844363,0.4066428296853103,0.0,0
88,82,0.8895731195199749,0.37539865703908915,0.01211842683144971,0.034545380894076654,0.3507973140781783,0.0,0
90,45,0.8868714002295296,0.33480826350850845,0.009034787233453115,0.0335097678670228,0.2696165270170169,0.0,0
92,12,0.8913614975764751,-0.06193200065545861,-0.00023506840554075878,0.0018977943797463947,-0.12386400131091722,0.0,0
113,15,0.8918958422265274,-0.04842745815240486,-0.001832777070567248,0.01892291212971947,-0.09685491630480972,0.0,0
115,6,0.9039884157560124,0.40463942552773147,0.017586115774369807,0.04296854266722579,0.40927885105546297,0.0,0
117,7,0.9098198387029592,0.46605743008204775,0.028883396326380956,0.05428037908483478,0.5321148601640955,0.0,0
119,8,0.9048883706393068,0.46864650692194076,0.026948818067878577,0.05015665079112485,0.5372930138438815,0.0,0
121,6,0.9068647704577316,0.4090816283758274,0.016139938988036548,0.03859721945302809,0.4181632567516547,0.0,0
128,9,0.889936104205915,-0.385293572763377,-0.0023371746422527107,0.0030329790158322417,-0.770587145526754,0.0,0
134,5,0.906880969094415,0.8780844657642635,0.002695280790324632,0.0019874226047095793,1.356168931528527,0.0,0
148,21,0.8841450385827007,-0.026224856231411606,-0.0002373332614417461,0.004524967827230128,-0.05244971246282321,0.0,0
151,5,0.9270422789437012,-0.315548408701418,-0.0012557894775141723,0.001989852337842782,-0.631096817402836,0.0,0
159,10,0.9065281030753269,0.2984436253986166,0.003508528831190308,0.017819989953557797,0.1968872507972331,0.0,0
161,6,0.9198505303244452,-0.2673430303822934,-0.0006266397102329294,0.001171976896754801,-0.5346860607645868,0.0,0
172,10,0.8960841144931677,0.8886873746985926,0.01140277065896482,0.008278626179226313,1.377374749397185,0.0,0
176,5,0.9089822577889798,-0.2454948280374824,-0.0017656670486056228,0.003596138995514885,-0.4909896560749648,0.0,0
224,45,0.888159492986512,0.45188332527959857,0.01950810611444359,0.03872448899264961,0.5037666505591971,0.0,0
252,19,0.8977446661580852,1.0260000179102664,0.0052794968519261996,0.0031958212696429657,1.6520000358205327,0.0,0
254,47,0.8933633256833478,0.9597421413496197,0.005652688662008517,0.0037516558783882072,1.5067183252524308,0.02127659574468085,1
265,8,0.9036169698089003,1.4970007570386412,0.010952524907749691,0.004222250776767814,2.5940015140772825,0.0,0
274,5,0.9117956370504015,-0.7921472335201846,-0.0011976966366300929,0.0007559810764646031,-1.5842944670403691,0.0,0
277,11,0.9037443087422242,-0.13977374033776754,-0.000519655392269364,0.0018589163852008278,-0.2795474806755351,0.0,0
302,5,0.9128137317338549,-0.08836522584869519,-0.002262500037300619,0.012801981863174446,-0.17673045169739038,0.0,0
304,5,0.9005494780925455,0.31951990559600996,0.0008956103458441329,0.003746699519958589,0.23903981119201995,0.0,0
317,10,0.8986219820209629,-0.46242495624699836,-0.0021458426859437057,0.0023202063999304694,-0.9248499124939967,0.0,0
319,7,0.9024048455112338,-0.8818620998895459,-0.004564809393400778,0.0025881650849790033,-1.7637241997790918,0.0,0
321,31,0.8804832529058638,-0.34811795690372055,-0.017977044531114757,0.025820334996517706,-0.6962359138074411,0.0,0
326,12,0.8911587970522027,-1.9166412549305443,-0.01318504174900345,0.0034396217119622764,-3.8332825098610885,0.0,0
332,24,0.8801210407966483,-0.3585075538483737,-0.012218055809107809,0.017040165092693255,-0.7170151076967474,0.0,0
336,5,0.9046477053307515,1.012177651395563,0.007071187528770351,0.0043532271028511715,1.624355302791126,0.0,0
338,5,0.9100263832752098,1.312647356084726,0.009071705620914715,0.004076631095784458,2.225294712169452,0.0,0
340,5,0.9181208177924669,1.1860821308449578,0.011954997022751811,0.0060618667800560215,1.9721642616899158,0.0,0
342,12,0.8938260325530055,0.5280072958126378,0.01729927274447282,0.02637025603594256,0.6560145916252758,0.0,0
344,84,0.8823973168322441,0.45039505226902565,0.008111745049294817,0.01643227039570805,0.49364724739519417,0.011904761904761904,1
347,205,0.9208604016240307,0.4251788451237428,0.00838819784933393,0.018625634758727787,0.45035769024748556,0.0,0
370,67,0.8819270658466392,0.3823647552669551,0.01003308396457411,0.027508286757183854,0.3647295105339102,0.0,0
379,9,0.8970049969401577,-2.2813613884934836,-0.002557005310259951,0.0005604121563459289,-4.562722776986967,0.0,0
