x,a,b,c,d,index_value
130,153,131,96,218,432
131,155,132,96,219,436
132,156,134,96,220,441
133,157,136,96,221,445
134,158,138,98,222,448
135,159,138,98,222,450
136,160,138,99,223,448
137,160,142,99,223,450
138,166,145,100,225,454
139,167,150,107,229,459
