x,a,b,c,d,index_value,true_index_value
2,154,137,135,128,286,3215.04
3,153,132,135,126,277,3217.08
4,67,122,135,128,269,3218.89
5,77,120,134,129,267,3219.34
6,106,124,130,129,268,3219.11
7,106,127,133,129,270,3218.66
8,111,127,135,129,270,3218.66
9,114,130,132,128,273,3217.98
10,114,133,132,128,278,3216.85
11,113,136,137,127,283,3215.72
12,107,137,141,128,288,3214.59
13,109,140,141,128,291,3213.91
14,116,141,138,128,293,3213.46
15,116,141,140,128,293,3213.46
16,116,142,145,128,295,3213.01
17,119,145,145,128,298,3212.33
18,119,145,145,129,300,3211.88
19,123,148,142,129,301,3211.65
20,131,149,144,129,304,3210.97
21,153,156,150,130,310,3209.62
22,153,157,152,130,313,3208.94
23,152,159,155,131,318,3207.81
24,166,161,153,131,318,3207.81
25,176,162,157,132,319,3207.58
26,176,155,160,131,310,3209.62
27,175,151,155,130,302,3211.43
28,165,140,143,129,287,3214.82
29,145,135,139,129,275,3217.53
30,132,131,139,128,267,3219.34
31,127,129,136,128,261,3220.7
32,127,127,134,127,258,3221.37
33,125,128,127,126,263,3220.24
34,118,131,129,126,269,3218.89
35,118,132,129,126,275,3217.53
36,117,132,125,126,277,3217.08
37,117,131,120,126,278,3216.85
38,117,131,119,126,279,3216.63
39,117,131,121,125,280,3216.4
40,116,131,119,124,281,3216.17
41,115,132,119,125,282,3215.95
42,114,134,119,125,282,3215.95
43,115,134,120,126,285,3215.27
44,119,137,118,127,292,3213.69
45,126,141,118,127,296,3212.78
46,129,143,120,127,299,3212.1
47,129,144,123,127,299,3212.1
48,128,141,125,126,294,3213.23
49,122,139,123,125,291,3213.91
50,118,138,118,126,291,3213.91
51,122,141,116,126,298,3212.33
52,123,143,122,126,301,3211.65
53,125,145,123,126,308,3210.07
54,127,146,122,128,309,3209.84
55,132,149,122,129,313,3208.94
56,136,150,122,129,314,3208.71
57,137,151,126,129,317,3208.03
58,137,150,127,129,317,3208.03
59,136,150,123,128,317,3208.03
60,134,150,122,128,317,3208.03
61,133,149,124,128,317,3208.03
62,135,147,124,129,315,3208.49
63,136,146,121,129,315,3208.49
64,137,148,118,130,316,3208.26
65,155,155,118,131,321,3207.13
66,167,158,124,133,325,3206.23
67,167,163,134,135,326,3206.0
68,168,162,139,135,326,3206.0
69,169,159,138,136,319,3207.58
70,171,158,138,136,318,3207.81
71,171,156,136,135,314,3208.71
72,171,154,135,135,310,3209.62
73,169,152,130,135,308,3210.07
74,165,152,130,135,306,3210.52
