x,a,b,c,d,index_value,true_index_value
1,78,95,74,75,331,3951.1
2,74,95,74,67,331,3951.1
3,73,74,74,63,331,3951.1
4,78,68,74,62,315,3951.76
5,78,68,73,62,313,3951.85
6,91,71,79,61,311,3951.93
7,91,69,78,61,288,3952.89
8,91,68,77,57,287,3952.93
9,97,62,68,57,278,3953.31
10,97,57,62,56,272,3953.56
11,96,54,66,53,263,3953.93
12,88,43,60,52,216,3955.89
13,87,37,47,49,198,3956.64
14,77,28,30,49,162,3958.14
15,100,31,19,50,189,3957.02
16,100,33,35,50,190,3956.98
17,105,46,47,52,258,3954.14
18,110,49,46,53,269,3953.68
19,116,53,48,53,293,3952.68
20,117,49,58,52,267,3953.77
21,117,48,57,52,266,3953.81
22,121,46,48,53,238,3954.97
23,130,49,45,55,242,3954.81
24,135,53,40,58,261,3954.02
25,140,55,51,59,262,3953.97
26,145,57,57,61,268,3953.72
27,150,56,52,62,268,3953.72
28,150,52,46,62,262,3953.97
29,149,46,46,57,228,3955.39
30,147,44,47,55,215,3955.93
31,140,40,38,55,209,3956.18
32,143,42,38,56,226,3955.48
33,143,44,34,58,235,3955.1
34,151,50,44,62,252,3954.39
35,159,54,50,65,282,3953.14
36,163,59,51,67,300,3952.39
37,167,66,54,69,335,3950.93
38,176,72,54,69,357,3950.01
39,176,75,68,72,377,3949.18
40,181,81,77,75,394,3948.47
41,184,83,78,75,395,3948.43
42,186,84,80,75,409,3947.84
43,186,79,87,76,374,3949.3
44,185,75,83,76,373,3949.35
45,192,71,72,76,349,3950.35
46,192,71,72,76,350,3950.3
47,193,70,72,77,346,3950.47
48,193,69,73,77,340,3950.72
49,193,69,71,77,349,3950.35
50,194,72,68,78,360,3949.89
51,194,74,69,78,374,3949.3
52,195,75,76,78,381,3949.01
53,200,77,76,80,382,3948.97
54,201,78,76,81,379,3949.1
55,201,77,78,81,367,3949.6
56,201,73,78,81,344,3950.55
57,200,71,78,81,333,3951.01
58,199,69,74,81,326,3951.31
59,203,73,74,82,352,3950.22
60,207,75,71,86,363,3949.76
61,209,82,82,88,388,3948.72
62,209,81,89,88,382,3948.97
63,209,80,87,88,380,3949.05
64,209,77,79,87,376,3949.22
65,209,76,78,86,372,3949.39
66,208,73,81,85,369,3949.51
67,206,69,77,83,351,3950.26
68,204,64,71,83,334,3950.97
69,202,63,67,83,330,3951.14
70,203,63,68,85,338,3950.8
71,203,59,69,82,333,3951.01
72,203,56,63,80,323,3951.43
73,202,50,55,77,290,3952.81
74,198,44,51,75,266,3953.81
75,194,37,49,73,224,3955.56
76,190,33,38,71,207,3956.27
77,181,30,32,66,190,3956.98
78,177,31,34,70,191,3956.93
79,182,34,38,71,202,3956.48
80,182,34,38,71,202,3956.48
81,182,33,40,70,195,3956.77
82,180,19,38,68,185,3957.18
83,177,19,36,61,189,3957.02
84,171,21,33,60,193,3956.85
85,169,36,42,58,198,3956.64
86,167,35,42,56,190,3956.98
87,166,36,39,57,200,3956.56
88,167,36,39,57,206,3956.31
89,167,35,42,57,200,3956.56
90,166,33,39,54,197,3956.68
91,165,30,34,56,184,3957.23
92,166,32,30,56,210,3956.14
93,167,33,33,56,210,3956.14
94,168,35,37,56,232,3955.22
95,168,35,36,57,227,3955.43
96,168,38,35,57,245,3954.68
97,169,38,36,57,246,3954.64
98,169,37,39,56,237,3955.02
99,168,34,38,51,222,3955.64
100,162,31,33,49,193,3956.85
101,160,30,30,48,185,3957.18
102,159,30,32,47,186,3957.14
103,159,29,30,46,176,3957.56
104,158,26,27,44,165,3958.02
105,156,23,23,42,146,3958.81
106,154,21,23,40,138,3959.14
107,153,19,22,40,123,3959.77
108,152,17,20,38,116,3960.06
109,151,13,17,37,94,3960.98
110,149,8,14,34,66,3962.15
111,146,4,11,29,49,3962.86
112,142,0,7,24,51,3962.77
113,139,5,7,22,70,3961.98
114,138,7,10,23,88,3961.23
115,138,11,17,23,95,3960.94
116,138,13,20,23,93,3961.02
117,138,14,19,23,84,3961.4
118,138,13,19,21,83,3961.44
119,137,15,17,20,89,3961.19
120,137,15,21,20,90,3961.15
121,136,13,22,17,87,3961.27
122,134,11,17,15,78,3961.65
123,133,11,17,14,67,3962.11
124,133,11,17,14,51,3962.77
125,131,8,18,10,43,3963.11
126,129,6,15,7,24,3963.9
127,126,4,11,5,10,3964.48
128,125,8,11,5,29,3963.69
129,127,13,12,6,52,3962.73
130,128,18,19,6,84,3961.4
131,129,23,24,8,113,3960.19
132,130,27,25,10,125,3959.69
133,132,28,25,11,132,3959.39
134,133,31,29,11,137,3959.19
135,133,32,30,11,143,3958.94
136,133,33,30,14,144,3958.89
137,137,35,31,15,153,3958.52
138,137,36,34,15,157,3958.35
139,137,38,36,15,159,3958.27
140,138,39,36,17,159,3958.27
141,140,40,36,17,160,3958.23
142,141,41,37,17,150,3958.64
143,141,40,40,17,146,3958.81
144,140,40,40,15,145,3958.85
145,139,41,40,16,146,3958.81
146,141,42,41,16,148,3958.73
147,141,43,41,16,146,3958.81
148,141,44,42,15,147,3958.77
149,140,44,40,15,136,3959.23
150,140,44,40,15,136,3959.23
151,140,43,39,14,127,3959.6
152,140,42,39,14,126,3959.64
153,140,41,37,12,127,3959.6
154,139,41,34,12,129,3959.52
155,140,45,34,13,152,3958.56
156,141,46,38,13,154,3958.48
157,141,49,43,15,168,3957.89
158,142,50,43,15,161,3958.19
159,142,50,41,16,160,3958.23
160,143,51,41,16,161,3958.19
161,143,50,42,16,156,3958.39
162,143,48,40,14,147,3958.77
163,142,47,38,14,141,3959.02
164,142,46,35,14,139,3959.1
165,142,46,35,12,136,3959.23
166,141,45,33,12,133,3959.35
167,141,46,32,12,136,3959.23
168,141,47,32,11,139,3959.1
169,141,48,33,11,148,3958.73
170,141,50,34,12,162,3958.14
171,142,51,36,12,165,3958.02
172,142,52,38,12,167,3957.94
173,142,51,38,11,167,3957.94
174,141,52,38,12,171,3957.77
175,143,54,39,15,182,3957.31
176,145,57,40,16,197,3956.68
177,146,60,43,16,213,3956.02
178,146,61,44,18,217,3955.85
179,147,61,47,18,217,3955.85
180,148,61,46,19,217,3955.85
181,148,61,45,19,219,3955.77
182,148,61,45,19,217,3955.85
183,148,60,43,18,211,3956.1
184,148,59,43,18,206,3956.31
185,148,59,42,18,206,3956.31
186,149,60,42,20,206,3956.31
187,150,61,42,21,205,3956.35
188,151,63,42,22,222,3955.64
189,152,64,44,22,224,3955.56
190,152,65,45,23,235,3955.1
191,152,66,44,23,236,3955.06
192,153,67,44,23,233,3955.18
193,153,65,44,23,229,3955.35
194,153,64,43,24,221,3955.68
195,154,65,40,25,226,3955.48
196,154,67,40,26,238,3954.97
197,156,69,43,27,251,3954.43
198,156,71,45,29,266,3953.81
199,158,73,46,31,285,3953.01
200,159,76,48,32,300,3952.39
201,160,78,51,32,316,3951.72
202,160,77,54,33,308,3952.06
203,160,77,54,33,308,3952.06
204,161,75,51,33,298,3952.47
205,161,75,51,33,303,3952.26
206,161,73,51,33,296,3952.56
207,161,72,49,33,295,3952.6
208,161,71,46,33,284,3953.06
209,161,71,45,33,284,3953.06
210,161,72,45,34,285,3953.01
211,162,74,46,36,298,3952.47
212,164,76,46,38,315,3951.76
213,165,78,49,39,321,3951.51
214,166,80,51,40,332,3951.06
215,166,80,54,40,331,3951.1
216,167,80,55,41,330,3951.14
217,167,80,55,43,333,3951.01
218,169,80,53,44,337,3950.85
219,169,82,53,46,350,3950.3
220,171,85,56,48,358,3949.97
221,172,86,60,49,368,3949.55
222,172,87,61,50,368,3949.55
223,173,87,62,51,368,3949.55
224,174,87,63,51,367,3949.6
225,174,87,62,53,368,3949.55
226,175,86,61,54,366,3949.64
227,176,86,61,54,366,3949.64
228,176,86,61,54,348,3950.39
229,176,85,62,54,341,3950.68
230,176,84,61,54,320,3951.56
231,176,83,59,54,313,3951.85
232,176,82,57,54,311,3951.93
233,176,80,57,53,309,3952.01
234,176,79,55,53,322,3951.47
235,176,79,53,54,322,3951.47
236,176,78,53,54,323,3951.43
237,176,76,51,54,307,3952.1
238,176,75,50,53,301,3952.35
239,175,74,48,52,300,3952.39
240,175,73,47,52,302,3952.31
241,175,72,46,51,286,3952.97
242,175,70,45,50,279,3953.27
243,174,69,43,49,260,3954.06
244,174,68,42,49,255,3954.27
245,174,70,41,49,263,3953.93
246,174,70,41,49,263,3953.93
247,173,71,44,47,269,3953.68
248,172,70,44,47,265,3953.85
249,172,70,44,47,258,3954.14
250,173,72,44,49,273,3953.52
251,174,75,44,51,288,3952.89
252,175,77,49,51,311,3951.93
253,175,78,53,51,304,3952.22
254,175,77,52,50,296,3952.56
255,175,77,50,52,287,3952.93
256,176,78,50,53,290,3952.81
257,176,79,53,54,298,3952.47
258,177,79,54,54,295,3952.6
259,177,80,54,55,294,3952.64
260,178,80,54,55,295,3952.6
261,178,80,55,56,298,3952.47
262,178,81,54,57,307,3952.1
263,179,82,54,58,314,3951.81
264,179,83,55,58,324,3951.39
265,179,83,58,58,313,3951.85
266,179,83,58,58,313,3951.85
267,180,83,57,58,305,3952.18
268,180,80,57,58,289,3952.85
269,179,79,55,56,280,3953.22
270,178,77,52,56,266,3953.81
271,179,77,51,57,277,3953.35
272,179,77,51,57,281,3953.18
273,179,78,51,57,294,3952.64
274,179,78,53,57,292,3952.72
275,179,77,53,57,288,3952.89
276,179,76,50,57,288,3952.89
277,180,76,50,57,282,3953.14
278,180,74,50,57,276,3953.39
