x,a,b,c,d,index_value,true_index_value
2,113,16,185,231,198,3793.32
3,113,18,185,230,194,3793.51
4,112,30,185,226,201,3793.18
5,96,33,185,223,194,3793.51
6,96,25,185,221,144,3795.81
7,95,24,178,209,143,3795.86
8,41,22,164,205,116,3797.1
9,44,30,162,204,133,3796.32
10,44,36,162,203,149,3795.58
11,43,42,175,199,149,3795.58
12,43,45,175,198,149,3795.58
13,51,55,173,197,153,3795.4
14,58,58,168,199,172,3794.52
15,67,69,167,200,173,3794.47
16,85,76,182,200,198,3793.32
17,85,82,196,200,199,3793.28
18,84,87,194,197,214,3792.58
19,82,87,190,195,218,3792.4
20,86,85,197,194,229,3791.89
21,86,82,198,194,238,3791.48
22,91,81,193,194,244,3791.2
23,99,84,188,194,253,3790.78
24,101,91,186,196,270,3790.0
25,107,97,197,197,282,3789.45
26,117,102,197,197,300,3788.62
27,117,105,197,197,303,3788.48
28,116,111,196,194,302,3788.53
29,115,105,198,194,275,3789.77
30,114,100,200,191,258,3790.55
31,110,76,187,187,193,3793.55
32,108,72,173,178,177,3794.29
33,91,66,160,179,170,3794.61
34,96,71,169,180,196,3793.41
35,100,76,174,180,208,3792.86
36,104,79,170,180,221,3792.26
37,104,76,165,180,214,3792.58
38,103,76,164,176,213,3792.63
39,99,78,167,175,223,3792.17
40,100,79,166,175,228,3791.94
41,100,81,165,174,236,3791.57
42,101,81,160,174,229,3791.89
43,104,80,168,174,225,3792.08
44,105,80,167,174,222,3792.21
45,105,79,163,173,221,3792.26
46,104,74,156,172,203,3793.09
47,102,74,154,168,195,3793.46
48,100,71,155,167,181,3794.11
49,102,73,151,167,181,3794.11
50,102,72,146,167,176,3794.34
51,101,72,145,166,174,3794.43
52,100,73,149,165,175,3794.38
53,103,77,148,165,176,3794.34
54,105,80,148,165,189,3793.74
55,105,79,147,165,183,3794.01
56,104,78,146,161,182,3794.06
57,103,81,148,161,194,3793.51
58,103,82,149,161,202,3793.14
59,103,84,150,160,200,3793.23
60,103,83,149,158,195,3793.46
61,102,81,151,157,183,3794.01
62,100,80,149,156,176,3794.34
63,99,77,145,153,172,3794.52
64,97,77,139,153,174,3794.43
65,99,78,137,153,175,3794.38
66,99,80,143,153,174,3794.43
67,98,80,144,150,167,3794.75
68,97,81,141,150,168,3794.71
69,97,81,141,149,169,3794.66
70,96,76,145,145,164,3794.89
