x,a,b,c,d,index_value,true_index_value
2,170,41,153,144,337,3272.29
3,241,43,153,146,349,3271.27
4,241,43,153,147,363,3270.08
5,240,42,147,147,363,3270.08
6,218,38,139,148,363,3270.08
7,218,33,132,148,362,3270.16
8,217,32,127,148,361,3270.25
9,211,27,115,148,354,3270.84
10,211,24,109,147,350,3271.19
11,210,19,109,146,342,3271.87
12,205,9,102,146,320,3273.75
13,186,5,89,146,313,3274.34
14,183,5,82,147,314,3274.26
15,183,7,83,148,306,3274.94
16,183,7,87,148,304,3275.11
17,194,10,84,150,296,3275.79
18,199,12,81,151,297,3275.71
19,199,14,81,151,297,3275.71
20,199,15,77,150,294,3275.96
21,198,14,80,150,288,3276.48
22,196,14,77,150,284,3276.82
23,191,16,71,150,286,3276.65
24,186,18,68,150,284,3276.82
25,185,23,76,150,283,3276.9
26,181,24,77,149,279,3277.24
27,180,22,76,148,279,3277.24
28,179,26,69,148,291,3276.22
29,180,28,69,150,292,3276.13
30,183,36,78,151,304,3275.11
31,184,37,83,151,301,3275.37
32,184,38,81,151,296,3275.79
33,183,36,78,150,291,3276.22
34,179,33,80,149,271,3277.93
35,177,32,77,148,266,3278.35
36,173,29,71,147,248,3279.89
37,165,29,70,147,240,3280.57
38,164,31,66,147,241,3280.49
39,162,35,72,148,248,3279.89
40,165,38,74,148,256,3279.21
41,165,39,74,146,254,3279.38
42,164,37,71,145,248,3279.89
43,157,33,71,144,226,3281.77
44,154,29,66,144,215,3282.7
45,146,30,58,144,208,3283.3
46,149,34,54,144,217,3282.53
47,150,40,62,144,230,3281.42
48,149,41,69,144,230,3281.42
49,150,43,67,144,230,3281.42
50,149,44,67,143,229,3281.51
51,149,41,65,143,221,3282.19
52,148,39,65,142,211,3283.04
53,135,39,60,142,209,3283.22
54,134,40,58,142,210,3283.13
55,132,39,60,139,214,3282.79
56,127,35,56,139,204,3283.64
57,125,33,55,136,205,3283.56
58,118,35,51,137,206,3283.47
59,118,39,53,137,217,3282.53
60,120,42,53,137,223,3282.02
61,120,44,55,137,225,3281.85
62,119,46,57,136,232,3281.25
63,117,47,58,136,235,3281.0
