x,a,b,c,d,index_value,true_index_value
2,159,222,242,238,462,3271.84
3,158,205,242,238,459,3272.31
4,149,193,242,238,450,3273.73
5,136,181,234,236,457,3272.63
6,97,179,234,234,461,3272.0
7,79,174,235,233,466,3271.21
8,78,156,231,230,457,3272.63
9,67,151,218,228,454,3273.1
10,30,143,205,228,459,3272.31
11,45,153,214,228,471,3270.42
12,52,155,220,228,475,3269.79
13,57,156,219,228,474,3269.95
14,59,151,207,228,469,3270.74
15,69,148,202,228,468,3270.9
16,72,143,204,229,468,3270.9
17,85,143,199,229,468,3270.9
18,89,142,197,229,465,3271.37
19,90,136,191,229,460,3272.15
20,90,121,184,227,446,3274.36
21,89,106,180,226,436,3275.93
22,70,90,163,224,418,3278.77
23,58,78,150,223,408,3280.34
24,56,87,145,222,408,3280.34
25,57,91,156,222,410,3280.02
26,59,107,168,222,422,3278.14
27,59,111,167,221,424,3277.82
28,62,114,167,221,423,3277.98
29,62,107,163,221,414,3279.4
30,61,107,166,220,412,3279.71
31,62,98,159,219,403,3281.13
32,62,96,153,219,402,3281.28
33,62,97,148,219,403,3281.13
34,65,98,152,219,404,3280.97
35,67,104,157,219,406,3280.65
36,68,107,156,218,408,3280.34
37,72,120,153,218,416,3279.08
38,75,122,153,219,419,3278.61
39,78,133,168,219,426,3277.51
40,82,134,173,219,425,3277.66
41,83,135,170,219,425,3277.66
42,83,127,166,219,416,3279.08
43,82,124,168,217,413,3279.55
44,79,117,163,217,405,3280.81
45,78,114,155,216,404,3280.97
46,77,107,151,216,396,3282.23
47,75,105,147,215,396,3282.23
48,74,104,147,214,392,3282.86
49,73,104,148,214,393,3282.7
50,73,99,144,214,391,3283.02
51,74,102,138,213,393,3282.7
52,76,105,140,214,396,3282.23
53,80,117,147,214,402,3281.28
54,80,121,152,214,404,3280.97
55,83,129,152,214,403,3281.13
56,83,130,153,214,404,3280.97
57,86,137,160,214,406,3280.65
58,87,140,161,214,408,3280.34
59,90,147,163,215,411,3279.87
60,95,152,163,215,414,3279.4
61,97,159,171,215,418,3278.77
62,99,164,176,215,423,3277.98
63,100,170,179,216,427,3277.35
64,105,177,182,216,433,3276.4
65,107,181,184,217,438,3275.62
66,111,188,194,217,441,3275.15
67,112,190,201,217,441,3275.15
68,114,190,200,217,441,3275.15
69,115,187,198,217,432,3276.56
70,116,186,198,217,432,3276.56
71,116,182,193,217,428,3277.19
72,118,185,190,217,432,3276.56
73,118,186,190,217,433,3276.4
74,120,184,190,217,434,3276.25
75,120,181,191,217,432,3276.56
76,120,180,190,217,432,3276.56
77,122,182,186,217,434,3276.25
78,123,184,186,217,439,3275.46
