x,a,b,c,d,index_value,true_index_value
2,126,39,53,23,180,3839.62
3,125,51,53,23,202,3837.95
4,106,52,53,22,202,3837.95
5,105,51,59,19,205,3837.73
6,70,36,53,19,155,3841.52
7,69,26,41,16,128,3843.57
8,48,14,29,15,76,3847.52
9,43,6,20,12,35,3850.63
10,22,7,12,12,17,3852.0
11,30,17,12,14,43,3850.02
12,49,30,29,14,61,3848.66
13,50,40,44,14,93,3846.23
14,54,44,49,14,104,3845.39
15,59,46,46,16,107,3845.17
16,60,50,52,16,114,3844.63
17,73,55,55,16,126,3843.72
18,73,61,55,16,132,3843.27
19,73,63,57,15,134,3843.12
20,71,65,64,13,130,3843.42
21,65,61,75,13,109,3845.01
22,65,58,74,13,91,3846.38
23,64,53,64,12,71,3847.9
24,64,57,57,14,88,3846.61
25,73,64,66,14,106,3845.24
26,75,68,76,16,132,3843.27
27,85,71,77,17,148,3842.05
28,85,67,71,17,149,3841.98
29,87,63,70,17,141,3842.58
30,88,59,65,17,131,3843.34
31,94,58,57,18,140,3842.66
32,94,56,55,18,145,3842.28
33,94,52,51,18,132,3843.27
34,92,50,50,17,117,3844.41
35,92,47,44,17,94,3846.15
36,92,46,43,17,91,3846.38
37,91,48,39,16,78,3847.37
38,88,52,39,16,102,3845.54
39,90,55,47,16,102,3845.54
40,90,57,51,16,114,3844.63
41,89,55,48,14,97,3845.92
42,86,52,43,14,85,3846.84
43,85,49,45,13,74,3847.67
44,85,48,46,14,81,3847.14
45,92,52,39,14,98,3845.85
46,92,45,39,14,106,3845.24
47,91,48,44,14,129,3843.5
48,87,50,50,14,130,3843.42
49,88,68,54,16,152,3841.75
50,92,70,56,16,154,3841.6
51,93,72,59,16,153,3841.67
52,93,71,64,16,142,3842.51
53,92,69,62,15,129,3843.5
54,92,66,59,15,118,3844.33
55,92,65,54,15,131,3843.34
56,92,63,54,15,126,3843.72
57,92,58,54,12,112,3844.79
58,90,55,46,12,91,3846.38
59,86,53,41,12,91,3846.38
60,86,53,42,12,92,3846.3
61,86,54,44,11,85,3846.84
62,85,52,43,11,77,3847.44
63,84,51,40,10,76,3847.52
64,84,48,34,10,61,3848.66
65,83,47,34,9,53,3849.26
66,81,43,34,9,37,3850.48
67,81,42,32,5,36,3850.55
68,79,45,30,5,50,3849.49
69,74,51,33,6,78,3847.37
70,77,55,39,8,98,3845.85
71,81,62,45,10,123,3843.95
72,86,65,48,12,130,3843.42
73,88,69,50,12,134,3843.12
74,91,70,50,12,138,3842.81
75,91,69,56,12,133,3843.19
76,91,68,55,12,131,3843.34
77,91,65,50,12,119,3844.25
78,91,62,47,12,105,3845.32
79,92,61,47,13,104,3845.39
80,94,59,42,13,100,3845.7
81,95,59,42,13,102,3845.54
