x,a,b,c,d,index_value,true_index_value
2,143,8,95,238,422,3856.96
3,143,7,95,235,410,3857.52
4,155,14,95,234,411,3857.47
5,207,21,101,234,427,3856.73
6,207,31,111,234,454,3855.49
7,206,31,112,233,454,3855.49
8,203,28,99,232,429,3856.64
9,202,27,88,230,414,3857.33
10,195,27,77,229,389,3858.48
11,177,29,95,226,375,3859.13
12,170,27,100,225,332,3861.11
13,166,27,86,220,330,3861.2
14,140,32,74,219,320,3861.66
15,136,38,71,218,340,3860.74
16,135,43,94,216,350,3860.28
17,126,40,97,213,340,3860.74
18,117,38,86,212,334,3861.02
19,108,39,79,210,315,3861.89
20,106,37,88,208,311,3862.08
21,103,38,89,208,315,3861.89
22,110,41,84,208,327,3861.34
23,114,45,81,208,340,3860.74
24,128,52,81,208,356,3860.0
25,132,57,94,207,370,3859.36
26,138,63,101,207,374,3859.17
27,142,67,98,207,382,3858.81
28,142,69,93,207,380,3858.9
29,153,72,89,207,392,3858.35
30,159,74,103,207,394,3858.25
31,159,78,111,207,395,3858.21
32,159,77,107,206,388,3858.53
33,158,74,101,205,366,3859.54
34,160,76,110,205,366,3859.54
35,165,76,109,206,371,3859.31
36,171,78,106,206,383,3858.76
37,175,79,98,206,384,3858.71
38,179,81,95,206,381,3858.85
39,180,81,106,206,377,3859.04
40,180,80,105,205,366,3859.54
41,180,74,96,205,343,3860.6
42,179,73,90,202,331,3861.16
43,171,68,96,201,310,3862.12
44,170,69,94,199,316,3861.85
45,168,68,91,198,318,3861.76
46,166,66,86,197,315,3861.89
47,161,65,80,195,315,3861.89
48,165,66,86,195,315,3861.89
49,165,68,89,195,323,3861.52
50,168,69,84,195,324,3861.48
51,169,70,80,195,319,3861.71
52,169,70,87,195,316,3861.85
53,168,70,88,193,307,3862.26
54,167,70,84,193,304,3862.4
55,167,66,79,193,290,3863.05
56,167,62,76,189,281,3863.46
57,165,58,76,185,265,3864.2
58,150,53,73,183,248,3864.98
59,146,49,67,181,228,3865.9
60,140,43,60,177,200,3867.19
61,133,39,61,173,178,3868.21
62,124,36,56,170,158,3869.13
63,117,36,53,168,158,3869.13
64,114,39,51,166,169,3868.62
65,113,41,51,165,167,3868.71
66,112,40,58,162,163,3868.9
67,106,41,56,159,157,3869.17
68,103,43,54,159,159,3869.08
69,103,45,54,158,169,3868.62
70,102,45,60,155,168,3868.67
71,99,44,59,153,173,3868.44
