x,a,b,c,d,index_value,true_index_value
2,221,125,183,228,438,3840.87
3,221,125,183,228,444,3839.8
4,220,127,183,229,454,3838.0
5,226,131,183,231,462,3836.56
6,238,136,186,232,467,3835.66
7,238,137,194,232,469,3835.31
8,237,137,196,232,473,3834.59
9,232,137,188,233,474,3834.41
10,231,137,188,233,476,3834.05
11,228,135,192,232,477,3833.87
12,224,131,189,232,475,3834.23
13,217,126,177,231,469,3835.31
14,209,120,166,231,465,3836.02
15,202,111,158,231,455,3837.82
16,197,106,158,231,453,3838.18
17,194,100,145,231,449,3838.9
18,194,101,139,231,451,3838.54
19,194,103,139,232,451,3838.54
20,202,107,138,233,455,3837.82
21,207,110,145,234,457,3837.46
22,207,114,152,235,464,3836.2
23,208,117,153,235,465,3836.02
24,208,116,149,235,465,3836.02
25,210,115,154,236,466,3835.84
26,213,114,152,236,469,3835.31
27,213,112,149,237,470,3835.13
28,212,110,143,237,469,3835.31
29,211,107,136,237,468,3835.49
30,210,104,139,236,467,3835.66
31,210,101,135,236,465,3836.02
32,208,97,128,235,461,3836.74
33,207,91,123,235,455,3837.82
34,206,88,123,235,452,3838.36
35,198,84,118,235,447,3839.26
36,196,84,113,234,449,3838.9
37,195,84,110,234,449,3838.9
38,194,81,112,234,445,3839.62
39,190,79,114,234,441,3840.33
40,187,76,111,234,441,3840.33
41,189,76,109,234,440,3840.51
42,189,76,105,235,437,3841.05
43,191,78,110,235,434,3841.59
44,194,80,113,236,431,3842.13
45,194,81,111,236,429,3842.49
46,194,80,110,236,429,3842.49
47,195,77,107,237,425,3843.21
48,195,76,109,237,426,3843.03
49,195,76,107,237,428,3842.67
50,195,77,105,237,431,3842.13
51,195,74,104,236,425,3843.21
52,194,69,104,235,420,3844.11
53,192,65,98,235,413,3845.36
54,187,64,92,236,412,3845.54
55,186,63,92,236,408,3846.26
56,187,64,87,236,406,3846.62
57,188,66,93,236,407,3846.44
58,191,69,98,237,409,3846.08
59,192,71,98,238,411,3845.72
60,192,71,98,238,410,3845.9
61,192,72,102,238,411,3845.72
62,191,72,101,238,409,3846.08
63,191,70,101,238,406,3846.62
64,190,67,96,237,403,3847.16
65,189,66,92,236,399,3847.88
66,188,66,94,236,399,3847.88
67,186,66,93,236,400,3847.7
68,184,63,91,235,399,3847.88
69,182,62,87,234,397,3848.24
70,179,58,89,234,391,3849.31
71,178,57,86,233,390,3849.49
72,175,54,83,233,384,3850.57
73,174,56,81,233,383,3850.75
74,173,57,78,233,383,3850.75
75,171,60,84,233,384,3850.57
76,171,61,86,233,381,3851.11
77,171,61,85,233,380,3851.29
78,171,61,83,233,381,3851.11
79,170,60,85,233,381,3851.11
80,171,61,84,233,382,3850.93
81,171,62,83,233,381,3851.11
82,171,63,83,232,381,3851.11
83,171,62,82,231,378,3851.65
84,170,61,83,231,378,3851.65
85,166,62,82,231,376,3852.01
86,165,63,81,231,377,3851.83
87,167,66,81,232,377,3851.83
88,168,69,83,233,379,3851.47
