x,a,b,c,d,index_value,true_index_value
2,237,140,239,235,398,3752.98
3,237,141,239,237,413,3751.3
4,236,163,239,237,433,3749.06
5,232,159,229,237,419,3750.63
6,226,133,219,236,387,3754.22
7,206,129,204,235,377,3755.34
8,199,122,196,234,379,3755.11
9,197,117,190,234,385,3754.44
10,177,117,183,234,391,3753.77
11,174,121,179,234,402,3752.53
12,174,123,190,234,407,3751.97
13,173,123,189,234,413,3751.3
14,161,122,182,234,413,3751.3
15,170,127,180,233,415,3751.08
16,171,124,187,233,409,3751.75
17,171,117,186,233,393,3753.54
18,170,107,172,233,374,3755.67
19,166,99,164,233,357,3757.58
20,165,92,159,233,341,3759.37
21,163,85,162,233,335,3760.04
22,155,75,157,233,315,3762.29
23,151,70,146,232,310,3762.85
24,150,68,138,232,307,3763.18
25,150,73,146,232,307,3763.18
26,149,78,148,232,312,3762.62
27,147,82,150,231,312,3762.62
28,142,76,153,230,299,3764.08
29,140,70,153,227,289,3765.2
30,126,54,146,225,264,3768.0
31,116,45,135,222,247,3769.91
32,108,30,128,220,229,3771.93
33,102,26,120,218,219,3773.05
34,92,34,126,216,220,3772.94
35,89,42,131,216,222,3772.71
36,89,52,133,216,227,3772.15
37,88,52,129,215,227,3772.15
38,88,54,125,214,227,3772.15
39,87,59,134,213,230,3771.82
40,82,61,135,212,231,3771.7
41,80,60,133,212,225,3772.38
42,80,55,130,211,219,3773.05
43,78,53,132,208,212,3773.83
44,71,51,130,208,212,3773.83
45,71,51,127,207,214,3773.61
46,69,60,124,205,229,3771.93
47,70,67,123,206,232,3771.59
48,70,77,138,206,246,3770.02
49,69,82,145,206,246,3770.02
50,68,82,145,204,246,3770.02
51,67,86,142,203,244,3770.25
52,67,90,144,203,244,3770.25
53,67,93,148,203,245,3770.13
54,67,88,148,202,240,3770.7
55,65,83,144,199,234,3771.37
56,57,65,137,195,221,3772.83
57,48,60,135,190,207,3774.4
58,42,59,125,189,205,3774.62
59,39,62,125,189,208,3774.28
60,39,70,132,188,219,3773.05
61,38,65,137,185,211,3773.95
62,33,60,135,183,202,3774.96
63,28,54,129,180,192,3776.08
64,24,53,124,180,183,3777.09
65,22,55,124,178,180,3777.42
66,20,54,126,176,173,3778.21
67,18,52,124,174,171,3778.43
68,15,48,120,171,165,3779.1
69,9,49,117,170,164,3779.22
70,7,50,118,169,165,3779.1
71,8,56,119,168,169,3778.66
72,8,56,117,168,169,3778.66
73,10,66,117,167,173,3778.21
74,13,72,114,167,175,3777.98
75,13,80,121,167,182,3777.2
76,13,85,127,167,184,3776.97
77,13,85,127,166,183,3777.09
78,11,89,124,163,186,3776.75
79,8,89,126,163,186,3776.75
80,8,92,127,162,185,3776.86
81,8,92,125,161,183,3777.09
82,8,94,122,161,182,3777.2
83,10,101,122,161,194,3775.85
84,11,103,124,161,197,3775.52
85,12,108,129,161,207,3774.4
86,12,106,128,160,201,3775.07
87,12,102,124,160,196,3775.63
88,11,102,126,158,197,3775.52
89,13,109,126,159,205,3774.62
90,15,115,127,159,216,3773.39
91,17,124,131,159,228,3772.04
92,17,126,135,159,231,3771.7
93,17,123,139,158,226,3772.26
94,17,120,137,158,222,3772.71
95,18,118,135,158,219,3773.05
96,19,120,134,157,217,3773.27
97,20,121,136,159,213,3773.72
