x,a,b,c,d,index_value,true_index_value
2,42,209,206,11,182,3754.65
3,42,198,206,10,192,3754.07
4,41,190,206,6,192,3754.07
5,12,180,210,6,171,3755.3
6,21,174,203,6,170,3755.35
7,48,166,179,6,168,3755.47
8,48,165,166,6,172,3755.24
9,53,161,152,8,175,3755.06
10,62,159,138,9,180,3754.77
11,62,159,151,9,185,3754.48
12,77,159,158,13,202,3753.48
13,91,162,147,14,215,3752.72
14,94,165,142,15,221,3752.37
15,101,162,141,16,231,3751.78
16,102,158,154,16,234,3751.61
17,106,157,150,17,244,3751.02
18,114,157,141,17,253,3750.49
19,121,160,134,18,263,3749.91
20,130,165,143,20,281,3748.86
21,134,168,159,22,283,3748.74
22,141,170,158,25,299,3747.8
23,146,172,152,27,301,3747.68
24,157,176,146,29,318,3746.69
25,160,180,167,33,324,3746.34
26,166,183,174,34,337,3745.58
27,166,179,171,33,332,3745.87
28,165,173,164,33,324,3746.34
29,157,167,155,34,311,3747.1
30,159,160,157,36,313,3746.98
31,163,156,157,37,320,3746.57
32,165,153,143,38,330,3745.99
33,166,149,133,39,333,3745.81
34,170,148,146,41,335,3745.69
35,177,146,147,44,336,3745.64
36,178,148,138,46,345,3745.11
37,182,151,133,48,350,3744.82
38,182,160,130,50,361,3744.17
39,195,166,146,53,371,3743.59
40,201,179,164,59,384,3742.83
41,205,184,173,64,389,3742.53
42,205,187,182,65,388,3742.59
43,204,177,199,65,375,3743.35
44,201,168,192,65,363,3744.06
45,197,154,172,66,349,3744.87
46,201,147,161,67,345,3745.11
47,201,143,153,69,348,3744.93
48,201,143,156,69,355,3744.52
49,201,139,153,69,361,3744.17
50,200,138,143,69,362,3744.11
51,199,131,136,68,351,3744.76
52,198,130,141,69,349,3744.87
53,203,134,137,71,359,3744.29
54,205,135,137,76,359,3744.29
55,205,137,139,72,362,3744.11
56,204,131,136,71,361,3744.17
57,198,127,137,71,352,3744.7
58,194,122,129,72,360,3744.23
59,193,119,123,72,361,3744.17
60,193,115,120,72,359,3744.29
61,192,112,121,72,356,3744.47
62,194,109,116,74,354,3744.58
63,196,107,111,76,356,3744.47
64,196,109,108,75,357,3744.41
65,196,110,103,75,358,3744.35
66,194,110,115,75,359,3744.29
67,194,112,119,77,359,3744.29
68,197,116,119,80,363,3744.06
69,197,119,119,80,361,3744.17
70,196,122,132,80,366,3743.88
71,195,119,139,80,366,3743.88
72,194,118,134,79,369,3743.7
73,192,115,129,77,368,3743.76
