x,a,b,c,d,index_value,true_index_value
2,133,53,84,17,80,3860.46
3,132,53,84,17,75,3860.78
4,111,62,84,17,87,3860.01
5,116,63,88,17,87,3860.01
6,117,62,89,17,103,3858.98
7,125,55,76,17,102,3859.04
8,128,49,63,17,93,3859.62
9,128,47,50,17,83,3860.27
10,127,45,39,17,77,3860.65
11,124,45,50,17,73,3860.91
12,119,45,56,17,78,3860.59
13,118,43,46,17,83,3860.27
14,117,41,35,17,86,3860.07
15,119,40,28,16,91,3859.75
16,123,38,46,16,91,3859.75
17,125,36,46,16,91,3859.75
18,125,34,37,16,92,3859.69
19,125,33,28,16,94,3859.56
20,125,31,23,16,80,3860.46
21,124,26,37,16,74,3860.85
22,119,20,33,15,54,3862.14
23,109,11,23,15,41,3862.98
24,107,8,13,13,28,3863.82
25,100,5,21,11,20,3864.33
26,91,7,25,10,24,3864.07
27,91,13,20,10,37,3863.24
28,90,17,20,10,45,3862.72
29,87,20,23,10,47,3862.59
30,86,19,32,9,45,3862.72
31,85,16,30,9,37,3863.24
32,84,18,24,9,42,3862.91
33,90,20,19,10,43,3862.85
34,91,25,35,10,50,3862.4
35,92,30,39,11,51,3862.33
36,95,32,37,11,58,3861.88
37,99,36,35,13,57,3861.94
38,103,39,34,14,62,3861.62
39,111,42,44,15,69,3861.17
40,114,48,50,16,79,3860.53
41,120,54,46,17,96,3859.43
42,124,58,46,17,100,3859.17
43,133,66,61,17,110,3858.53
44,135,68,69,17,111,3858.46
45,136,75,74,17,115,3858.2
46,140,77,74,18,120,3857.88
47,140,78,74,18,120,3857.88
48,139,78,81,18,120,3857.88
49,135,78,79,18,119,3857.94
50,137,78,78,18,123,3857.69
51,138,78,76,19,125,3857.56
52,143,81,82,20,128,3857.36
53,143,82,84,21,123,3857.69
54,143,81,84,21,116,3858.14
55,145,77,80,21,100,3859.17
56,145,74,77,20,91,3859.75
57,143,72,81,20,88,3859.94
58,143,72,80,21,96,3859.43
59,143,73,76,20,101,3859.11
60,143,73,76,20,102,3859.04
61,141,74,81,20,103,3858.98
62,140,74,84,20,104,3858.91
63,140,74,81,20,112,3858.4
64,140,76,79,20,117,3858.07
65,144,79,79,21,120,3857.88
66,145,81,87,22,123,3857.69
67,145,80,90,22,122,3857.75
68,145,76,86,21,118,3858.01
69,143,73,83,19,116,3858.14
70,141,66,84,18,107,3858.72
71,139,62,80,18,103,3858.98
72,133,56,72,17,96,3859.43
73,131,50,66,17,84,3860.2
74,129,38,62,17,63,3861.56
75,127,31,60,13,49,3862.46
76,115,21,52,10,33,3863.49
77,110,20,48,10,35,3863.36
78,109,18,48,9,38,3863.17
79,107,12,50,6,24,3864.07
80,102,7,46,4,15,3864.65
81,96,2,40,5,3,3865.43
82,99,8,37,6,16,3864.59
83,101,16,38,7,28,3863.82
84,105,25,46,8,45,3862.72
85,106,33,56,8,59,3861.82
86,107,37,60,9,64,3861.49
87,110,38,60,9,65,3861.43
88,110,38,62,9,62,3861.62
89,110,37,64,9,57,3861.94
90,109,36,61,8,55,3862.07
91,108,36,58,8,60,3861.75
92,109,36,55,8,61,3861.69
93,109,35,58,9,66,3861.36
94,109,34,57,9,65,3861.43
95,109,33,53,10,68,3861.24
96,112,35,50,10,69,3861.17
97,112,36,50,10,72,3860.98
98,113,36,55,10,72,3860.98
99,114,34,54,11,73,3860.91
100,114,33,50,13,75,3860.78
101,118,38,48,13,87,3860.01
102,118,42,53,13,91,3859.75
103,119,47,58,14,104,3858.91
104,119,49,60,16,107,3858.72
105,124,52,60,16,110,3858.53
106,125,52,60,16,111,3858.46
107,125,52,65,16,111,3858.46
108,125,51,64,17,112,3858.4
109,127,52,59,17,120,3857.88
110,127,53,59,17,123,3857.69
111,128,53,65,17,125,3857.56
112,128,51,66,17,122,3857.75
113,128,49,62,17,116,3858.14
114,128,48,60,17,114,3858.27
115,129,45,58,17,109,3858.59
116,129,44,60,17,108,3858.65
117,129,42,59,18,107,3858.72
118,129,42,57,18,108,3858.65
119,130,42,55,18,107,3858.72
120,131,43,56,18,112,3858.4
121,131,44,55,18,113,3858.33
122,132,44,55,18,118,3858.01
123,132,45,54,18,119,3857.94
124,132,45,55,18,121,3857.82
125,133,48,58,19,127,3857.43
126,133,48,59,19,130,3857.23
127,133,50,60,19,132,3857.11
128,132,50,59,19,130,3857.23
129,132,48,63,19,126,3857.49
130,132,47,62,19,126,3857.49
131,131,47,61,19,128,3857.36
132,133,50,61,19,131,3857.17
133,136,53,62,20,138,3856.72
134,139,57,67,22,141,3856.53
135,139,60,72,23,145,3856.27
136,141,62,74,23,145,3856.27
137,143,65,74,25,144,3856.33
138,144,69,79,26,147,3856.14
139,146,72,83,26,150,3855.94
140,148,76,87,28,157,3855.49
141,149,77,87,29,158,3855.43
142,150,78,89,29,162,3855.17
143,151,80,92,30,166,3854.91
144,152,82,92,31,173,3854.46
145,154,83,93,32,177,3854.2
146,156,89,93,33,190,3853.36
147,158,92,97,35,193,3853.17
148,159,98,104,36,207,3852.27
149,160,101,108,37,213,3851.88
150,160,100,108,37,215,3851.75
151,160,97,109,37,208,3852.2
152,160,91,108,37,196,3852.98
153,159,89,103,36,190,3853.36
154,159,84,98,35,182,3853.88
155,159,83,97,34,182,3853.88
156,157,80,97,34,180,3854.01
157,155,79,96,34,178,3854.14
158,155,80,94,34,184,3853.75
159,156,82,94,35,185,3853.69
160,157,85,96,35,194,3853.11
161,158,86,98,36,196,3852.98
162,159,88,99,37,199,3852.78
163,161,88,100,38,201,3852.65
164,162,88,100,39,201,3852.65
165,164,90,102,40,203,3852.52
166,164,92,102,41,206,3852.33
167,165,94,105,42,210,3852.07
168,165,95,106,42,216,3851.69
169,165,94,106,43,216,3851.69
170,165,91,107,43,213,3851.88
171,165,90,104,43,209,3852.14
172,165,88,102,43,208,3852.2
173,165,87,100,43,208,3852.2
174,165,86,100,43,203,3852.52
175,165,84,100,42,202,3852.59
176,165,80,98,42,189,3853.43
177,164,78,95,42,189,3853.43
178,163,74,91,41,183,3853.82
179,163,71,91,41,181,3853.94
180,163,68,87,41,178,3854.14
181,162,66,84,41,175,3854.33
182,162,65,82,41,172,3854.52
183,162,64,81,41,170,3854.65
184,162,63,81,40,167,3854.85
185,161,61,80,40,163,3855.11
186,160,58,76,39,156,3855.56
187,160,56,73,39,154,3855.69
188,159,54,73,39,155,3855.62
189,158,56,72,39,158,3855.43
190,159,59,72,39,169,3854.72
191,159,61,74,40,171,3854.59
192,159,64,77,40,178,3854.14
193,160,65,80,40,180,3854.01
194,160,66,80,41,183,3853.82
195,161,66,80,41,185,3853.69
196,164,68,79,43,185,3853.69
197,165,70,81,44,188,3853.49
198,165,72,84,45,188,3853.49
199,165,72,85,45,190,3853.36
200,166,74,85,45,192,3853.23
201,166,73,85,45,190,3853.36
202,166,72,87,45,189,3853.43
203,165,68,85,45,181,3853.94
204,164,66,83,44,179,3854.07
205,164,62,80,43,173,3854.46
206,162,61,80,43,171,3854.59
207,161,58,77,43,170,3854.65
208,161,58,77,43,172,3854.52
209,161,58,77,43,171,3854.59
