x,a,b,c,d,index_value,true_index_value
2,243,148,209,237,472,3816.26
3,242,140,209,237,461,3817.49
4,202,131,209,237,460,3817.6
5,194,121,217,237,439,3819.93
6,164,114,215,236,438,3820.04
7,156,107,197,235,420,3822.04
8,145,98,178,234,418,3822.26
9,144,93,168,234,411,3823.04
10,137,87,159,231,408,3823.37
11,116,84,157,230,403,3823.92
12,112,73,166,229,392,3825.15
13,111,70,155,228,389,3825.48
14,108,60,132,228,377,3826.81
15,108,59,119,228,371,3827.48
16,108,60,136,227,367,3827.92
17,107,61,138,226,362,3828.48
18,105,58,126,225,356,3829.14
19,103,52,116,223,349,3829.92
20,96,50,116,221,344,3830.47
21,87,51,124,220,344,3830.47
22,86,51,123,219,344,3830.47
23,91,52,113,219,343,3830.58
24,91,52,103,219,341,3830.81
25,93,55,123,219,343,3830.58
26,93,56,129,219,343,3830.58
27,92,57,123,217,342,3830.7
28,87,55,116,217,334,3831.58
29,85,52,120,215,328,3832.25
30,80,47,121,213,317,3833.47
31,77,44,109,212,312,3834.03
32,75,41,101,212,305,3834.8
33,75,41,97,211,303,3835.03
34,75,43,107,210,301,3835.25
35,75,41,110,210,297,3835.69
36,75,37,101,208,287,3836.8
37,73,30,85,205,281,3837.47
38,64,25,81,203,271,3838.58
39,57,20,91,202,265,3839.24
40,55,19,87,200,264,3839.36
41,53,21,79,199,264,3839.36
42,53,22,78,199,260,3839.8
43,52,22,90,197,256,3840.24
44,50,21,87,195,246,3841.35
45,45,22,83,193,243,3841.69
46,43,27,79,192,243,3841.69
47,42,29,79,192,242,3841.8
48,42,25,91,190,232,3842.91
49,41,22,87,186,227,3843.46
50,31,16,77,185,215,3844.79
51,30,12,72,182,205,3845.91
52,28,7,76,180,194,3847.13
53,21,3,73,177,183,3848.35
54,18,4,65,174,178,3848.9
55,17,4,64,174,178,3848.9
56,17,3,66,171,169,3849.9
57,16,2,71,168,165,3850.35
58,12,11,69,170,166,3850.23
59,19,23,69,171,182,3848.46
60,20,34,78,171,190,3847.57
61,20,42,98,169,189,3847.68
62,20,41,98,168,188,3847.79
63,21,42,93,169,181,3848.57
64,26,49,91,170,189,3847.68
65,30,55,91,170,199,3846.57
66,32,65,101,170,208,3845.57
67,33,69,109,170,209,3845.46
68,33,71,108,170,208,3845.57
69,33,63,105,169,185,3848.13
70,32,61,106,166,184,3848.24
71,30,58,99,167,173,3849.46
72,35,62,97,167,178,3848.9
73,36,66,99,167,186,3848.01
74,37,69,99,166,188,3847.79
75,39,71,103,166,188,3847.79
76,39,73,105,166,185,3848.13
77,39,72,102,165,180,3848.68
78,40,76,99,165,185,3848.13
79,42,80,105,167,189,3847.68
80,45,88,114,167,202,3846.24
81,47,94,117,167,210,3845.35
82,47,97,119,167,211,3845.24
83,47,94,121,165,206,3845.79
84,46,92,120,163,200,3846.46
85,44,92,115,163,199,3846.57
86,46,94,115,163,203,3846.13
87,46,95,113,163,204,3846.02
88,46,97,116,162,207,3845.68
89,46,94,117,162,201,3846.35
90,45,92,113,159,197,3846.79
91,42,88,103,158,190,3847.57
92,42,89,99,159,190,3847.57
93,45,93,101,159,199,3846.57
94,46,96,105,159,202,3846.24
95,46,99,106,159,205,3845.91
96,46,98,103,159,205,3845.91
97,46,98,103,158,207,3845.68
98,46,100,102,158,210,3845.35
99,48,103,102,158,215,3844.79
100,48,105,103,158,213,3845.02
101,48,104,103,157,212,3845.13
102,49,107,105,157,212,3845.13
103,49,108,108,157,215,3844.79
104,49,112,110,157,220,3844.24
105,49,114,110,156,222,3844.02
106,51,115,116,156,224,3843.8
107,52,116,117,157,225,3843.68
108,52,116,116,157,226,3843.57
109,53,116,114,157,227,3843.46
110,54,115,111,157,225,3843.68
111,54,111,114,157,219,3844.35
112,54,109,111,155,216,3844.68
113,53,105,103,155,211,3845.24
114,52,105,99,154,213,3845.02
115,52,106,96,154,213,3845.02
116,51,105,100,152,212,3845.13
117,51,105,101,152,210,3845.35
118,51,105,100,152,210,3845.35
119,50,104,99,150,211,3845.24
120,49,101,100,150,206,3845.79
121,49,98,99,149,203,3846.13
122,48,94,94,147,197,3846.79
123,46,91,89,145,194,3847.13
124,45,89,85,144,194,3847.13
125,44,89,86,144,195,3847.02
126,44,91,85,144,196,3846.9
127,45,91,84,144,189,3847.68
128,45,89,84,144,186,3848.01
129,44,88,83,141,179,3848.79
130,43,85,83,141,175,3849.24
131,42,82,79,140,165,3850.35
132,42,77,75,139,159,3851.01
133,41,73,68,134,149,3852.12
134,36,67,70,133,141,3853.01
135,35,61,68,131,133,3853.9
136,33,58,61,129,129,3854.34
137,32,52,55,127,122,3855.12
138,30,51,57,124,121,3855.23
139,27,51,56,122,120,3855.34
140,27,55,57,122,128,3854.45
141,27,60,60,123,138,3853.34
142,30,67,65,125,150,3852.01
143,33,73,71,125,160,3850.9
144,34,77,77,126,164,3850.46
145,34,82,83,126,167,3850.12
146,36,83,83,126,167,3850.12
147,36,83,87,125,168,3850.01
148,36,81,87,125,161,3850.79
149,35,80,83,123,161,3850.79
150,35,80,79,123,158,3851.12
151,35,77,78,123,155,3851.46
152,35,74,78,122,150,3852.01
153,33,72,72,120,144,3852.68
154,32,71,70,120,141,3853.01
155,33,74,68,120,147,3852.34
156,34,76,74,120,151,3851.9
157,35,79,75,120,156,3851.34
158,36,81,74,120,160,3850.9
159,36,83,74,121,161,3850.79
160,37,84,74,121,163,3850.57
161,37,83,78,121,160,3850.9
162,36,81,77,118,155,3851.46
163,35,77,72,117,150,3852.01
164,33,76,71,115,152,3851.79
165,33,77,73,115,153,3851.68
166,33,78,73,115,156,3851.34
167,33,79,72,114,159,3851.01
168,33,81,71,114,160,3850.9
169,34,83,71,115,163,3850.57
170,35,85,76,115,166,3850.23
171,35,86,76,115,167,3850.12
172,37,87,76,116,172,3849.57
173,38,90,76,116,173,3849.46
174,38,91,80,117,177,3849.01
175,40,93,83,117,178,3848.9
176,40,95,83,117,183,3848.35
177,41,97,85,118,184,3848.24
178,41,99,86,118,187,3847.9
179,42,100,89,118,187,3847.9
