x,a,b,c,d,index_value,true_index_value
2,197,134,134,238,448,3899.44
3,234,133,134,238,446,3899.57
4,234,130,134,238,429,3900.69
5,233,129,137,237,427,3900.82
6,219,128,134,237,421,3901.22
7,219,126,130,236,407,3902.14
8,217,123,121,235,405,3902.27
9,213,120,108,235,393,3903.06
10,212,117,98,233,377,3904.12
11,204,116,102,231,376,3904.18
12,198,115,106,230,364,3904.97
13,185,115,103,227,358,3905.37
14,170,109,93,226,332,3907.08
15,155,106,88,221,323,3907.68
16,129,102,93,220,303,3908.99
17,132,105,91,220,311,3908.47
18,138,107,89,220,311,3908.47
19,138,110,85,219,314,3908.27
20,141,111,91,218,309,3908.6
21,141,111,95,217,306,3908.8
22,140,111,92,215,298,3909.32
23,129,107,85,213,288,3909.98
24,120,106,81,210,280,3910.51
25,117,107,89,210,275,3910.84
26,117,107,92,209,275,3910.84
27,116,105,83,207,263,3911.63
28,110,105,77,206,262,3911.7
29,116,109,82,205,264,3911.56
30,121,113,89,205,276,3910.77
31,124,117,90,206,290,3909.85
32,133,121,88,206,298,3909.32
33,135,122,86,206,299,3909.26
34,135,122,95,204,300,3909.19
35,134,124,96,202,304,3908.93
36,132,127,97,204,314,3908.27
37,141,132,97,204,324,3907.61
38,147,134,98,204,328,3907.35
39,147,133,109,203,320,3907.87
40,146,130,107,200,311,3908.47
41,144,128,98,199,303,3908.99
42,144,130,96,199,311,3908.47
43,144,131,105,199,311,3908.47
44,146,132,110,198,319,3907.94
45,148,132,104,198,319,3907.94
46,148,131,101,198,314,3908.27
47,150,130,98,197,309,3908.6
48,150,131,101,197,308,3908.66
49,152,132,100,197,312,3908.4
50,153,134,95,197,319,3907.94
51,154,135,94,196,323,3907.68
52,157,137,101,197,331,3907.15
53,160,139,102,197,335,3906.88
54,165,139,101,197,338,3906.69
55,165,139,98,197,340,3906.56
56,168,139,98,197,337,3906.75
57,169,139,103,197,336,3906.82
58,169,138,103,197,328,3907.35
59,168,137,100,196,323,3907.68
60,168,136,96,196,315,3908.2
61,167,135,99,194,310,3908.53
62,166,134,97,194,300,3909.19
63,165,133,96,193,299,3909.26
64,163,132,91,192,293,3909.65
65,162,131,88,191,289,3909.92
66,161,130,92,191,288,3909.98
67,160,130,92,189,281,3910.44
68,158,130,91,188,281,3910.44
69,157,129,88,188,281,3910.44
70,160,130,90,188,281,3910.44
71,160,130,90,188,282,3910.38
72,162,131,89,188,284,3910.25
73,164,133,85,189,289,3909.92
74,168,136,85,189,302,3909.06
75,169,138,92,189,306,3908.8
76,173,140,94,189,319,3907.94
77,175,140,94,189,321,3907.81
78,177,140,93,189,323,3907.68
79,178,140,95,189,320,3907.87
80,178,140,95,189,318,3908.0
81,178,139,92,189,316,3908.14
82,179,139,90,189,316,3908.14
83,182,140,88,189,314,3908.27
84,183,141,92,189,320,3907.87
85,185,142,95,189,320,3907.87
86,186,142,94,189,325,3907.54
87,186,142,94,189,324,3907.61
88,187,140,95,189,315,3908.2
89,187,138,93,189,310,3908.53
90,186,134,89,188,288,3909.98
91,184,133,83,186,284,3910.25
92,182,131,79,186,271,3911.1
93,180,131,82,184,274,3910.9
94,179,129,81,184,275,3910.84
95,180,128,77,184,275,3910.84
96,180,128,75,184,271,3911.1
97,182,131,77,185,278,3910.64
98,186,132,77,185,278,3910.64
99,188,136,82,186,290,3909.85
100,189,136,85,186,291,3909.78
101,189,136,84,186,290,3909.85
102,190,135,85,185,284,3910.25
103,190,134,84,185,281,3910.44
104,189,132,81,183,273,3910.97
105,185,129,79,182,267,3911.37
106,182,126,79,175,258,3911.96
107,171,123,78,174,252,3912.35
108,166,122,76,171,250,3912.49
109,162,123,74,171,250,3912.49
110,162,124,74,170,249,3912.55
111,161,124,78,169,250,3912.49
112,160,123,78,168,248,3912.62
113,159,122,75,167,246,3912.75
114,158,124,73,166,249,3912.55
115,158,125,75,166,249,3912.55
116,159,126,78,166,251,3912.42
117,159,125,77,166,250,3912.49
118,159,125,75,165,254,3912.22
119,159,126,75,165,257,3912.03
120,158,126,78,164,258,3911.96
121,159,125,76,164,257,3912.03
122,160,125,75,164,252,3912.35
123,160,125,75,164,253,3912.29
124,160,125,74,163,253,3912.29
125,158,122,75,161,247,3912.68
126,157,119,73,161,236,3913.41
127,156,115,68,157,219,3914.53
128,149,111,65,154,211,3915.06
129,143,108,63,151,198,3915.91
130,140,106,62,147,192,3916.31
131,133,106,60,146,193,3916.24
132,134,108,59,146,195,3916.11
133,134,109,60,146,203,3915.58
134,136,111,63,148,211,3915.06
135,141,117,64,150,225,3914.13
136,147,120,66,150,240,3913.15
137,148,126,75,150,254,3912.22
138,150,127,84,151,256,3912.09
139,152,128,85,151,255,3912.16
140,153,129,84,151,257,3912.03
141,153,129,84,151,257,3912.03
142,153,128,84,151,250,3912.49
143,155,128,85,152,247,3912.68
144,160,130,84,152,257,3912.03
145,161,131,84,154,260,3911.83
146,164,133,87,156,273,3910.97
147,169,137,91,156,286,3910.11
148,171,138,93,156,296,3909.45
149,172,141,98,157,309,3908.6
150,174,141,98,157,313,3908.33
