x,a,b,c,d,index_value,true_index_value
2,100,36,117,21,79,3877.44
3,117,37,117,18,110,3876.1
4,117,36,117,11,121,3875.63
5,116,35,115,7,136,3874.98
6,128,29,114,15,130,3875.24
7,128,28,106,16,135,3875.03
8,153,25,89,16,141,3874.77
9,153,24,84,11,141,3874.77
10,152,23,71,13,127,3875.37
11,158,32,82,14,132,3875.16
12,164,33,85,14,133,3875.11
13,164,36,81,13,144,3874.64
14,166,35,67,13,143,3874.68
15,166,25,54,10,125,3875.46
16,165,24,66,8,119,3875.72
17,164,27,61,12,115,3875.89
18,170,29,54,13,116,3875.85
19,173,33,56,13,128,3875.33
20,175,32,62,15,115,3875.89
21,177,34,65,18,112,3876.02
22,183,40,64,19,131,3875.2
23,183,42,64,22,139,3874.85
24,186,51,64,29,171,3873.47
25,194,56,75,36,179,3873.13
26,200,68,82,37,213,3871.66
27,200,73,85,37,220,3871.36
28,203,76,85,34,215,3871.58
29,203,68,86,34,179,3873.13
30,202,63,90,32,164,3873.78
31,199,56,78,34,142,3874.72
32,200,53,67,35,147,3874.51
33,202,51,65,35,154,3874.21
34,202,49,70,36,142,3874.72
35,202,48,64,40,134,3875.07
36,207,51,58,41,146,3874.55
37,207,55,59,44,155,3874.16
38,210,55,59,45,157,3874.08
39,210,52,73,46,147,3874.51
40,213,53,70,47,161,3873.91
41,216,53,66,47,161,3873.91
42,216,50,68,47,145,3874.59
43,215,45,71,47,126,3875.41
44,213,40,63,47,102,3876.45
45,214,35,56,47,98,3876.62
46,216,35,50,49,113,3875.97
47,217,39,46,53,131,3875.2
48,217,42,57,55,152,3874.29
49,219,42,61,56,169,3873.56
50,220,41,54,52,169,3873.56
51,220,32,51,50,149,3874.42
52,219,31,52,51,144,3874.64
53,218,27,46,55,130,3875.24
54,218,28,46,56,135,3875.03
55,219,29,42,57,140,3874.81
56,219,30,42,54,135,3875.03
57,219,26,50,53,113,3875.97
58,218,26,47,52,105,3876.32
59,216,24,39,52,89,3877.01
60,218,26,37,53,99,3876.58
61,219,29,43,58,101,3876.49
62,219,31,45,58,107,3876.23
63,219,30,42,55,100,3876.54
64,219,25,36,49,84,3877.23
65,219,14,32,44,49,3878.73
66,217,10,31,44,36,3879.29
67,211,2,20,44,12,3880.33
68,211,1,15,43,10,3880.42
69,210,5,14,44,19,3880.03
70,210,6,20,44,19,3880.03
71,209,7,23,40,45,3878.91
72,209,8,18,41,55,3878.48
73,209,12,18,41,74,3877.66
74,209,13,16,41,83,3877.27
75,209,11,24,41,80,3877.4
76,209,10,21,41,78,3877.48
77,209,8,15,42,65,3878.04
78,209,8,13,42,63,3878.13
79,209,7,15,42,55,3878.48
80,210,7,13,43,55,3878.48
81,210,8,10,45,59,3878.3
82,211,11,9,46,74,3877.66
83,214,16,7,48,88,3877.05
84,214,19,16,51,95,3876.75
85,215,22,20,50,93,3876.84
86,215,20,15,49,81,3877.35
87,215,19,13,48,76,3877.57
88,214,20,14,47,76,3877.57
89,214,20,15,47,77,3877.53
90,213,21,13,47,74,3877.66
91,212,22,13,47,69,3877.87
92,213,25,11,47,72,3877.74
93,216,30,17,47,82,3877.31
94,217,33,22,56,88,3877.05
95,217,38,27,57,96,3876.71
96,217,40,29,58,99,3876.58
97,217,42,35,58,104,3876.36
98,217,42,36,57,102,3876.45
99,217,41,33,56,98,3876.62
100,217,37,28,56,89,3877.01
101,217,39,24,57,97,3876.66
102,217,40,27,57,99,3876.58
103,217,41,31,52,100,3876.54
104,217,36,29,50,83,3877.27
105,216,34,25,48,75,3877.61
106,213,27,24,46,54,3878.52
107,212,25,18,44,42,3879.04
108,211,23,13,43,34,3879.38
109,211,24,10,42,32,3879.47
110,211,21,10,42,18,3880.07
111,210,20,11,39,17,3880.11
112,209,24,7,39,27,3879.68
113,209,25,9,39,36,3879.29
114,209,29,12,39,55,3878.48
115,209,29,12,37,51,3878.65
116,209,29,15,37,47,3878.82
117,209,30,15,36,43,3878.99
118,208,30,13,35,38,3879.21
119,208,28,12,35,35,3879.34
120,207,27,13,30,33,3879.42
121,207,29,11,33,37,3879.25
122,208,31,11,34,47,3878.82
123,208,36,13,39,58,3878.35
124,210,42,15,42,73,3877.7
125,210,45,22,45,81,3877.35
126,211,50,29,44,90,3876.97
127,212,50,31,44,90,3876.97
128,212,50,31,44,86,3877.14
129,212,47,32,44,73,3877.7
130,212,46,30,44,68,3877.92
131,211,43,25,45,59,3878.3
132,212,45,23,45,68,3877.92
133,212,45,25,45,69,3877.87
134,212,45,26,45,66,3878.0
135,212,44,25,45,58,3878.35
136,212,43,22,45,51,3878.65
137,212,41,21,45,48,3878.78
138,212,38,21,45,43,3878.99
139,212,36,16,44,44,3878.95
140,211,36,12,45,49,3878.73
141,211,37,12,45,52,3878.61
142,211,39,14,37,48,3878.78
143,210,39,19,35,45,3878.91
144,209,39,18,35,47,3878.82
145,208,42,18,35,60,3878.26
146,209,44,19,37,68,3877.92
147,209,48,24,39,86,3877.14
148,210,51,28,41,92,3876.88
149,210,53,29,43,99,3876.58
150,211,57,30,45,110,3876.1
151,212,60,31,45,119,3875.72
152,212,63,38,45,129,3875.28
153,212,63,37,46,136,3874.98
154,213,64,37,47,141,3874.77
155,214,67,37,50,142,3874.72
156,215,70,42,52,150,3874.38
157,215,73,44,55,161,3873.91
158,216,75,47,56,164,3873.78
159,216,76,49,57,168,3873.6
160,216,75,49,57,157,3874.08
161,216,73,49,57,156,3874.12
162,216,73,47,57,150,3874.38
163,216,74,43,58,150,3874.38
164,218,78,45,60,172,3873.43
165,221,84,49,66,186,3872.83
166,221,88,58,77,209,3871.84
167,222,92,67,78,215,3871.58
168,222,92,67,79,210,3871.79
169,222,92,66,79,203,3872.09
170,222,88,66,76,193,3872.53
171,222,86,63,75,179,3873.13
172,221,82,58,75,169,3873.56
173,221,81,57,62,164,3873.78
174,221,77,57,56,159,3873.99
175,220,75,56,54,156,3874.12
176,216,70,52,52,144,3874.64
177,215,69,49,51,148,3874.47
178,215,67,47,51,149,3874.42
179,214,68,49,52,160,3873.95
180,214,70,49,52,160,3873.95
181,215,72,50,52,168,3873.6
182,215,73,51,51,168,3873.6
183,215,73,51,51,172,3873.43
184,214,74,54,51,173,3873.39
185,214,76,57,52,181,3873.04
186,214,76,57,52,183,3872.96
187,214,77,57,52,188,3872.74
188,215,78,59,53,188,3872.74
189,215,77,61,52,181,3873.04
190,215,77,59,52,181,3873.04
191,214,75,57,51,173,3873.39
192,214,66,57,51,169,3873.56
193,214,65,53,51,165,3873.73
194,214,64,39,49,160,3873.95
195,214,68,49,49,157,3874.08
196,214,68,51,50,164,3873.78
197,215,66,53,52,168,3873.6
198,215,62,55,51,176,3873.26
199,215,57,40,51,172,3873.43
200,214,62,35,52,173,3873.39
201,215,64,35,55,178,3873.17
202,215,75,52,57,188,3872.74
203,216,76,62,56,190,3872.65
204,216,76,62,55,189,3872.7
205,216,75,62,55,184,3872.91
206,215,66,63,55,183,3872.96
207,215,65,57,55,182,3873.0
208,215,59,36,56,184,3872.91
209,215,66,36,57,187,3872.78
210,215,71,47,57,191,3872.61
211,216,72,61,59,190,3872.65
212,216,70,59,60,191,3872.61
213,216,65,45,54,191,3872.61
214,216,69,44,52,192,3872.57
215,215,69,46,53,192,3872.57
216,215,73,57,52,187,3872.78
217,215,71,60,52,183,3872.96
218,214,69,57,52,176,3873.26
219,214,69,55,51,176,3873.26
220,214,69,57,52,180,3873.09
221,214,69,57,53,184,3872.91
222,214,70,57,53,192,3872.57
223,214,70,57,54,192,3872.57
224,215,70,58,55,191,3872.61
225,215,69,57,55,192,3872.57
226,215,70,56,56,197,3872.35
227,216,72,56,59,198,3872.31
228,216,75,57,61,218,3871.45
229,217,76,60,63,218,3871.45
230,217,79,64,64,229,3870.97
231,217,80,66,65,228,3871.02
232,217,80,66,67,227,3871.06
233,218,80,67,68,222,3871.27
234,218,79,66,69,218,3871.45
235,219,78,65,71,218,3871.45
236,219,77,64,68,216,3871.53
237,219,75,64,67,207,3871.92
238,218,74,64,68,203,3872.09
239,218,76,64,71,208,3871.88
240,218,78,64,73,209,3871.84
241,219,79,67,73,219,3871.4
242,219,79,68,73,216,3871.53
243,219,77,67,73,213,3871.66
244,218,76,64,73,211,3871.75
245,218,74,60,73,211,3871.75
246,219,75,59,73,220,3871.36
247,219,77,61,74,221,3871.32
248,219,77,62,73,224,3871.19
249,219,77,61,73,224,3871.19
250,219,78,61,73,235,3870.71
251,219,80,62,75,239,3870.54
252,220,84,65,77,253,3869.94
253,220,87,69,79,260,3869.64
254,220,89,72,81,263,3869.51
255,220,91,73,82,266,3869.38
256,220,92,78,80,263,3869.51
257,220,91,80,80,262,3869.55
258,220,90,78,80,260,3869.64
259,221,94,78,81,279,3868.82
260,222,99,79,84,295,3868.13
261,223,107,86,91,320,3867.05
262,225,116,94,98,348,3865.84
263,226,123,103,105,354,3865.58
264,226,129,114,112,361,3865.28
265,227,130,123,114,358,3865.41
266,227,129,124,115,353,3865.63
267,227,128,123,115,352,3865.67
268,227,126,120,115,344,3866.01
269,227,125,120,115,343,3866.06
270,228,126,118,117,355,3865.54
271,229,129,117,117,367,3865.02
272,229,135,122,124,388,3864.12
273,231,139,124,128,404,3863.43
274,232,150,135,137,431,3862.26
275,233,154,143,141,439,3861.92
276,233,159,152,146,459,3861.06
277,233,160,158,147,454,3861.27
278,234,158,159,149,452,3861.36
279,234,155,158,153,440,3861.88
280,235,153,154,155,438,3861.96
281,235,152,151,158,443,3861.75
282,235,152,151,160,449,3861.49
283,238,157,151,161,464,3860.84
284,238,159,157,175,468,3860.67
285,239,163,162,176,474,3860.41
286,239,163,163,179,472,3860.5
287,239,162,163,181,469,3860.62
288,239,160,163,181,459,3861.06
289,239,157,160,181,455,3861.23
290,239,155,156,182,450,3861.44
291,239,153,154,183,450,3861.44
292,239,150,151,184,441,3861.83
293,239,147,149,185,438,3861.96
294,239,145,145,185,432,3862.22
295,239,144,141,186,442,3861.79
296,240,145,140,188,444,3861.7
297,240,146,143,191,446,3861.62
298,241,144,143,192,442,3861.79
299,241,141,140,191,435,3862.09
300,241,140,137,190,432,3862.22
301,240,137,136,191,426,3862.48
302,241,136,134,193,428,3862.39
303,241,135,132,194,429,3862.35
304,241,134,130,194,428,3862.39
305,241,125,129,194,419,3862.78
306,241,122,123,195,413,3863.04
307,241,112,106,191,398,3863.69
308,241,108,102,189,388,3864.12
309,240,106,97,189,385,3864.25
310,240,104,97,189,386,3864.2
311,239,106,98,189,387,3864.16
312,239,107,98,190,387,3864.16
313,240,107,99,191,394,3863.86
314,240,108,99,191,405,3863.38
315,240,108,100,190,403,3863.47
316,240,111,101,189,396,3863.77
