x,a,b,c,d,index_value,true_index_value
2,141,33,142,237,455,3862.39
3,151,38,142,235,448,3863.19
4,151,39,142,234,440,3864.11
5,150,40,148,233,424,3865.94
6,140,36,148,231,408,3867.77
7,139,31,133,228,395,3869.26
8,109,26,126,226,372,3871.89
9,104,26,115,224,368,3872.35
10,103,24,105,223,350,3874.41
11,84,24,116,219,341,3875.45
12,83,33,127,218,338,3875.79
13,89,39,130,218,338,3875.79
14,89,48,127,218,341,3875.45
15,88,53,121,215,345,3874.99
16,90,61,136,215,347,3874.76
17,96,70,145,215,365,3872.7
18,99,77,143,215,366,3872.58
19,101,81,138,214,368,3872.35
20,101,72,133,213,351,3874.3
21,100,71,140,211,350,3874.41
22,100,68,127,211,340,3875.56
23,100,71,121,211,338,3875.79
24,107,70,117,210,338,3875.79
25,107,72,131,211,335,3876.13
26,113,81,130,211,346,3874.87
27,119,84,130,211,349,3874.53
28,121,91,140,210,355,3873.84
29,123,89,149,210,350,3874.41
30,123,85,149,210,342,3875.33
31,128,90,136,212,345,3874.99
32,138,98,131,213,355,3873.84
33,146,110,140,213,374,3871.67
34,151,119,173,213,383,3870.63
35,153,122,186,213,384,3870.52
36,153,118,178,213,371,3872.01
37,156,116,168,213,370,3872.12
38,157,116,159,213,368,3872.35
39,157,117,172,213,365,3872.7
40,156,113,171,211,362,3873.04
41,154,109,160,210,352,3874.19
42,153,103,149,210,350,3874.41
43,151,99,151,209,340,3875.56
44,150,91,146,208,331,3876.59
45,149,87,134,207,324,3877.39
46,144,78,120,204,307,3879.34
47,139,74,112,202,299,3880.26
48,135,72,118,200,290,3881.29
49,131,76,119,200,292,3881.06
50,131,76,121,199,290,3881.29
51,130,74,121,196,284,3881.97
52,123,69,121,194,278,3882.66
53,119,71,116,194,277,3882.78
54,119,70,114,193,273,3883.23
55,118,62,109,191,261,3884.61
56,112,55,103,186,248,3886.1
57,99,47,103,183,237,3887.36
58,96,51,97,183,239,3887.13
59,97,56,101,183,242,3886.78
60,97,63,102,182,252,3885.64
61,98,67,110,182,259,3884.84
62,98,71,115,181,260,3884.72
63,97,71,112,180,260,3884.72
64,99,72,104,180,257,3885.07
65,100,74,103,179,259,3884.84
66,100,75,107,180,259,3884.84
67,103,79,110,181,262,3884.49
68,108,83,107,181,266,3884.04
69,110,87,109,181,274,3883.12
70,110,91,119,181,277,3882.78
71,110,92,121,180,273,3883.23
72,110,91,117,180,272,3883.35
73,109,88,111,178,263,3884.38
74,108,85,106,178,260,3884.72
75,107,81,107,177,250,3885.87
76,108,81,103,178,248,3886.1
77,112,86,99,178,256,3885.18
78,113,90,104,178,261,3884.61
79,116,97,116,178,275,3883.0
80,117,100,119,179,277,3882.78
81,118,106,121,179,282,3882.2
82,119,107,121,179,282,3882.2
83,119,111,123,179,286,3881.74
84,119,112,128,179,285,3881.86
85,119,111,131,178,283,3882.09
86,119,105,126,176,272,3883.35
87,117,102,120,175,267,3883.92
88,116,95,115,174,254,3885.41
89,116,92,111,174,251,3885.75
90,116,88,104,174,245,3886.44
91,115,83,99,172,239,3887.13
92,113,76,93,170,232,3887.93
93,109,71,91,167,223,3888.96
94,102,67,82,163,217,3889.65
95,98,67,83,163,215,3889.88
96,97,68,85,162,215,3889.88
97,97,69,87,161,212,3890.22
98,97,69,90,160,207,3890.79
99,95,67,89,159,203,3891.25
100,93,67,84,157,202,3891.37
101,92,67,84,156,202,3891.37
102,91,71,88,154,202,3891.37
103,90,72,93,154,206,3890.91
104,90,75,94,154,210,3890.45
105,91,77,91,154,217,3889.65
106,95,83,91,154,222,3889.07
107,96,85,98,154,227,3888.5
108,97,92,103,154,234,3887.7
109,97,93,103,154,234,3887.7
110,98,97,104,155,239,3887.13
111,101,102,108,156,243,3886.67
112,104,106,112,156,248,3886.1
113,104,110,120,156,251,3885.75
114,105,112,120,156,251,3885.75
115,105,112,119,156,252,3885.64
116,106,114,121,157,254,3885.41
117,108,115,121,157,254,3885.41
118,108,114,121,157,247,3886.21
119,108,111,119,155,241,3886.9
120,107,108,117,154,233,3887.81
121,106,101,112,154,224,3888.85
122,105,99,104,153,219,3889.42
123,104,94,95,152,208,3890.68
124,103,94,92,151,204,3891.14
125,104,95,96,151,206,3890.91
126,104,95,98,151,209,3890.56
127,104,93,95,150,206,3890.91
128,102,90,91,147,200,3891.59
129,99,84,90,146,188,3892.97
130,97,82,85,144,184,3893.43
131,94,77,77,140,174,3894.57
132,89,77,77,139,177,3894.23
133,88,78,75,139,178,3894.11
134,89,80,79,138,183,3893.54
135,89,80,81,138,179,3894.0
136,89,79,81,137,177,3894.23
137,88,76,75,136,167,3895.37
138,86,75,77,133,167,3895.37
139,84,74,76,133,166,3895.49
140,84,74,76,132,165,3895.6
141,84,72,71,132,155,3896.75
142,83,67,71,130,149,3897.44
143,81,63,71,127,140,3898.47
144,78,55,63,125,133,3899.27
145,75,53,55,122,130,3899.61
146,72,52,54,122,128,3899.84
147,72,50,61,120,124,3900.3
148,71,51,60,118,127,3899.96
149,71,51,60,117,128,3899.84
150,71,53,63,117,132,3899.38
151,71,52,63,116,127,3899.96
