x,a,b,c,d,index_value,true_index_value
1,22,184,214,192,362,3773.35
2,65,184,214,191,362,3773.35
3,85,185,214,191,410,3770.4
4,139,186,214,191,432,3769.05
5,139,204,232,191,438,3768.68
6,138,195,230,191,400,3771.01
7,103,193,229,191,400,3771.01
8,103,187,220,191,408,3770.52
9,103,176,213,191,395,3771.32
10,102,174,208,191,394,3771.38
11,97,155,208,191,352,3773.96
12,89,154,203,190,352,3773.96
13,91,142,189,191,324,3775.68
14,91,142,183,191,341,3774.64
15,104,144,179,192,352,3773.96
16,119,145,186,193,364,3773.22
17,124,141,188,194,355,3773.78
18,130,140,181,196,354,3773.84
19,141,146,174,198,362,3773.35
20,152,153,174,202,385,3771.93
21,170,159,187,204,401,3770.95
22,172,158,192,208,407,3770.58
23,174,152,186,208,404,3770.77
24,174,147,179,208,387,3771.81
25,182,142,180,210,381,3772.18
26,184,140,177,213,375,3772.55
27,191,140,173,215,378,3772.36
28,191,139,173,216,379,3772.3
29,214,144,170,218,378,3772.36
30,214,144,174,223,372,3772.73
31,213,146,177,224,372,3772.73
32,224,145,171,229,376,3772.49
33,238,155,170,231,396,3771.26
34,240,157,175,236,405,3770.71
35,240,157,182,236,394,3771.38
36,240,150,178,231,352,3773.96
37,239,134,163,229,338,3774.82
38,228,125,156,227,310,3776.54
39,216,114,155,225,296,3777.4
40,209,108,150,223,288,3777.89
41,200,102,141,222,275,3778.69
42,195,98,136,221,271,3778.93
43,190,97,141,219,267,3779.18
44,183,96,141,216,268,3779.12
45,179,89,138,215,266,3779.24
46,176,89,132,215,267,3779.18
47,168,91,126,216,268,3779.12
48,169,98,133,217,276,3778.63
49,177,103,137,220,278,3778.5
50,177,108,139,221,288,3777.89
51,176,108,139,218,285,3778.07
52,174,102,141,217,275,3778.69
53,169,96,136,217,257,3779.79
54,164,90,129,217,247,3780.41
55,164,92,126,218,251,3780.16
56,173,94,123,220,258,3779.73
57,173,98,133,220,262,3779.48
58,172,97,134,219,259,3779.67
59,165,93,130,218,247,3780.41
60,164,93,128,216,240,3780.84
61,162,92,128,215,238,3780.96
62,156,94,129,215,245,3780.53
63,154,95,128,214,251,3780.16
64,152,95,124,213,258,3779.73
65,150,94,120,212,262,3779.48
66,149,91,123,210,261,3779.55
67,147,88,121,209,257,3779.79
68,143,82,114,209,249,3780.28
69,139,80,111,209,253,3780.04
70,139,75,113,208,247,3780.41
71,138,73,113,208,243,3780.65
72,135,67,107,208,231,3781.39
73,136,68,103,208,237,3781.02
74,136,69,103,208,247,3780.41
75,134,74,106,208,256,3779.85
76,134,78,108,208,268,3779.12
77,136,87,111,210,282,3778.26
78,143,97,111,212,299,3777.21
79,146,104,119,216,312,3776.42
80,147,111,125,216,326,3775.56
81,147,110,127,213,320,3775.92
82,146,103,123,210,302,3777.03
83,142,94,118,208,278,3778.5
84,138,83,115,205,253,3780.04
85,134,75,107,204,239,3780.9
86,128,75,102,205,235,3781.14
87,128,75,98,201,226,3781.69
88,128,72,103,196,219,3782.12
89,126,66,100,194,193,3783.72
90,117,57,93,193,185,3784.21
91,110,50,90,192,162,3785.62
92,103,44,85,187,161,3785.68
93,95,39,84,186,154,3786.11
94,93,36,84,183,151,3786.3
95,89,35,80,181,146,3786.61
96,87,36,78,178,146,3786.61
97,83,36,78,175,132,3787.47
98,79,35,80,171,131,3787.53
