x,a,b,c,d,index_value,true_index_value
1,42,152,227,9,350,3864.6
2,193,152,227,25,350,3864.6
3,218,145,227,34,328,3866.25
4,218,131,227,29,302,3868.19
5,217,126,236,28,280,3869.83
6,183,124,235,29,278,3869.98
7,148,123,229,26,282,3869.68
8,138,117,221,25,278,3869.98
9,137,114,203,26,275,3870.2
10,109,110,186,28,269,3870.65
11,113,109,186,31,275,3870.2
12,136,115,198,34,289,3869.16
13,139,116,202,42,296,3868.63
14,139,115,201,43,291,3869.01
15,138,109,188,45,277,3870.05
16,134,103,192,46,266,3870.87
17,136,99,178,48,270,3870.57
18,140,99,169,50,271,3870.5
19,167,106,165,55,290,3869.08
20,185,107,160,76,291,3869.01
21,188,116,189,80,302,3868.19
22,191,119,199,85,303,3868.11
23,195,122,199,86,308,3867.74
24,195,122,197,81,306,3867.89
25,194,117,210,80,298,3868.49
26,182,112,202,80,293,3868.86
27,167,107,185,82,290,3869.08
28,178,111,172,85,312,3867.44
29,183,111,168,94,318,3866.99
30,183,113,192,95,332,3865.95
31,182,111,196,96,328,3866.25
32,178,108,189,96,329,3866.17
33,187,114,179,97,347,3864.83
34,195,117,193,113,362,3863.71
35,195,125,215,116,380,3862.37
36,195,127,221,117,395,3861.25
37,200,131,216,119,408,3860.28
38,202,133,216,127,416,3859.68
39,209,137,233,133,433,3858.41
40,209,136,242,136,431,3858.56
41,208,132,236,136,426,3858.93
42,206,127,227,136,413,3859.9
43,204,123,228,138,407,3860.35
44,204,119,220,141,401,3860.8
45,206,118,212,143,409,3860.2
46,211,120,206,146,420,3859.38
47,219,127,202,153,442,3857.74
48,231,129,216,167,453,3856.92
49,231,132,232,174,452,3856.99
50,231,131,234,175,450,3857.14
51,231,131,228,180,451,3857.07
52,235,131,234,181,466,3855.95
53,238,132,234,187,469,3855.72
54,238,131,234,190,467,3855.87
55,237,128,231,191,462,3856.25
56,235,127,225,193,466,3855.95
57,236,123,228,197,468,3855.8
