x,a,b,c,d,index_value,true_index_value
1,58,176,163,8,130,3850.87
2,64,176,163,8,130,3850.87
3,63,176,163,8,129,3850.93
4,80,176,163,8,121,3851.43
5,86,176,167,8,120,3851.49
6,86,169,167,8,104,3852.49
7,85,166,160,8,103,3852.55
8,77,156,151,8,86,3853.62
9,74,154,145,8,84,3853.74
10,69,150,138,8,67,3854.8
11,68,146,144,7,65,3854.93
12,66,139,147,7,51,3855.8
13,65,135,136,7,50,3855.86
14,65,123,123,6,40,3856.49
15,64,118,116,5,26,3857.36
16,58,112,121,4,14,3858.11
17,58,109,118,6,6,3858.61
18,64,109,112,6,18,3857.86
19,67,112,108,8,20,3857.74
20,71,115,106,9,33,3856.93
21,92,125,117,10,50,3855.86
22,94,128,122,12,65,3854.93
23,96,138,127,13,80,3853.99
24,104,146,127,14,100,3852.74
25,113,151,137,18,109,3852.18
26,117,157,145,20,121,3851.43
27,117,155,145,21,121,3851.43
28,121,152,140,22,115,3851.8
29,121,149,137,23,112,3851.99
30,125,148,143,24,110,3852.12
31,125,148,142,25,115,3851.8
32,128,146,140,27,116,3851.74
33,142,151,136,29,129,3850.93
34,144,153,143,34,136,3850.49
35,147,159,151,36,149,3849.68
36,149,158,151,37,156,3849.24
37,150,158,148,38,161,3848.93
38,152,155,144,39,165,3848.68
39,152,152,148,40,163,3848.81
40,151,148,146,40,158,3849.12
41,151,145,141,40,151,3849.56
42,151,139,137,41,146,3849.87
43,151,131,138,39,132,3850.74
44,151,127,133,39,130,3850.87
45,149,121,128,39,128,3850.99
46,148,120,124,41,133,3850.68
47,148,120,123,42,127,3851.05
48,148,121,128,43,123,3851.3
49,148,122,127,44,129,3850.93
50,149,124,126,44,131,3850.8
51,151,123,125,45,135,3850.55
52,151,120,129,45,126,3851.12
53,151,115,127,44,113,3851.93
54,149,111,122,44,105,3852.43
55,146,107,117,44,104,3852.49
56,146,105,115,45,103,3852.55
57,146,104,118,45,103,3852.55
58,145,102,116,45,101,3852.68
59,145,103,114,45,109,3852.18
60,147,104,112,46,110,3852.12
61,147,106,117,46,119,3851.55
62,146,108,118,46,120,3851.49
63,145,110,119,47,128,3850.99
64,145,110,119,48,120,3851.49
65,145,108,119,48,115,3851.8
66,145,106,120,48,107,3852.3
67,145,105,118,48,109,3852.18
68,145,106,117,48,117,3851.68
69,146,108,116,49,125,3851.18
70,146,108,120,50,128,3850.99
71,146,107,121,50,123,3851.3
72,146,104,116,50,119,3851.55
73,146,102,114,51,119,3851.55
74,146,100,112,51,114,3851.87
75,146,98,112,52,116,3851.74
76,147,98,112,53,117,3851.68
77,147,99,112,52,132,3850.74
78,147,98,112,52,133,3850.68
79,146,96,112,52,133,3850.68
80,145,94,113,52,130,3850.87
81,146,96,110,53,141,3850.18
82,146,97,108,54,143,3850.06
83,154,106,111,55,165,3848.68
84,155,108,120,61,167,3848.56
85,156,113,123,62,172,3848.24
86,159,115,124,64,176,3847.99
87,159,115,124,64,171,3848.31
88,159,113,125,64,170,3848.37
89,157,111,125,64,163,3848.81
90,157,110,123,65,171,3848.31
91,158,111,121,65,179,3847.81
92,158,112,121,66,186,3847.37
93,158,117,125,67,198,3846.62
94,161,118,127,68,199,3846.56
95,161,118,129,69,200,3846.49
96,161,115,127,69,188,3847.24
97,160,110,127,69,179,3847.81
98,160,105,125,69,162,3848.87
99,159,101,120,68,157,3849.18
100,158,97,117,66,154,3849.37
101,157,96,116,66,153,3849.43
102,155,94,116,66,149,3849.68
103,154,94,115,66,149,3849.68
104,154,96,113,67,151,3849.56
105,154,97,113,67,157,3849.18
106,154,96,116,67,155,3849.31
107,154,95,115,67,155,3849.31
108,154,94,113,68,155,3849.31
109,155,96,112,68,163,3848.81
110,157,100,112,70,170,3848.37
111,157,102,116,71,177,3847.93
112,158,104,119,71,180,3847.74
113,158,105,119,72,179,3847.81
114,158,106,119,73,186,3847.37
115,158,106,122,73,189,3847.18
116,160,111,123,74,200,3846.49
117,163,115,123,77,204,3846.24
118,165,123,128,79,226,3844.87
119,167,129,133,81,230,3844.62
120,174,139,140,85,246,3843.62
121,178,143,144,91,252,3843.25
122,180,150,151,95,260,3842.75
123,181,151,155,97,267,3842.31
124,187,158,155,99,277,3841.68
125,189,161,159,104,289,3840.94
126,191,168,165,107,297,3840.44
127,191,166,169,108,289,3840.94
128,191,165,168,108,292,3840.75
129,192,167,168,110,295,3840.56
130,192,168,170,111,309,3839.69
131,192,165,170,111,303,3840.06
132,192,163,167,112,299,3840.31
133,193,163,165,113,300,3840.25
134,194,164,165,114,305,3839.94
135,199,172,167,116,326,3838.62
136,213,184,168,122,344,3837.5
137,217,201,179,135,372,3835.75
138,219,213,199,144,386,3834.88
139,220,220,214,146,396,3834.25
140,220,218,216,147,387,3834.81
141,220,212,212,147,381,3835.19
142,220,206,208,148,369,3835.94
143,221,201,205,149,365,3836.19
144,221,195,200,149,365,3836.19
145,221,192,196,149,369,3835.94
146,220,187,193,148,365,3836.19
147,219,183,191,147,358,3836.62
148,217,179,188,147,352,3837.0
149,216,175,185,147,345,3837.44
150,215,175,182,147,354,3836.87
151,219,183,179,149,373,3835.69
152,219,187,185,154,388,3834.75
153,222,195,195,156,406,3833.63
154,223,195,198,159,410,3833.38
155,223,196,198,161,419,3832.81
156,223,197,200,161,423,3832.56
157,223,195,201,162,421,3832.69
158,223,190,199,163,415,3833.06
159,223,185,194,163,402,3833.88
160,223,181,189,163,403,3833.81
161,223,178,187,163,404,3833.75
162,223,176,186,164,409,3833.44
163,223,173,185,165,409,3833.44
164,223,172,182,165,410,3833.38
165,222,170,181,166,400,3834.0
166,222,167,181,166,394,3834.38
167,222,164,177,166,384,3835.0
168,222,161,175,166,384,3835.0
169,222,157,172,167,383,3835.06
170,222,154,172,167,378,3835.38
171,222,152,168,167,383,3835.06
172,224,153,166,169,384,3835.0
173,224,153,168,171,392,3834.5
174,224,152,168,171,390,3834.63
175,225,152,168,173,394,3834.38
176,226,153,168,174,396,3834.25
177,227,156,168,176,409,3833.44
178,229,160,168,178,412,3833.25
179,230,164,173,182,422,3832.63
180,231,168,177,184,428,3832.25
181,231,170,180,185,430,3832.13
182,232,171,181,186,433,3831.94
183,234,175,182,188,438,3831.63
184,236,177,185,191,450,3830.88
185,238,183,188,195,464,3830.0
186,239,186,190,198,468,3829.75
187,240,191,193,200,472,3829.5
188,240,192,198,201,474,3829.38
189,240,191,198,201,476,3829.25
190,240,189,197,202,475,3829.32
191,240,188,196,203,474,3829.38
192,240,185,196,203,470,3829.63
193,240,183,194,203,469,3829.69
194,240,180,192,204,467,3829.82
195,240,179,190,204,468,3829.75
196,239,177,189,205,468,3829.75
197,240,176,189,206,465,3829.94
198,241,175,188,208,460,3830.25
199,241,172,187,209,451,3830.82
200,241,169,185,209,446,3831.13
201,241,167,184,209,445,3831.19
202,240,167,183,209,446,3831.13
203,240,167,183,210,445,3831.19
204,241,165,182,211,441,3831.44
205,241,166,181,212,449,3830.94
206,241,168,181,213,450,3830.88
207,241,170,184,214,463,3830.07
208,241,169,185,214,461,3830.19
209,241,167,183,214,453,3830.69
210,241,165,182,214,452,3830.75
211,241,162,180,214,450,3830.88
212,240,161,179,214,451,3830.82
213,240,163,177,215,457,3830.44
214,241,164,177,216,462,3830.13
215,241,164,180,217,463,3830.07
216,242,163,180,218,459,3830.32
217,242,162,178,220,455,3830.57
218,242,162,177,220,455,3830.57
219,242,162,177,220,456,3830.5
220,242,162,179,221,457,3830.44
221,242,161,179,222,458,3830.38
222,242,161,179,222,457,3830.44
223,242,160,179,223,457,3830.44
224,242,158,179,223,455,3830.57
225,242,156,178,223,448,3831.0
226,242,153,176,223,443,3831.32
227,242,151,173,223,437,3831.69
228,241,150,172,223,437,3831.69
229,240,150,172,223,437,3831.69
230,240,148,173,223,433,3831.94
231,240,147,170,223,432,3832.0
232,240,144,169,223,424,3832.5
233,239,142,168,223,423,3832.56
234,239,140,165,223,421,3832.69
235,239,140,164,224,422,3832.63
236,239,139,164,224,420,3832.75
237,239,137,162,224,416,3833.0
238,238,135,161,224,409,3833.44
239,238,133,160,223,405,3833.69
240,237,131,158,223,403,3833.81
241,237,129,156,223,399,3834.06
242,236,127,156,223,396,3834.25
243,236,126,155,223,396,3834.25
244,236,125,155,223,396,3834.25
245,236,125,154,223,405,3833.69
246,236,125,154,223,405,3833.69
247,236,125,155,224,405,3833.69
248,236,124,154,224,397,3834.19
249,235,123,153,224,398,3834.13
250,235,121,151,224,398,3834.13
251,235,119,151,223,393,3834.44
252,234,117,149,223,385,3834.94
253,234,114,148,223,377,3835.44
254,234,112,147,222,375,3835.56
255,233,110,145,222,371,3835.81
256,232,109,145,222,368,3836.0
257,232,108,145,222,366,3836.13
258,232,107,143,222,363,3836.31
259,232,107,143,222,369,3835.94
260,231,108,143,222,376,3835.5
261,231,110,144,223,385,3834.94
262,232,114,145,224,401,3833.94
263,233,117,146,225,401,3833.94
264,233,120,149,226,412,3833.25
265,233,120,152,227,411,3833.31
266,233,120,152,227,411,3833.31
267,233,120,152,228,414,3833.13
268,233,121,151,228,419,3832.81
269,233,122,151,228,422,3832.63
270,233,123,154,229,424,3832.5
271,233,125,154,229,425,3832.44
272,233,126,154,230,426,3832.38
273,233,128,156,231,429,3832.19
274,234,128,157,232,430,3832.13
275,234,128,158,232,426,3832.38
276,234,128,157,232,425,3832.44
277,234,128,157,232,419,3832.81
278,234,127,158,232,415,3833.06
279,233,126,157,233,406,3833.63
280,233,124,157,233,401,3833.94
281,233,123,156,233,400,3834.0
282,232,121,154,233,399,3834.06
283,232,120,154,233,399,3834.06
284,232,119,153,233,397,3834.19
285,232,119,153,233,396,3834.25
286,232,119,153,233,393,3834.44
287,232,118,153,234,389,3834.69
288,231,117,153,233,385,3834.94
289,231,116,152,233,382,3835.13
290,231,115,151,233,380,3835.25
291,230,114,151,233,382,3835.13
292,230,114,151,233,386,3834.88
293,230,115,151,233,392,3834.5
294,230,116,151,233,405,3833.69
295,230,118,151,234,406,3833.63
296,230,119,152,234,414,3833.13
297,230,120,153,235,415,3833.06
298,230,121,153,236,415,3833.06
299,230,122,154,236,411,3833.31
300,230,122,154,237,409,3833.44
301,230,123,154,237,409,3833.44
302,230,123,155,237,411,3833.31
303,230,122,155,238,410,3833.38
304,230,122,155,238,409,3833.44
305,230,121,154,237,400,3834.0
306,230,120,154,237,398,3834.13
307,230,119,153,237,393,3834.44
308,230,118,153,237,394,3834.38
309,229,117,152,237,392,3834.5
