x,a,b,c,d,index_value,true_index_value
1,193,39,108,180,382,4152.37
2,226,39,108,180,381,4152.46
3,226,36,108,180,373,4153.19
4,225,35,103,180,362,4154.18
5,221,32,101,180,353,4155.0
6,200,28,93,180,330,4157.09
7,162,36,85,178,330,4157.09
8,142,41,84,177,328,4157.27
9,131,53,85,176,347,4155.54
10,114,62,101,175,348,4155.41
11,107,65,111,174,350,4155.27
12,122,76,110,174,358,4154.55
13,128,77,106,174,365,4153.91
14,128,80,106,174,369,4153.55
15,129,80,119,174,371,4153.37
16,129,82,118,173,369,4153.55
17,128,83,114,172,371,4153.37
18,128,83,110,172,368,4153.64
19,127,78,114,172,350,4155.27
20,119,73,118,171,337,4156.45
21,105,66,108,169,331,4157.0
22,91,60,99,167,319,4158.08
23,85,56,94,166,313,4158.63
24,63,49,101,163,310,4158.86
25,61,48,97,162,308,4159.08
26,45,40,89,159,300,4159.81
27,30,36,82,158,294,4160.35
28,20,33,72,156,287,4160.99
29,13,35,81,154,280,4161.62
30,13,42,86,154,290,4160.71
31,14,48,85,153,297,4160.08
32,24,58,83,153,314,4158.54
33,36,68,97,154,329,4157.18
34,38,75,108,154,339,4156.27
35,38,79,108,154,337,4156.45
36,41,75,104,154,332,4156.9
37,50,75,96,154,333,4156.81
38,58,79,104,155,334,4156.72
39,59,84,110,155,340,4156.18
40,59,85,109,155,341,4156.09
41,62,86,105,154,348,4155.45
42,62,86,115,153,349,4155.36
43,61,85,116,153,346,4155.63
44,56,85,113,151,342,4156.0
45,56,86,110,151,343,4155.91
46,59,86,109,151,342,4156.0
47,59,82,113,151,336,4156.54
48,58,78,109,150,332,4156.9
49,56,75,104,150,327,4157.36
50,56,77,99,149,328,4157.27
51,55,78,107,149,330,4157.09
52,54,76,110,148,324,4157.63
53,53,75,104,148,324,4157.63
54,60,80,99,147,322,4157.81
55,62,81,98,147,323,4157.72
56,62,80,110,147,319,4158.08
57,61,72,107,147,312,4158.72
58,59,68,99,147,298,4159.99
59,52,58,92,144,289,4160.81
60,51,56,97,143,279,4161.71
61,38,52,94,141,274,4162.17
62,30,53,92,138,272,4162.35
63,30,57,88,137,276,4161.98
64,35,64,88,137,294,4160.35
65,37,69,97,138,294,4160.35
66,42,77,104,138,306,4159.26
67,45,78,103,139,308,4159.08
68,49,80,103,139,308,4159.08
69,50,77,105,139,303,4159.54
70,51,76,102,139,297,4160.08
71,54,76,97,139,295,4160.26
72,60,79,96,141,299,4159.9
73,70,85,96,142,305,4159.35
74,74,90,105,142,307,4159.17
75,74,90,113,142,303,4159.54
76,73,87,111,142,295,4160.26
77,70,82,104,141,286,4161.08
78,69,82,106,140,284,4161.26
79,68,84,106,140,290,4160.71
80,67,84,103,139,291,4160.62
81,67,83,103,139,286,4161.08
82,65,84,99,137,283,4161.35
83,70,89,103,138,295,4160.26
84,77,97,107,140,296,4160.17
85,78,102,112,140,301,4159.72
86,83,108,116,141,315,4158.45
87,102,119,120,144,313,4158.63
88,102,123,126,145,321,4157.9
89,103,131,138,145,328,4157.27
90,103,126,140,144,319,4158.08
91,102,122,136,144,317,4158.27
92,97,116,137,142,305,4159.35
93,97,113,135,142,301,4159.72
94,96,111,130,141,296,4160.17
95,96,110,127,141,295,4160.26
96,96,107,127,141,294,4160.35
97,95,106,128,140,295,4160.26
98,89,106,126,139,291,4160.62
99,95,107,124,139,296,4160.17
100,104,113,126,141,302,4159.63
101,104,113,130,141,300,4159.81
102,103,109,131,141,288,4160.9
103,99,104,125,138,288,4160.9
104,92,100,122,137,283,4161.35
105,92,96,123,137,276,4161.98
106,90,93,120,136,279,4161.71
107,85,88,115,134,269,4162.62
108,82,85,111,133,264,4163.07
109,81,88,107,132,277,4161.89
110,81,91,110,132,277,4161.89
111,87,98,114,133,290,4160.71
112,89,102,117,133,297,4160.08
113,90,105,118,133,302,4159.63
114,93,107,120,134,302,4159.63
115,93,107,122,134,300,4159.81
116,94,108,121,134,301,4159.72
117,99,114,120,136,305,4159.35
118,105,120,121,137,317,4158.27
119,105,125,130,137,322,4157.81
120,106,131,136,137,330,4157.09
121,107,132,137,137,331,4157.0
122,109,132,138,137,332,4156.9
123,109,129,138,137,327,4157.36
124,110,128,138,137,327,4157.36
125,111,125,133,137,325,4157.54
126,113,124,132,137,322,4157.81
127,113,120,129,137,319,4158.08
128,113,118,129,137,313,4158.63
129,112,114,124,137,308,4159.08
130,112,112,122,137,304,4159.44
131,113,111,119,137,302,4159.63
132,114,109,117,137,301,4159.72
133,115,110,117,137,301,4159.72
134,115,110,116,137,303,4159.54
135,116,112,116,137,304,4159.44
136,122,117,116,139,311,4158.81
137,133,124,121,142,313,4158.63
138,134,128,127,143,320,4157.99
139,135,134,134,143,320,4157.99
140,139,138,136,144,326,4157.45
141,150,149,139,147,335,4156.63
142,161,158,147,150,349,4155.36
143,165,170,159,153,365,4153.91
144,169,179,172,155,378,4152.73
145,170,182,178,155,374,4153.1
146,172,181,184,156,379,4152.64
147,174,180,183,157,372,4153.28
148,174,177,179,157,371,4153.37
149,174,174,178,157,367,4153.73
150,174,169,172,156,360,4154.36
151,174,164,172,156,354,4154.91
152,173,158,169,155,344,4155.82
153,171,150,162,155,337,4156.45
154,167,142,156,153,318,4158.17
155,164,136,151,152,310,4158.9
156,157,133,147,150,303,4159.54
157,156,135,147,148,302,4159.63
158,155,137,148,148,308,4159.08
159,154,138,148,147,304,4159.44
160,153,134,150,147,308,4159.08
161,150,131,147,145,301,4159.72
162,149,126,143,145,295,4160.26
163,146,125,142,143,293,4160.44
164,147,127,146,143,301,4159.72
165,147,132,148,143,297,4160.08
166,147,133,150,143,304,4159.44
167,147,135,149,142,305,4159.35
168,148,137,149,143,307,4159.17
169,149,141,153,143,314,4158.54
170,150,144,155,143,320,4157.99
171,152,146,156,144,328,4157.27
172,155,148,156,146,335,4156.63
173,158,150,157,147,343,4155.91
174,160,152,158,147,337,4156.45
175,161,154,160,148,348,4155.45
176,165,157,162,149,354,4154.91
177,171,163,162,151,360,4154.36
178,175,167,167,153,369,4153.55
179,178,175,173,155,379,4152.64
180,184,181,176,158,391,4151.55
181,190,183,182,160,395,4151.19
182,192,187,189,161,395,4151.14
183,193,187,190,161,396,4151.1
184,195,186,188,162,396,4151.1
185,196,183,186,162,396,4151.1
186,197,182,182,162,397,4151.01
187,198,182,182,163,404,4150.37
188,200,183,182,164,406,4150.19
189,202,184,181,164,411,4149.74
190,204,185,181,166,414,4149.47
191,206,185,183,166,415,4149.38
192,211,188,184,168,426,4148.38
193,215,191,184,170,420,4148.92
194,217,196,187,171,433,4147.74
195,220,198,190,173,436,4147.47
196,221,199,196,173,439,4147.2
197,223,197,196,174,435,4147.56
198,225,196,193,175,434,4147.65
199,225,193,192,175,422,4148.74
200,225,189,190,175,427,4148.29
201,224,184,187,174,412,4149.65
202,224,179,181,174,404,4150.37
203,223,174,178,174,397,4151.01
204,223,171,174,174,391,4151.55
205,222,166,172,173,387,4151.92
206,222,165,169,173,381,4152.46
207,223,163,166,173,386,4152.01
208,223,162,165,173,384,4152.19
209,223,160,164,173,381,4152.46
210,223,157,161,173,377,4152.82
211,222,153,159,173,368,4153.64
212,222,151,155,173,366,4153.82
213,223,149,153,173,369,4153.55
214,224,150,154,174,372,4153.28
215,225,152,154,174,376,4152.91
216,226,153,155,175,382,4152.37
217,228,154,155,176,384,4152.19
218,230,154,155,177,383,4152.28
219,231,153,158,177,380,4152.55
220,232,152,157,177,379,4152.64
221,232,150,154,177,377,4152.82
222,232,149,152,177,376,4152.91
223,232,147,152,177,374,4153.1
224,232,146,152,177,374,4153.1
225,231,145,150,177,371,4153.37
226,231,144,147,177,370,4153.46
227,230,140,146,177,363,4154.09
228,227,136,146,177,359,4154.46
229,225,132,141,175,352,4155.09
230,224,128,139,174,346,4155.63
231,224,126,136,173,340,4156.18
232,223,125,136,173,339,4156.27
233,223,123,135,173,335,4156.63
234,222,120,134,173,334,4156.72
235,221,117,130,172,326,4157.45
236,220,114,126,171,324,4157.63
237,220,114,127,171,319,4158.08
238,220,115,127,171,323,4157.72
239,220,115,127,171,323,4157.72
240,220,115,126,171,322,4157.81
241,220,115,127,171,322,4157.81
242,220,115,127,171,324,4157.63
243,220,114,127,171,323,4157.72
244,220,112,123,171,319,4158.08
245,220,111,122,171,316,4158.36
246,219,109,122,170,312,4158.72
247,217,110,122,170,313,4158.63
248,217,110,121,169,314,4158.54
249,217,110,121,169,312,4158.72
250,217,109,122,169,311,4158.81
251,216,109,121,169,310,4158.9
252,216,109,120,168,311,4158.81
253,215,111,120,168,315,4158.45
254,215,111,120,168,316,4158.36
255,215,111,123,168,318,4158.17
256,215,109,122,168,315,4158.45
257,214,108,119,168,315,4158.45
258,214,107,119,167,311,4158.81
259,214,106,119,167,310,4158.9
260,214,107,119,167,313,4158.63
261,215,109,119,168,317,4158.27
262,215,110,121,168,321,4157.9
263,215,109,121,168,320,4157.99
264,215,108,121,168,314,4158.54
265,214,106,119,167,313,4158.63
266,214,105,118,167,310,4158.9
267,213,105,118,167,310,4158.9
268,212,106,118,166,310,4158.9
269,212,106,118,166,310,4158.9
270,213,107,118,166,314,4158.54
271,213,107,118,166,315,4158.45
272,213,107,118,166,315,4158.45
273,213,106,118,166,313,4158.63
274,212,105,117,166,311,4158.81
275,211,105,115,166,311,4158.81
276,210,106,115,165,312,4158.72
277,210,106,117,165,312,4158.72
278,211,109,117,165,314,4158.54
279,211,110,119,165,314,4158.54
280,212,111,121,165,321,4157.9
281,212,110,120,166,318,4158.17
282,212,109,120,166,313,4158.63
283,213,111,120,166,311,4158.81
284,214,112,121,166,310,4158.9
285,214,115,122,166,310,4158.9
286,215,117,122,167,315,4158.45
287,215,118,125,167,318,4158.17
288,215,117,126,167,321,4157.9
289,215,116,124,167,319,4158.08
290,215,116,123,167,317,4158.27
291,215,116,124,167,314,4158.54
292,215,114,124,167,311,4158.81
293,214,111,121,167,306,4159.26
294,212,107,119,165,302,4159.63
295,210,105,118,164,289,4160.81
296,208,101,116,163,288,4160.9
297,206,99,115,162,284,4161.26
298,205,98,114,162,281,4161.53
299,204,97,113,160,277,4161.89
300,204,94,113,160,269,4162.62
301,202,92,113,160,262,4163.25
302,199,91,111,159,259,4163.53
303,197,91,112,156,257,4163.71
304,196,91,112,155,256,4163.8
305,195,91,114,155,252,4164.16
306,194,91,114,155,249,4164.39
307,193,91,115,154,247,4164.62
308,192,91,115,153,244,4164.89
309,191,91,116,152,242,4165.07
310,191,89,117,152,235,4165.7
311,190,86,115,152,236,4165.61
312,188,84,113,151,230,4166.16
313,187,85,113,150,228,4166.29
314,187,85,114,149,227,4166.43
315,186,82,113,149,218,4167.25
316,185,80,112,148,214,4167.61
317,183,75,109,147,205,4168.42
318,182,73,109,146,201,4168.79
319,180,71,106,146,195,4169.33
320,179,72,105,144,197,4169.15
321,178,74,105,143,205,4168.42
322,177,75,105,143,207,4168.24
323,177,75,107,143,207,4168.24
324,177,74,106,142,204,4168.52
325,176,76,105,141,207,4168.24
326,176,77,105,141,210,4167.97
327,177,80,108,141,213,4167.7
328,177,81,108,141,216,4167.43
329,177,81,108,141,218,4167.25
330,176,80,107,141,218,4167.25
331,175,80,106,141,220,4167.06
332,175,81,106,140,225,4166.61
333,176,85,107,140,232,4165.98
334,177,86,107,141,239,4165.34
335,177,87,110,141,240,4165.25
336,177,85,111,141,232,4165.98
337,176,81,108,141,226,4166.52
338,175,80,104,140,222,4166.88
339,174,79,103,139,223,4166.79
340,173,75,103,139,215,4167.52
341,171,73,102,138,213,4167.7
342,165,69,99,134,210,4167.97
343,163,70,99,132,215,4167.52
344,163,70,98,131,218,4167.25
345,163,70,100,131,217,4167.34
346,161,68,99,131,214,4167.61
347,160,65,97,130,204,4168.52
348,160,62,95,129,197,4169.15
349,159,60,93,129,194,4169.42
350,157,54,91,128,186,4170.15
351,155,53,91,126,182,4170.51
352,146,49,88,122,179,4170.78
353,145,47,88,120,178,4170.87
354,143,44,88,118,172,4171.42
355,140,41,86,116,171,4171.51
356,135,39,85,114,164,4172.14
357,133,41,84,111,165,4172.05
358,132,44,84,109,167,4171.87
359,132,47,89,109,171,4171.51
360,132,49,92,109,169,4171.69
361,132,49,90,109,167,4171.87
362,131,49,89,108,168,4171.78
363,131,49,89,108,166,4171.96
364,131,48,88,108,162,4172.33
365,129,47,88,107,158,4172.69
366,127,44,86,106,157,4172.78
367,125,42,86,104,153,4173.14
368,122,39,85,102,150,4173.41
369,119,40,83,99,150,4173.41
370,117,43,83,96,155,4172.96
371,118,49,87,97,163,4172.23
372,119,54,91,98,175,4171.15
373,120,60,95,98,183,4170.42
374,122,66,98,98,194,4169.42
375,124,71,102,100,201,4168.79
376,125,76,105,101,210,4167.97
377,126,79,108,101,213,4167.7
378,127,83,109,102,219,4167.15
379,128,84,111,102,220,4167.06
380,128,81,111,102,210,4167.97
381,127,80,108,102,216,4167.43
382,126,80,106,101,211,4167.88
383,128,82,106,101,217,4167.34
384,129,87,109,102,228,4166.34
385,131,89,110,103,235,4165.7
386,132,91,113,104,238,4165.43
387,133,93,113,105,241,4165.16
388,135,95,113,105,246,4164.71
389,136,97,115,106,253,4164.07
390,136,98,116,106,255,4163.89
391,136,97,116,106,257,4163.71
392,136,95,115,106,253,4164.07
393,136,93,114,106,254,4163.98
394,136,91,111,106,252,4164.16
395,136,92,109,106,249,4164.43
396,137,93,109,106,254,4163.98
397,138,94,110,107,259,4163.53
398,139,96,110,107,261,4163.35
399,139,98,110,108,263,4163.16
400,139,100,113,108,262,4163.25
401,140,99,114,108,262,4163.25
402,140,97,112,108,260,4163.44
403,140,94,111,108,258,4163.62
404,140,92,109,108,251,4164.25
405,140,88,107,108,238,4165.43
406,140,86,104,108,236,4165.61
407,140,84,103,108,227,4166.43
408,141,86,101,108,232,4165.98
409,141,87,101,109,233,4165.88
410,141,89,103,109,235,4165.7
411,143,89,102,109,234,4165.79
412,145,90,102,110,234,4165.79
413,145,91,103,111,233,4165.88
414,146,91,104,111,232,4165.98
415,146,90,104,111,231,4166.07
416,145,90,103,111,229,4166.25
417,144,91,103,111,230,4166.16
418,144,93,104,110,231,4166.07
419,145,93,104,110,235,4165.7
420,146,96,104,110,240,4165.25
421,147,97,104,111,240,4165.25
422,147,97,106,111,243,4164.98
423,147,96,106,111,242,4165.07
424,147,95,103,111,243,4164.92
425,148,96,102,111,245,4164.77
426,149,98,102,112,247,4164.62
427,149,102,105,112,259,4163.53
428,150,103,106,113,262,4163.25
429,151,103,108,113,257,4163.71
430,151,99,107,113,244,4164.89
431,151,97,105,113,249,4164.43
432,150,94,102,113,233,4165.88
433,149,92,100,112,227,4166.43
434,149,89,98,112,222,4166.88
435,149,86,96,112,217,4167.34
436,148,82,93,111,214,4167.61
437,146,79,91,110,200,4168.88
438,144,77,89,109,191,4169.69
439,143,76,87,107,187,4170.06
440,142,74,87,107,186,4170.15
441,141,72,86,106,185,4170.24
442,141,67,85,105,175,4171.15
443,139,66,83,105,170,4171.6
444,133,63,82,101,164,4172.14
445,133,62,82,99,160,4172.51
446,132,61,81,98,159,4172.6
447,131,58,80,98,148,4173.6
448,131,57,78,97,144,4173.96
449,130,58,77,96,147,4173.69
450,130,59,77,96,153,4173.14
451,130,61,79,96,160,4172.51
452,130,61,79,96,160,4172.51
453,130,59,79,95,147,4173.69
454,129,58,79,95,151,4173.32
455,127,54,75,95,139,4174.41
456,126,51,74,93,128,4175.41
457,125,47,73,91,122,4175.95
458,123,45,68,90,114,4176.68
459,121,39,67,89,106,4177.41
460,119,34,66,87,102,4177.77
461,115,31,63,85,89,4178.95
462,109,29,62,81,86,4179.22
463,106,31,64,77,92,4178.67
464,105,35,68,74,101,4177.86
465,105,37,70,74,103,4177.68
466,105,38,71,74,104,4177.59
467,104,38,72,73,103,4177.68
468,104,38,70,73,104,4177.59
469,104,39,69,72,106,4177.41
470,104,40,69,72,103,4177.68
471,103,37,69,72,106,4177.41
472,102,33,67,71,95,4178.4
473,99,30,64,69,82,4179.58
474,98,27,62,68,74,4180.31
475,98,26,60,67,70,4180.67
476,96,24,60,66,72,4180.49
477,95,18,60,64,55,4182.03
478,93,17,56,64,54,4182.12
479,90,13,54,60,48,4182.67
480,88,14,55,58,42,4183.21
481,86,15,55,57,43,4183.12
482,84,19,56,55,59,4181.67
483,84,21,58,53,55,4182.03
484,84,24,61,53,60,4181.53
485,83,23,61,52,66,4181.03
486,83,22,61,52,58,4181.76
487,82,19,58,51,50,4182.48
488,81,18,57,50,46,4182.85
489,81,17,55,50,39,4183.48
490,81,16,55,49,32,4184.12
491,79,20,54,48,39,4183.48
492,77,21,55,47,40,4183.39
493,77,24,59,46,47,4182.76
494,77,26,59,45,55,4182.03
495,78,29,60,45,56,4181.94
496,78,31,63,45,62,4181.4
497,78,32,63,45,61,4181.49
498,78,31,62,45,61,4181.49
499,77,32,62,44,64,4181.21
500,77,35,62,44,65,4181.12
501,77,39,65,44,77,4180.04
502,77,42,66,44,86,4179.22
503,78,46,69,44,91,4178.72
504,80,50,70,44,97,4178.22
505,80,53,73,45,108,4177.22
506,81,56,76,46,118,4176.32
507,82,58,78,46,117,4176.36
508,83,59,78,47,117,4176.41
509,83,61,80,47,121,4176.04
510,83,62,81,47,126,4175.59
511,83,63,82,47,129,4175.32
512,85,63,82,48,125,4175.68
513,85,61,82,48,119,4176.23
514,85,60,81,48,118,4176.32
515,86,61,80,48,128,4175.41
516,86,63,81,48,125,4175.68
517,86,64,82,48,130,4175.23
518,86,63,83,48,129,4175.32
519,86,63,81,48,129,4175.32
520,86,63,81,48,129,4175.32
521,86,63,82,48,130,4175.23
522,85,63,81,48,131,4175.14
523,85,63,81,47,130,4175.23
524,85,62,80,47,128,4175.41
525,85,59,79,47,122,4175.95
526,85,57,79,47,112,4176.86
527,84,55,76,46,105,4177.5
528,83,54,74,45,99,4178.04
529,83,55,74,45,108,4177.22
530,83,55,75,44,103,4177.68
531,83,52,74,44,95,4178.4
532,83,50,71,44,82,4179.58
533,82,49,70,43,83,4179.49
534,82,51,70,42,89,4178.95
535,82,51,70,42,92,4178.67
536,82,47,69,42,85,4179.31
537,81,45,67,42,75,4180.22
538,80,39,65,41,58,4181.76
539,78,37,62,40,57,4181.85
540,77,35,57,39,48,4182.67
541,75,35,57,36,47,4182.76
542,74,36,58,35,48,4182.67
543,73,20,58,34,44,4183.03
544,71,20,47,32,42,4183.21
545,65,8,7,32,42,4183.21
546,65,9,15,24,43,4183.12
547,64,8,18,24,43,4183.07
548,62,9,18,22,44,4183.03
549,62,11,22,20,47,4182.76
550,62,13,26,19,48,4182.67
551,62,13,28,18,44,4183.03
552,62,10,28,18,33,4184.03
553,61,9,26,18,23,4184.93
554,59,6,25,18,14,4185.75
555,58,5,25,14,10,4186.11
556,58,6,23,14,10,4186.11
557,57,9,24,13,17,4185.48
558,57,10,34,13,15,4185.66
559,57,10,37,12,15,4185.66
560,56,10,36,12,12,4185.93
561,56,12,36,11,14,4185.75
562,55,11,36,10,14,4185.75
563,55,9,35,9,11,4186.02
564,53,7,32,9,7,4186.39
565,52,6,31,7,3,4186.75
566,51,7,31,5,5,4186.57
567,51,8,31,4,6,4186.48
568,52,12,34,4,8,4186.29
569,55,18,34,5,20,4185.21
570,56,22,36,7,27,4184.57
571,56,29,41,8,42,4183.21
572,56,33,45,8,49,4182.58
573,57,36,48,8,57,4181.85
574,58,39,49,8,60,4181.58
575,59,40,51,9,62,4181.4
576,59,40,52,9,62,4181.4
577,59,41,51,9,61,4181.49
578,59,41,51,9,63,4181.31
579,60,42,50,9,62,4181.4
580,61,45,50,9,62,4181.4
581,62,46,53,11,62,4181.4
582,62,44,54,11,57,4181.85
583,62,42,53,11,53,4182.21
584,61,41,51,11,51,4182.39
585,63,41,51,10,52,4182.3
586,63,43,51,11,54,4182.12
587,64,45,52,11,56,4181.94
588,65,46,53,12,59,4181.67
589,66,48,54,13,60,4181.58
590,67,50,57,13,57,4181.85
591,68,52,58,14,56,4181.94
592,68,53,59,15,56,4181.94
593,69,55,60,15,60,4181.58
594,71,60,62,15,67,4180.94
595,72,63,67,17,71,4180.58
596,72,66,71,17,77,4180.04
597,73,67,72,17,74,4180.31
598,73,67,72,18,72,4180.49
599,73,66,75,18,67,4180.94
600,73,65,74,18,62,4181.4
601,73,64,74,17,58,4181.76
602,73,62,73,17,55,4182.03
603,73,60,71,17,51,4182.39
604,73,59,70,16,48,4182.67
605,73,58,68,16,45,4182.94
606,73,58,68,16,44,4183.03
607,74,62,68,16,52,4182.3
608,75,64,70,17,55,4182.03
609,76,69,74,18,63,4181.31
610,77,70,75,18,64,4181.21
611,78,71,75,19,64,4181.21
612,78,71,76,20,64,4181.21
613,79,71,77,20,64,4181.21
614,79,70,76,20,65,4181.12
615,79,68,75,20,55,4182.03
616,79,66,74,20,51,4182.39
617,79,64,73,20,43,4183.12
618,79,63,72,20,41,4183.3
619,79,62,72,19,36,4183.75
620,79,60,70,19,35,4183.85
621,78,58,68,19,24,4184.84
622,78,56,67,18,16,4185.57
623,77,52,65,17,8,4186.29
624,75,51,64,16,7,4186.39
625,74,50,64,15,5,4186.57
626,74,51,65,13,6,4186.48
627,74,52,67,13,10,4186.11
628,74,53,67,12,10,4186.11
629,74,55,67,12,15,4185.66
630,75,57,69,12,18,4185.39
631,75,60,71,12,24,4184.84
632,76,62,71,12,27,4184.57
633,76,66,74,12,30,4184.3
634,76,67,74,13,35,4183.85
635,76,69,79,13,36,4183.75
636,77,68,81,13,28,4184.48
637,77,67,79,13,27,4184.57
638,77,65,77,13,20,4185.21
639,76,66,77,13,20,4185.21
640,77,69,77,12,26,4184.66
641,78,72,80,13,35,4183.85
642,79,75,83,13,40,4183.39
643,80,79,84,13,47,4182.76
644,81,81,84,14,53,4182.21
645,82,86,87,15,65,4181.12
646,83,91,90,16,76,4180.13
647,87,96,93,18,85,4179.31
648,88,99,97,20,90,4178.86
649,88,101,101,21,92,4178.67
650,88,101,102,21,94,4178.49
651,89,101,101,22,95,4178.4
652,91,102,101,23,97,4178.22
653,91,103,103,24,100,4177.95
654,92,105,103,24,109,4177.13
655,94,108,102,25,116,4176.5
656,94,109,104,26,120,4176.14
657,94,107,106,26,114,4176.68
658,95,103,105,27,101,4177.86
659,95,98,102,27,93,4178.58
660,95,94,97,27,82,4179.58
661,95,90,91,27,74,4180.31
662,95,90,91,27,75,4180.22
663,96,91,91,27,80,4179.76
664,97,92,90,27,82,4179.58
665,97,93,90,28,87,4179.13
666,97,93,90,28,87,4179.13
667,97,93,91,28,87,4179.13
668,97,92,90,28,85,4179.31
669,98,93,90,28,86,4179.22
670,99,95,90,28,93,4178.58
671,99,97,90,29,91,4178.77
672,99,98,92,29,103,4177.68
673,100,99,92,30,100,4177.95
674,101,100,92,30,108,4177.22
675,101,101,92,31,109,4177.13
676,102,103,93,31,112,4176.82
677,102,104,94,31,116,4176.5
678,103,105,95,32,117,4176.36
679,104,105,96,33,119,4176.23
680,104,105,97,34,115,4176.59
681,105,103,96,34,113,4176.77
682,105,102,95,34,112,4176.82
683,105,102,93,34,112,4176.86
684,106,103,93,34,114,4176.68
685,106,103,93,35,116,4176.5
686,106,103,92,35,118,4176.32
687,107,104,92,35,118,4176.32
688,107,104,93,36,118,4176.32
689,108,103,94,36,112,4176.86
690,108,99,92,37,99,4178.04
691,108,97,91,37,91,4178.77
692,108,94,88,37,84,4179.4
693,108,93,86,36,83,4179.49
694,108,92,86,36,83,4179.49
695,109,92,85,36,85,4179.31
696,109,92,85,36,87,4179.13
697,110,94,85,36,95,4178.4
698,110,96,86,37,89,4178.95
699,110,98,89,38,95,4178.36
700,111,98,91,38,102,4177.77
701,111,98,91,38,99,4178.04
702,111,97,90,38,100,4177.95
703,111,96,89,38,95,4178.4
704,111,95,88,38,95,4178.36
705,111,95,87,38,96,4178.31
706,111,94,86,38,94,4178.49
707,112,93,85,38,91,4178.77
708,112,93,85,38,91,4178.77
709,112,92,84,38,87,4179.13
710,112,92,84,38,85,4179.26
711,112,91,83,38,84,4179.4
712,112,89,82,38,79,4179.85
713,112,87,81,38,74,4180.31
714,111,86,80,38,72,4180.49
715,111,85,79,37,70,4180.67
716,111,84,77,36,69,4180.76
717,111,84,77,36,71,4180.58
718,111,85,77,36,73,4180.4
719,111,85,77,36,71,4180.58
720,111,85,77,36,70,4180.67
721,111,84,76,36,67,4180.94
722,111,83,75,36,73,4180.4
723,111,85,75,36,80,4179.76
724,112,88,76,36,82,4179.58
725,112,90,79,36,88,4179.04
726,112,91,80,36,90,4178.86
727,112,92,79,36,91,4178.77
728,112,92,79,37,93,4178.58
729,113,92,78,37,93,4178.58
730,113,91,77,37,92,4178.67
731,113,90,75,37,92,4178.67
732,113,90,75,37,92,4178.67
733,113,90,74,37,92,4178.67
734,113,89,74,37,91,4178.77
735,113,87,73,37,88,4179.04
736,113,86,71,37,85,4179.31
737,113,85,69,37,81,4179.67
738,113,83,68,37,78,4179.94
739,113,82,67,36,76,4180.13
740,113,81,65,37,77,4180.04
741,114,81,65,37,77,4180.01
742,114,81,65,37,77,4179.98
743,114,81,64,37,78,4179.94
744,114,82,64,37,83,4179.49
745,115,82,64,37,85,4179.31
746,115,82,65,37,86,4179.22
747,115,82,65,37,87,4179.13
748,116,82,65,38,88,4179.04
749,116,83,65,38,89,4178.95
750,116,85,65,38,90,4178.86
751,117,88,66,39,92,4178.67
752,117,89,67,39,98,4178.13
753,117,90,70,39,102,4177.77
754,117,90,71,39,99,4178.04
755,117,89,70,39,98,4178.13
756,118,89,70,39,97,4178.22
757,118,89,70,40,96,4178.31
758,118,89,70,40,99,4178.04
759,119,90,69,40,100,4177.9
760,119,90,69,40,102,4177.77
761,119,90,69,40,98,4178.13
762,119,89,68,40,94,4178.49
763,119,88,67,40,92,4178.67
764,119,86,66,40,89,4178.95
765,119,85,65,40,87,4179.13
766,119,83,64,40,81,4179.67
767,119,82,63,40,80,4179.76
768,119,81,62,40,77,4180.04
769,119,80,62,40,75,4180.22
770,119,80,62,39,75,4180.22
771,119,80,62,39,72,4180.49
772,119,79,61,39,74,4180.31
773,119,79,61,39,71,4180.58
