x,a,b,c,d,index_value
624,14,43,24,51,38
625,14,42,26,51,30
626,14,42,24,51,26
627,13,39,23,49,25
628,12,42,23,47,30
629,12,45,23,47,37
630,12,46,24,46,35
631,12,43,24,46,29
632,11,37,23,45,16
633,10,33,21,43,10
