total_pairs,long_pairs,short_pairs,long_win_rate,short_win_rate,avg_long_return,avg_short_return,long_profit_factor,short_profit_factor
22,12,10,0.0,0.0,-0.822440635309397,17.168974495173128,0.0,0.0
